text,label,classification_label,reason,arousal,valence,who,sentiment,emotional_reaction,interpretations,explorations
"He told me that he, like, when he goes outside, he usually forgets to take change for, like, the bus or whatever. And he says that since his five-year-old savings jar is there, like, he just takes it because, Like that's at the end of the day his money, not his kids.",1,0,The utterance does not express a need for empathy or provide empathy; it is more of a factual recounting of someone's behavior regarding money and savings.,0,0,2,2,0,0,0
"Oh, he told me he only takes stuff. He never puts anything back.",0,0,"The utterance expresses a frustration or disappointment about someone's behavior, specifically regarding taking without giving back. It does not seek or provide empathy but rather states a fact about someone's actions.",0,-1,0,0,0,0,0
"One of the things that makes me angry, and it's really really simple, is my internet right now. It's been pretty choppy and I can't... It can upload large files, but when I try to watch a YouTube video it's like in the lowest resolution possible and it makes no sense and I have tried to call the company but they can't help me and it's really frustrating, you know?",1,1,"The utterance expresses frustration and a need for understanding regarding a technical issue, indicating a desire to be heard and acknowledged.",0.5,-0.5,0,0,-1,-1,-1
I haven't tried that but Maybe I should do that. I don't know if that will make a difference though,0,0,"The utterance expresses uncertainty and contemplation about a potential action, indicating a lack of confidence in its effectiveness. It does not explicitly seek understanding or support from another person, nor does it provide empathy to someone else.",0,0,0,2,0,0,0
"Oh, the home network from my apartment and it's not working.",0,0,The utterance is a straightforward statement about a technical issue without expressing any emotional need or seeking understanding from others. It does not indicate a desire for empathy or an emotional response.,0,0,0,2,0,0,0
"I'm not sure actually, it's just...",0,1,"The utterance expresses uncertainty and a lack of clarity about feelings, which suggests a need for understanding and acknowledgment. It does not provide any explicit emotional content or seek to engage the other person in a way that would indicate providing empathy.",0,0,0,2,-1,-1,-1
So I'm pretty optimistic about my future right now. I feel that whatever's coming next I will be able to tackle it perfectly. I think having positive thoughts about the future is a really nice thing. So I'm looking forward for like the next few years.,1,0,"The utterance expresses a positive outlook on the future and reflects personal feelings of optimism. It does not seek or provide empathy towards another person, as it focuses solely on the speaker's own feelings and thoughts.",0.5,1,0,1,0,0,0
"Yeah, it's like pretty great honestly. I don't know if like things will go my way, but we have to put trust on that things will go well sometimes, right?",1,0,"The utterance expresses a positive sentiment and reflects a hopeful outlook, but it does not explicitly seek or provide empathy. It is more focused on a personal perspective and general optimism rather than engaging with another person's feelings or experiences.",0.5,0.7,0,1,0,0,0
One of the things that surprised me today was that I was able to wake up before my alarm. usually I sleep in but today I just woke up and checked the clock and it was like five minutes before my alarm which is which was neat I think.,1,0,The utterance describes a personal experience without expressing a need for understanding or emotional support from others. It is a straightforward account of an event that does not seek or provide empathy.,0,1,0,1,0,0,0
No that's the funny thing like I actually only slept like six hours instead of the usual eight but I ended up waking up early and feeling refreshed and I think that's weird but I mean it's a welcome weird instead of a bad weird.,1,0,"The utterance reflects a personal experience and observation about sleep patterns, but it does not express a need for understanding or acknowledgment of feelings, nor does it provide empathy to another person. It is more of a neutral statement about the speaker's situation.",0,1,0,2,0,0,0
"Oh, I hadn't thought of that. I will be on the lookout if anything goes wrong, you know.",0,0,"The utterance reflects a recognition of a potential issue and a willingness to be attentive, but it does not explicitly express a need for understanding or emotional support from another person. It is more of a factual acknowledgment rather than a plea for empathy or an empathetic response.",0,1,0,2,0,0,0
"Um... No, well, yeah, I did. So maybe that's why.",0,0,The utterance does not express a need for empathy or provide empathy; it appears to be a vague acknowledgment or reflection without emotional depth or clarity.,0,0,0,2,0,0,0
So yesterday I was walking at night and suddenly realized that it got cloudy really really fast and it started like lightning started to appear and thunder and everything so I was actually got really scared because I was far away from from home and if I were to be caught in the storm I would it wouldn't be the best thing so I was like fearing for my life while running to my house,1,1,"The utterance expresses a personal experience of fear and anxiety during a storm, indicating a need for understanding and acknowledgment of those feelings.",0.8,-0.6,0,0,-1,-1,-1
"yeah like I did make it and I don't think if there was a storm It was very late at night so I just went and slept. But yeah, the lightning was... I feel like it was really close. And I'm really afraid of getting struck by lightning. I know it's very rare, but it can happen, man.",1,1,"The utterance expresses a personal fear and concern about lightning, indicating a need for understanding and acknowledgment of those feelings. The speaker is sharing their emotional experience, which aligns with seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
yeah I actually know someone who was struck by lightning once but I mean they were fine but they had like um burns in some parts of their legs,0,0,The utterance shares a personal anecdote about someone who experienced a traumatic event (being struck by lightning) but does not express a need for empathy or provide emotional support to another person. It is more of a factual recounting rather than an empathetic exchange.,0,0,2,2,0,0,0
yeah that's it's really rare but it does happen,0,0,The utterance is a straightforward acknowledgment of a situation without expressing personal feelings or seeking to understand another's emotions. It does not indicate a need for empathy or provide empathetic understanding.,0,2,2,2,0,0,0
"So, one thing that made me sad, it was when I got one of the new bills and I was walking along, moving stuff from my wallet and it blew away by the wind and crossed the street and I just tried to chase after it but I couldn't make it and at the end I was really sad.",1,1,The utterance expresses a personal experience of sadness and a desire for understanding regarding a frustrating situation. The speaker is sharing their feelings and seeking acknowledgment of their emotional state.,0.5,-0.5,0,0,-1,-1,-1
"It was pretty strong. I was, well my hair was flying and going all over the place and like I was just trying to get some money to buy something and it like blew away",1,1,"The utterance expresses a personal experience that seems to convey a sense of frustration or challenge, indicating a need for understanding and acknowledgment of the situation. However, it does not explicitly seek empathy or provide it to another person.",0.5,-0.2,0,0,-1,-1,-1
"It was a small bill so it wasn't that bad but yeah, I lost money",1,0,"The utterance reflects a straightforward acknowledgment of a situation involving a loss of money, but it does not express a need for empathy or an understanding of another's feelings. It is more fact-oriented and does not seek or provide emotional support.",0,0,0,2,0,0,0
"I remember one time when I was like back in college when my group of friends to went to have dinner together and we were all supposed to go and I was on my way there but I got caught in traffic and I couldn't like make it and I didn't I have my phone so I didn't know what would, or I couldn't tell them. And in the end, they actually ended up waiting for me. And I arrived like an hour later or something, and they were all there and they were all concerned. Instead of being angry, they were really understanding. So I'm glad that they acted like that that time.",1,0,"The utterance reflects a personal experience where the speaker shares a past event involving their friends' understanding and concern. The speaker is recounting a situation that highlights the empathy shown by their friends, indicating a positive emotional experience. However, the focus is primarily on the speaker's past experience rather than seeking or providing empathy in the current context.",0.2,0.8,0,1,0,0,0
"Well, yeah, I actually am very glad that I have them. I don't know why your group of friends would be like that or how would they act?",0,0,"The utterance expresses a personal feeling of gladness about having friends, while also questioning the behavior of another person's group of friends. It does not seek understanding or provide empathy but rather presents a personal perspective and inquiry.",0.2,0.6,0,1,0,0,0
"Well, that is certainly something. Well, I'm sure they love you underneath the hard exterior.",0,2,"The utterance provides reassurance and understanding towards another person's feelings, indicating an empathetic response to their situation. It acknowledges the complexity of emotions and suggests a deeper understanding of the other person's experience.",0.2,0.5,1,1,1,1,0
"I think one of the happiest moments of my entire life was when I graduated college. I had a really difficult test as a final test and it wasn't even exactly from my major. So I had to study a lot of stuff I didn't study during the major. So when I got the results back and it was like, oh yeah, you passed. I was overjoyed with emotion.",1,0,"The utterance reflects a personal experience of joy and accomplishment, focusing on the speaker's own feelings and experiences rather than seeking or providing empathy to another person.",0.8,1,0,1,1,0,0
yeah like it's it feels really great to to like have accomplished something i don't know if you have had an experience like that,0,1,"The utterance expresses a positive feeling about personal accomplishment and invites the listener to relate to that experience, indicating a desire for connection and shared understanding.",0.5,1,0,1,0,0,0
"Yeah, you feel like ah I did it yeah, let's go!",1,0,"The utterance expresses excitement and enthusiasm, indicating a positive emotional state. However, it does not explicitly seek or provide empathy, as it is more focused on a shared experience or celebration rather than addressing feelings or emotions directly.",0.8,1,0,1,0,0,0
I'm here at the arcades because I finally got the highest score ever in my case. I mean the highest rank. Now I'm ranked Diamond at Street Fighter. So I feel unstoppable. so I came here to this arcade to play with as many people as possible.,1,0,"The utterance expresses a personal achievement and excitement about reaching a high rank in a game, focusing on the speaker's feelings of success and enjoyment. There is no indication of seeking or providing empathy towards another person.",0.8,1,0,1,0,0,0
Thanks. for each person it's different what makes them happy. In my case it's just about this game. That's why I'm here to play and try to defeat as many players as possible.,0,0,"The utterance expresses a personal perspective on happiness related to a game, focusing on the speaker's own experience rather than seeking or providing empathy towards another person. It does not indicate a need for understanding or emotional support from others.",0.2,0.5,0,1,0,0,0
"My daughter is going for surgery. Even though it's something not serious, it's just a tongue surgery. I'm concerned. What if something happens to her?",1,1,"The utterance expresses a personal concern about a loved one's surgery, indicating a need for understanding and support regarding the speaker's feelings of worry and anxiety.",0.5,-0.5,0,0,-1,-1,-1
Yeah what if she's in pain or something is just not going well but she cannot express that she's very small so yes I don't know if the doctors know how to treat a girl of her age,1,2,"The utterance expresses concern for another person's well-being, indicating a desire to understand and empathize with their situation. The speaker is reflecting on the potential pain and challenges faced by a young girl, suggesting a need for empathy towards her condition.",0.5,-0.5,1,0,1,1,1
I feel the same but I feel like I should even go home like I don't feel well,1,1,"The utterance expresses a personal feeling of discomfort and a sense of not wanting to go home, indicating a need for understanding and validation of those feelings.",0.5,-0.5,0,0,-1,-1,-1
I love my family because we don't have any secrets. I can share anything with them and they accept me just the way I am.,1,0,"The utterance expresses positive feelings about family relationships and emphasizes acceptance and openness, but it does not indicate a need for empathy or an attempt to provide empathy to someone else. It is more of a personal reflection on the speaker's feelings towards their family.",0.5,1,0,1,0,0,0
"Yes, I don't know what I would do without my family. The family I have here are also my family back in my country. With all of them, I share the same that I just trust them. I don't know how exactly how it happened, but I just know that I can share anything with them.",1,1,"The utterance expresses a deep emotional connection and reliance on family, indicating a need for understanding and acknowledgment of these feelings. It reflects a personal experience and highlights the importance of family support, which aligns with seeking empathy.",0.5,0.7,0,1,-1,-1,-1
Thank you. Thanks for saying that to me. I'm glad.,1,2,"The utterance expresses gratitude and appreciation for a previous statement, indicating a positive emotional response. It suggests that the speaker feels understood and validated, which aligns with providing empathy.",0.5,1,0,1,1,1,0
Thanks for asking. Actually they are coming in a few months to visit me and my family. So I'm also very excited about that.,1,0,"The utterance expresses excitement about an upcoming visit, which indicates a positive sentiment but does not seek or provide empathy. It is more of a straightforward statement about a personal situation.",0.5,1,0,1,0,0,0
I'm here waiting for my friend I'm gonna see him for the last time in some time because he's moving overseas today he got a job I'm happy for him but at the same time I'm gonna miss him a lot,1,1,"The utterance expresses a mix of happiness for a friend's new opportunity and sadness about the impending separation, indicating a need for understanding and acknowledgment of these conflicting emotions.",0.5,0,0,2,-1,-1,-1
"Exactly. He's been always there for me but now that we'll be apart, I don't know if we'll stop being best friends. What if we stop talking to each other just because of time differences.",1,1,"The utterance expresses a concern about a significant relationship and the potential emotional impact of distance, indicating a need for understanding and reassurance about the future of the friendship.",0.5,-0.5,0,0,-1,-1,-1
Yeah definitely I try to do that like to see him as much as possible or as as often as possible because I don't really want to lose him.,1,1,"The utterance expresses a personal concern about maintaining a relationship, indicating a desire for connection and fear of loss, which suggests a need for understanding and acknowledgment of feelings.",0.5,-0.2,0,0,-1,-1,-1
I lost my credit card the other day at my company and I found it just one hour later in a meeting room but today I just saw a charge for like five hundred dollars so somebody at my company found my card and because they know my information like my birthday they could use it to steal money from me I cannot believe somebody I know like a co-worker or even a friend from the company did that to me,1,1,"The utterance expresses a personal experience of distress and concern about a potential betrayal and financial loss, indicating a need for understanding and validation of feelings.",0.6,-0.7,0,0,-1,-1,-1
"Yeah, right? I'm the same as like how somebody we know like here. Like we could find out like they did it but still they didn't care. They took my money.",1,1,"The utterance expresses frustration and a sense of betrayal regarding a financial situation, indicating a need for understanding and validation of feelings. The speaker is sharing their experience, which suggests they are seeking empathy from the listener.",0.5,-0.5,0,0,-1,-1,-1
"Yes, you are right. I haven't done that. But I will definitely do it because this shouldn't happen in our company. This shouldn't happen to anyone. So I will definitely complain as you suggested.",1,0,"The utterance reflects a commitment to take action based on a suggestion, indicating a focus on addressing an issue rather than expressing or seeking emotional support. It does not convey a need for empathy or an understanding of another's feelings.",0,1,0,1,0,0,0
Just the other day I saw this celebrity. She's so famous and she went to our company to give a speech and I didn't know she was so good at talking. I just saw her before singing but she's also good at communicating. It was a speech like a motivational speech and it was awesome.,1,0,"The utterance is primarily focused on sharing a personal experience and expressing admiration for a celebrity's communication skills. It does not seek or provide empathy, as it is more of a factual recounting of an event rather than an emotional exchange.",0.5,1,0,1,0,0,0
"Yeah right, like to get her signature on a CD. But it was a surprise event. Nobody knew that was gonna happen.",1,0,"The utterance reflects a straightforward recounting of an event without expressing a need for emotional support or understanding. It does not seek or provide empathy, as it focuses on the factual aspect of a surprise event.",0,2,2,2,0,0,0
"Yeah, with security guards and everything. I should have been prepared for that, for a celebrity.",0,1,"The utterance reflects a personal experience that suggests a feeling of regret or self-blame regarding an encounter with security guards, indicating a need for understanding and acknowledgment of their feelings.",0.2,-0.3,0,0,-1,-1,-1
I guess you are also waiting here to receive the results of the credit. We just got ours and it got approved so we got the credit for this new house. So we are moving soon. We are excited. because we'll finally have a house of our own for our family so hopefully you can also get your credit approved,1,0,"The utterance expresses excitement about receiving credit approval for a new house and conveys a hopeful sentiment towards the other person's situation, indicating a desire to share positive news and encourage the other person. However, it does not explicitly seek empathy or provide emotional support.",0.5,1,1,1,0,0,0
I think you will also get that credit and yeah it's like it's gonna be like it's the same family members but a different house so definitely it's like a new life too so we're looking forward to it.,0,0,The utterance is primarily focused on sharing information about a situation involving family members and a new living arrangement. It does not express a need for empathy or provide empathetic understanding.,0,1,2,1,0,0,0
I know this is gonna be kind of random but I just had a meeting on Zoom with my boss and other co-workers. My boss he was eating his own snot during that meeting. It was gross.,1,0,"The utterance describes an observation about a meeting and expresses a reaction to an unpleasant situation, but it does not seek or provide empathy. It is more of a factual recounting of an event without emotional engagement or a need for understanding.",0,0,0,2,0,0,0
It looked like he was enjoying it. Like it was something delicious or something. It was horrible.,1,0,"The utterance expresses a negative sentiment about an experience that was perceived as enjoyable by someone else, indicating a personal emotional reaction to the situation. However, it does not explicitly seek or provide empathy towards another person.",0.5,-0.5,0,0,0,0,0
"Yeah, me too. It's like, I don't know. How I'm going to look at his eyes again, knowing that he was eating his snot the other day. I think I want to recover from this.",1,1,"The utterance expresses a personal struggle and discomfort regarding a past experience, indicating a need for understanding and validation of feelings. The speaker is reflecting on their own emotions and seeking acknowledgment of their feelings about the situation.",0.5,-0.5,0,0,-1,-1,-1
So here I am just in front of the movie theater but actually I want to go inside and watch a movie but since I moved here I don't have the chance to go because it's just way too expensive. I don't have the money to spend on that. It really miss going to the movies. Back in my country I used to go at least twice a week and I really enjoy it but here I don't have the chance.,1,1,"The utterance expresses a personal feeling of longing and frustration about not being able to go to the movies due to financial constraints. The speaker is sharing their experience and emotions, indicating a desire to be heard and understood regarding their situation.",0.5,-0.5,0,0,-1,-1,-1
"I mean I can watch movies at home but the experience of the movie theater, eating popcorn and so on, I don't have the chance anymore. Do you know a place to do all that?",1,0,"The utterance expresses a sense of loss regarding the experience of going to the movie theater and seeks information about alternatives, indicating a desire to be understood in their feelings about the situation. However, it does not explicitly seek emotional support or validation.",0,-0.5,0,2,0,0,0
"You know how much I love driving and going hiking into the mountains Just last weekend I went to my favorite place but for the first time ever while I was driving, It was at night, I saw a bear on the road. I was so scared. I never seen a bear before, like I mean maybe at the zoo but not so close to me. I don't know, I got really scared, I had no idea something like that could happen to me.",1,1,The speaker is sharing a personal experience that caused them fear and is expressing their emotions about it. They are seeking acknowledgment and understanding of their feelings regarding the frightening encounter with the bear.,0.7,-0.5,0,0,-1,-1,-1
yeah even though I was inside the car because that part of the like the road like I had to have to drive it slowly I could see the bear for a few seconds like very close close to me and the bear looked like angry like it wanted to attack me or something so I got really scared and I just speed up,1,1,"The utterance expresses a personal experience of fear and anxiety related to a close encounter with a bear. The speaker is sharing their feelings and the intensity of the situation, indicating a need to be heard and understood.",0.8,-0.6,0,0,-1,-1,-1
"Yeah right, just because I tried to escape from the bear maybe I have an accident I'll be careful but I don't know I was shocked, I didn't know what to do",0,1,"The utterance expresses a personal experience of shock and uncertainty following a distressing event (an encounter with a bear). The speaker is sharing their feelings and seeking acknowledgment of their emotional state, indicating a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
"As you know I love training, I go to gym often but since the past month I've been feeling pain here on my chest. I went to see a doctor after I rested for a bit but I didn't get any better so I went to see a doctor. and she recommended me to get an MRI. I just went to the hospital yesterday to get the MRI. I'll get the results in a week but I'm very scared because what if there is something wrong, what if there is something bad happening to me.",1,1,"The utterance expresses a personal concern about health and fear regarding potential medical issues, indicating a need for understanding and support. The speaker is sharing their feelings of fear and uncertainty, which aligns with seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
"Not much pain. That's why I thought it wasn't really just my muscle or something. But I mean, I'm just for now, I'm just uncertain, the uncertainty of not knowing what's going to happen to me. If it's something just simple, by taking a medicine, I will get better or something more serious. That's my problem.",1,1,"The utterance expresses a personal concern about uncertainty regarding health, indicating a need for understanding and acknowledgment of feelings. The speaker is sharing their emotional state and seeking recognition of their anxiety about the situation.",0.5,-0.2,0,0,-1,-1,-1
"Yeah, I will definitely be more careful but right now I don't know the reason why or what caused this pain. So, as soon as I know, hopefully it's not something too bad. I will try to avoid this situation.",0,1,"The utterance expresses uncertainty and concern about a painful situation, indicating a need for understanding and acknowledgment of their feelings.",0.5,-0.5,0,0,-1,-1,-1
"So, as you know, I've been trying to find a new apartment. I went to see some options around here, like good price and good location. I went there, they told me that it was perfectly fine for me to rent this place. The only communication I had with them was by phone. But as soon as they saw me that I'm a foreigner, they said, oh, no, I'm sorry. We thought you were Japanese but just because you are a foreigner you cannot rent this place and I just didn't say anything to them, I just left, I didn't know what to do.",1,1,"The utterance expresses a personal experience of discrimination and frustration related to finding an apartment, indicating a need for understanding and validation of feelings. The speaker is sharing their emotional experience, which suggests they are seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
"Yes, it's not fair for us. It's too difficult to to find a place. The agency should help me with these kind of things. They saw my documents, they saw my name. It's obvious I'm a foreigner but I don't know they made me lose my time.",1,1,"The utterance expresses frustration and a sense of injustice regarding the difficulties faced in finding a place, indicating a need for understanding and acknowledgment of these feelings. The speaker is focused on their own experience and is seeking recognition of their challenges.",0.5,-0.5,0,0,-1,-1,-1
"Yes, definitely I will talk to them and mention from the beginning that they should talk with the owner if it's okay to rent to foreigners because it's just like I don't want to go through this again and lose my time and thank you if I cannot find anything by myself in this agency I will definitely ask you for help.",0,1,"The utterance expresses a concern about a past experience and a desire to avoid future issues, indicating a need for understanding and support. The speaker acknowledges the possibility of seeking help from the listener, which suggests a level of vulnerability and a desire for empathy.",0.2,0.1,0,1,-1,-1,-1
We are just about to watch this match and I cannot wait. I've been waiting for this like 10 years for my team to reach the finals and finally it's happening.,1,0,"The utterance expresses excitement and anticipation about an upcoming event, focusing on the speaker's feelings and experience rather than seeking or providing empathy towards another person.",0.8,1,0,1,0,0,0
"It's a soccer game, the finals in the National League. So I'm very excited because my team has a chance to win the cup this year.",0,0,"The utterance expresses excitement about a soccer game and the potential success of the speaker's team, indicating a positive sentiment and personal engagement. However, it does not seek or provide empathy towards another person.",0.8,1,0,1,0,0,0
Ah soccer? You just kick the ball with your feet,0,0,"The utterance is a straightforward explanation of how to play soccer, lacking any emotional content or acknowledgment of feelings. It does not seek or provide empathy.",0,2,2,2,0,0,0
"Yeah sure, maybe you become a fan of football too. It's fun.",0,0,The utterance is a straightforward suggestion about becoming a fan of football and does not express or seek emotional understanding or acknowledgment.,0,1,2,1,0,0,0
"Maybe as you have noticed, the last few weeks I've been bringing my own food from home because I'm trying to lose some weight and diet went well for probably, maybe one week because Just on the weekend I ate by myself directly from the bottle like one kilogram of ice cream.",1,1,"The utterance expresses a personal struggle with dieting and weight loss, indicating a need for understanding and acknowledgment of the speaker's feelings about their eating habits. The speaker is sharing a challenging experience, which aligns with seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
"I don't know, in part yes, it's been hot these days, but I just, I cannot support just eating healthy food, it's not, it doesn't taste good, so I wanted to eat something good, and I ended up eating just chocolate ice cream.",1,1,"The utterance expresses a personal struggle with dietary choices and the desire for enjoyable food, indicating a need for understanding and validation of feelings related to this challenge.",0,-0.5,0,0,-1,-1,-1
"Eh, I guess I cannot do anything about it. Diet can wait.",0,0,"The utterance expresses resignation and a sense of helplessness regarding the situation, indicating a lack of proactive engagement with their feelings. It does not seek understanding or support from others, nor does it provide empathy to someone else.",-0.5,-0.5,0,0,0,0,0
and I will continue eating ice cream,0,0,The utterance is a straightforward statement about eating ice cream and does not express a need for empathy or provide empathy to another person. It lacks emotional depth and does not engage with feelings or experiences.,0,2,0,2,0,0,0
"Seeing like a lion here at the zoo. I mean it's the second time I see a lion, this time in a zoo. But the first time I saw one was when I was a child. I went to the circus once. And back then, circus were able to have wild animals. and I got to see this lion making tricks like jumping from one place to another these kind of things it was it was awesome",1,0,"The utterance is primarily a personal reflection on past experiences with lions, focusing on the speaker's memories and feelings associated with seeing lions in different contexts. It does not express a need for empathy or provide empathy to another person.",0.5,0.7,0,1,0,0,0
I'm just from here but 20 years ago circus could have animals and now it's forbidden so you can see these kind of animals only at the zoo now,1,0,The utterance is primarily factual and does not express a need for empathy or an emotional connection. It discusses a change in regulations regarding animals in circuses without seeking or providing emotional support.,0,0,2,2,0,0,0
yeah definitely it's more difficult to see these type of animals around here i don't know maybe it's different in other countries,0,0,"The utterance expresses a personal observation about the difficulty of seeing certain animals, but it does not explicitly seek or provide empathy. It is more of a factual statement about the situation without emotional engagement or a request for understanding.",0,0,0,2,0,0,0
nice maybe I should visit your country sounds exciting,0,0,"The utterance expresses a positive sentiment about visiting another person's country, but it does not indicate a need for empathy or an understanding of the other person's feelings. It is more of a straightforward comment about travel plans rather than an empathetic exchange.",0.5,1,2,1,0,0,0
"As you know, I just sent my daughter to college, so she had to move to another state to go there. I thought she attended school for the last six months, but she's been lying to me. She called me from the school just last week and turns out that she didn't go to her lessons for the last four months. I don't know what's going on with her and she doesn't answer my calls. I don't know what to do.",1,1,"The speaker is expressing distress and confusion about their daughter's situation, indicating a need for understanding and support regarding their feelings of worry and betrayal. This aligns with the ""Seeking Empathy"" category as they are looking for acknowledgment of their emotional turmoil.",0.6,-0.7,0,0,-1,-1,-1
"Yes, I will have to drive there and try to find her in person because there is no other way for me to contact her. I don't know even if she's okay or not. I'm scared.",1,1,"The utterance expresses a personal concern and fear about the well-being of another person, indicating a need for understanding and acknowledgment of these feelings.",0.6,-0.5,0,0,-1,-1,-1
I forgot I had that option I will check here social media and see if I can contact some of her friends maybe that's the i can finally know if she's okay at least,0,0,"The utterance reflects a person's intention to reach out and gather information about someone else's well-being, indicating a concern for that person's state. However, it does not explicitly express a need for emotional support or understanding, nor does it provide empathy to another. It is more focused on taking action rather than expressing feelings or seeking emotional connection.",0,0,0,2,0,0,0
yeah for now I just want to to know that she's alright and try to understand why she did this because she's a good daughter so probably something bad happened to her or bad friends I don't know I would try to help her overcome this together,1,2,"The utterance expresses concern for another person and a desire to understand their situation, indicating a willingness to provide support and empathy. The speaker is focused on the well-being of the other person and is trying to make sense of their actions, which aligns with providing empathy.",0.5,0.2,1,1,1,1,1
"The other day when I was walking around I went to buy some wood for something that I needed to do in my house but the surprising thing is that I just saw some guy walking around with a huge load of lumber on his shoulder and he was just carrying it like it was nothing and it was pretty heavy wood. I think it was like, what, 150 kilograms?",1,0,The utterance describes an observation without expressing personal feelings or seeking understanding from others. It is a straightforward recounting of an event and does not indicate a need for empathy or provide empathy to another person.,0,0,0,2,0,0,0
"Oh yeah, he was like really muscular, but I just found it impressive that people can actually carry around that kind of weight like in everyday life i thought that was like only things that bodybuilders did for like training and stuff",0,0,"The utterance is primarily focused on describing an observation about muscular individuals and their ability to carry weight in everyday life. It does not express a need for understanding or acknowledgment of feelings, nor does it provide empathy towards another person's emotional state.",0,1,2,2,0,0,0
"Yeah, maybe. Like, I didn't know that working in that profession made you like so strong, but it's pretty amazing, you know?",1,0,"The utterance reflects a recognition of strength in others and expresses admiration, but it does not indicate a need for empathy or an emotional connection with another person's feelings. It is more of an observation or commentary rather than a seeking or providing of empathy.",0.2,0.5,2,1,0,0,0
"So, I was reading the other day about news and I read a very very sad story about a kid, a baby who was born premature and she ended up actually passing away because you know once you are born premature you have to have access to medication and the parents because they were like religious they didn't believe in medication so they just never gave her medicine or anything and she ended up passing away and that was like really sad to to read",1,1,"The utterance expresses a personal emotional reaction to a sad story about a premature baby, indicating a need for empathy and understanding regarding the situation described. The speaker is sharing their feelings about the story, which suggests they are seeking empathy from the listener.",0.5,-0.8,0,0,-1,-1,-1
"Yeah, it's a really sad thing and it kinda takes away your faith for humanity, right? It's like, how can you be so callous as to just allow that because you believe in something that you haven't seen? I don't know, it's really sad that we have these things happen in real life, you know?",1,1,"The utterance expresses a deep emotional reaction to a sad situation, indicating a need for understanding and connection regarding feelings of sadness and disillusionment. The speaker is sharing their feelings and seeking acknowledgment of their emotional state.",0.5,-0.7,0,0,-1,-1,-1
"Yeah, it's really sad that we haven't done anything in the law or anything to stop these kinds of things to happen, because that's someone that could have been saved, and that's the kind of thing that just makes you depressed or wild after you read about it.",1,1,"The utterance expresses a feeling of sadness and frustration regarding a situation that could have been prevented, indicating a need for understanding and acknowledgment of these feelings. It reflects a personal emotional response to a broader issue, suggesting a seeking of empathy.",0.5,-0.6,0,0,-1,-1,-1
"One thing that I anticipated a lot was the first time that I went to play Dungeons and Dragons. It was with a group of friends and they were all really into the game and I didn't know anything about it. So people were like, yeah, you'll be fine. But I didn't know what I was doing. And I felt kind of dumb. But at the end of the day, they also had fun. I tried my best. And it was really fun. And after that, I was looking forward to the next session.",1,0,The utterance reflects a personal experience where the speaker shares their feelings of uncertainty and self-doubt while also expressing a positive outcome from the experience. The focus is primarily on the speaker's own feelings and experiences rather than seeking or providing empathy to another person.,0.2,0.5,0,1,0,0,0
"So yeah, that's actually correct. I was playing with an entire different group of people who were already very into it. And it was interesting because they all already knew what they were doing and I didn't. But yeah, I think it went pretty well. And yeah, that's what got me into that hobby.",0,0,"The utterance reflects a straightforward recounting of an experience without expressing a need for understanding or emotional support. It does not seek or provide empathy, focusing instead on sharing a personal story.",0,1,0,1,0,0,0
"Yeah, I've actually been playing for a while now. and with the same group I changed groups a few times but yeah like I always get excited when we're going to play another session",0,0,"The utterance expresses a personal experience and excitement about playing with a group, but it does not indicate a need for empathy or an understanding of someone else's feelings. It is more focused on the speaker's enjoyment and does not seek or provide empathy.",0.5,1,0,1,0,0,0
Once I was having dinner and it was like a really good Italian place and I was having the time of my life eating stuff and suddenly I opened a ravioli and there was like a huge hair baked into it that's like super super gross and it kind of ruined the evening for me it was like,1,1,"The utterance expresses a personal experience that conveys a negative emotional reaction to a specific event (finding a hair in food), indicating a need for understanding and acknowledgment of the speaker's feelings.",0.5,-0.5,0,0,-1,-1,-1
yeah I did end up complaining actually the manager wasn't that helpful they were also telling me that I had was trying to scam the restaurant which made me more mad because I think that they were trying to cover for the for the cook who did that and it just kind of ruined the reputation of that restaurant for me,1,1,"The utterance expresses frustration and disappointment regarding a negative experience with a manager and a restaurant, indicating a need for understanding and validation of feelings. The speaker is sharing their emotional experience, which aligns with seeking empathy.",0.6,-0.7,0,0,-1,-1,-1
I think it's more like a tactic. I don't think it's like that common that people scam and I think that's really really bad behavior on the part of the of the restaurants because even if someone is trying to scam like the restaurant it's still like something that they should take into account and I don't think you can fake a hair inside of the food,0,0,"The utterance expresses a personal opinion about a situation involving restaurants and scams, focusing on the behavior of restaurants rather than seeking or providing empathy towards another person. It does not indicate a need for emotional support or understanding from others, nor does it show an understanding of someone else's feelings.",0.2,-0.5,0,0,0,0,0
