text,label,classification_label,reason,arousal,valence,who,sentiment,emotional_reaction,interpretations,explorations
Yeah and I think that's a very good plan and yeah I think the weather is nice and the food will be nice and everything I think it will be perfect holiday and hope the flight will be safe.                                                                                                                                                                                                                                                                                                                                                            ,2,0,"The utterance is a straightforward, fact-oriented exchange about a plan and does not seek or provide empathy.",0.5,1,2,1,-1,-1,-1
"Oh, actually, look at this, like we go to the same destination, so I'm expecting also a good vacation there.                                                                                                                                                                                                                                                                                                                                                                                                                                         ",2,0,"The speaker is sharing a fact about their plans and expectations, not seeking or providing empathy.",0.5,1,0,1,-1,-1,-1
"Oh my god, what did you do? Did you try to find out about that guy that tried to pay for you? Or did you try to order more or something?                                                                                                                                                                                                                                                                                                                                                                                                             ",2,2,"The speaker is trying to understand the situation of the person they're talking to, asking specific questions to help them explore their emotions and situation.",0.5,-0.2,1,0,-1,-1,1
oh so it's a female like oh my god maybe that will be your wife in the future and yeah i thought this kind of thing just happened in a movie like i could imagine that                                                                                                                                                                                                                                                                                                                                                                                 ,2,2,The speaker is providing empathy by imagining the situation and expressing excitement.,0.7,0.8,1,1,1,0,0
oh i'm so glad to hear that but like in the date like just watch out maybe there's a secret camera that's indeed the way of the show right                                                                                                                                                                                                                                                                                                                                                                                                             ,2,0,"The utterance is a straightforward comment or advice about a situation, not seeking or providing empathy.",0.5,0.5,1,1,-1,-1,-1
"Oh, I'm sorry to hear that. Did you try to find out about the person that unleashed the dog that's so irresponsible?                                                                                                                                                                                                                                                                                                                                                                                                                                 ",2,2,The speaker is providing empathy by acknowledging the other person's situation and asking a question to understand more about the situation.,0,-0.5,1,0,0,0,1
that's so unfortunate and yeah I hope the police will find it it's so irresponsible is creating a lot of I mean you cannot go to work and you cannot also like walk well and everything is such a huge burden also physically and mentally I guess you cannot imagine that someone just like bite you in the middle of the street                                                                                                                                                                                                                      ,2,2,The speaker is providing empathy by acknowledging the unfortunate situation and expressing hope for a resolution. They also show understanding of the physical and mental burden the other person is experiencing.,0.5,-0.5,1,0,1,1,0
is it possible to file like work from home? but yeah if you need to come to work like maybe just take it easy don't force yourself too much                                                                                                                                                                                                                                                                                                                                                                                                            ,2,2,The speaker is providing empathy by understanding the listener's situation and suggesting they take it easy and not force themselves too much.,-0.5,0.5,1,1,-1,-1,-1
So once I felt like I really trust my dog when I could just let him off the leash and he would just follow me around. I feel like I could trust him then.                                                                                                                                                                                                                                                                                                                                                                                                                                             ,1,1,"The speaker is sharing a personal experience and expressing their feelings about it, indicating a need to be heard and understood.",0.2,0.8,0,1,-1,-1,-1
"Yes, he is a really really good dog. He's a good boy and I can trust that he behaves even though we sometimes have like many people going around there                                                                                                                                                                                                                                                                                                                                                                                                                                              ",1,0,"The utterance is a straightforward, fact-oriented exchange about the speaker's dog. There is no explicit seeking or providing of empathy.",-0.5,1,2,1,-1,-1,-1
So once I felt really really sad when my friends just cancelled my birthday dinner that they told me like a week before that that we will have it and then they just cancelled out of the blue.                                                                                                                                                                                                                                                                                                                                                                                                       ,1,1,"The speaker is sharing a personal experience that caused them sadness, indicating a need for their feelings to be recognized and acknowledged.",0.7,-0.8,0,0,-1,-1,-1
"They said that they were all busy and they had something but I don't know, I think they just made an excuse there, which made me really sad.                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",1,1,"The speaker is expressing their feelings about a situation that made them sad, indicating a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
I recently went to the water park and it was like super super fun like I have never gone there and and well now I have and it's great                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,1,0,The speaker is sharing a personal experience about going to a water park and expressing their enjoyment. There is no explicit seeking or providing of empathy in this utterance.,0.7,1,0,1,-1,-1,-1
"Oh, I went alone, which sometimes you would think it's like bad, but no, I had a really fun time.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",1,0,The speaker is sharing a personal experience without seeking or providing empathy.,-0.5,0.5,0,1,-1,-1,-1
I was recently very afraid because I saw a huge spider just while I was taking a shower. like I was just there and suddenly opened my eyes and there was this huge spider and it moved so fast oh it was it was very scary                                                                                                                                                                                                                                                                                                                                                                            ,1,1,"The person is sharing a personal experience that was scary for them, indicating a need to be heard and understood.",1,-1,0,0,-1,-1,-1
yeah they're like very nasty and if they like bite you I heard some can actually kill you                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,1,0,"The utterance is a straightforward, fact-oriented exchange about a third-party topic. It does not seek or provide empathy.",0.5,-0.5,2,0,-1,-1,-1
"So, recently I lost my wallet and I didn't like expect to see it again. So it was very surprising that an old man contacted me that he found it on the street and he actually gave it to me. that is pretty impressive. I feel like I gained some faith in humanity.                                                                                                                                                                                                                                                                                                                                ",1,1,"The speaker is sharing a personal experience and expressing their emotions about it, indicating a need to be heard and understood.",0.5,0.7,0,1,-1,-1,-1
"Yeah, that is amazing. That is something that I don't expect in other parts of the world, right? That is... Wow.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",1,0,The utterance is a straightforward comment on something surprising or unexpected. It does not seek or provide empathy.,0.5,1,2,1,-1,-1,-1
"So I get actually kind of angry when I cannot leave work on time, when I have a lot of things to do and like my boss tells me to stay here and have to work, you know, that's really annoying.                                                                                                                                                                                                                                                                                                                                                                                                      ",1,1,"The person is expressing their frustration and annoyance about not being able to leave work on time, which indicates they are seeking empathy.",0.7,-0.7,0,0,-1,-1,-1
"Yeah, right? It's like they don't understand that we actually have a life and things to do outside of work, right?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",1,1,The speaker is expressing frustration about their work situation and seems to be seeking validation or understanding from the listener.,0.5,-0.5,0,0,-1,-1,-1
"That sucks, honestly                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",1,2,"The utterance ""That sucks, honestly"" is a response to a situation or event, indicating the speaker's understanding and shared negative sentiment. This suggests the speaker is providing empathy.",0.5,-0.5,1,0,0,0,-1
"So I saw someone outside just buy ice cream, but they pulled out like one of those packets and put mayo on it. They were eating that like right outside, like vanilla ice cream and mayo.                                                                                                                                                                                                                                                                                                                                                                                                           ",1,0,The utterance is a straightforward observation about an event. There is no explicit seeking or providing of empathy.,-0.5,0,2,2,-1,-1,-1
I have no idea how they ended up like doing that like there's a point where sweet and sour is just no excuse you know                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,1,0,"The utterance is a straightforward comment about someone else's actions, without seeking or providing empathy.",-0.5,-0.5,2,0,-1,-1,-1
"So I'm really looking forward to having a trip overseas. I've been looking forward to this for a while and now that it's a month away I feel like it's already here, you know?                                                                                                                                                                                                                                                                                                                                                                                                                      ",1,1,"The speaker is expressing their feelings and anticipation about an upcoming trip, seeking understanding and acknowledgment of their excitement.",0.5,1,0,1,-1,-1,-1
"I'm going to take a trip to Pakistan. I'm going to see a very different culture from mine. And I won that in a contest, so I feel like I'm very blessed.                                                                                                                                                                                                                                                                                                                                                                                                                                            ",1,0,The speaker is sharing information about their upcoming trip and expressing positive feelings about it. They are not seeking or providing empathy.,0.5,1,0,1,-1,-1,-1
So I used to live near a place that had like a lot of rich people properties. Like people with jet skis and all-terrain vehicles and all of that stuff. And it made me feel like really sad that I could never afford that kind of stuff and people just like use them regularly it was kind of depressing                                                                                                                                                                                                                                                                                            ,1,1,"The speaker is expressing their feelings about a past situation, indicating a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
At some point I just made peace with it and just realized that some other people are having like better lives thanks to chance. But yeah it still bothered me sometimes.                                                                                                                                                                                                                                                                                                                                                                                                                              ,1,1,"The speaker is expressing their feelings about their situation and how it sometimes bothers them, indicating a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
"Yeah, we just have to keep on keeping on and I guess... do the best with what we have, right?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ",1,1,The speaker is expressing a sentiment that suggests they are going through a challenging situation and are trying to cope with it. They are seeking empathy by sharing their feelings and seeking validation for their approach.,0.5,-0.5,0,0,-1,-1,-1
So once I was in my house and there came a really really big spider out of the ceiling and I didn't want to kill it so I just thrust it to like for it to fall on my hand and then and just went to the window and threw it away.                                                                                                                                                                                                                                                                                                                                                                     ,1,1,"The person is sharing a personal experience that was likely emotionally intense for them, indicating a need to be heard and understood.",0.7,-0.5,0,0,-1,-1,-1
"I didn't know, actually, but I figured that if it continued to go down into the bottom of my hand, that it would be fine.                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",1,0,"The utterance is a straightforward statement about the speaker's own experience, without seeking or providing empathy.",-0.5,0,0,2,-1,-1,-1
"Yeah, but they're animals. They're not going to hurt me, I think. I mean, some of them have venom and stuff.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",1,1,"The speaker is expressing a concern about animals potentially hurting them, which indicates a need for understanding and reassurance.",0.5,-0.5,0,0,-1,-1,-1
So the other day I was really afraid because I think I saw someone die. There was someone that was going down the stairs at one of the stations and he fell and I thought he was going to be okay but he wasn't moving and there was blood and stuff. I didn't stay there but it was a very frightening experience.                                                                                                                                                                                                                                                                                   ,1,1,"The person is sharing a traumatic experience they had and is expressing their fear and shock, which indicates they are seeking empathy.",1,-1,0,0,-1,-1,-1
"Yeah, I'm fine now. A lot of people just congregated around and then like the police came and they like carted off the area and stuff. But oh man, that was really terrifying at the moment.                                                                                                                                                                                                                                                                                                                                                                                                        ",1,1,"The speaker is sharing a personal experience that was terrifying for them, indicating a need to be heard and understood.",0.7,-0.5,0,0,-1,-1,-1
"So I don't really trust those dating apps and stuff, so I recently had the help of a friend to set me up on a blind date and it really went well, I had a lot of fun and it shows that sometimes like going the traditional route is better than using all that fancy technology                                                                                                                                                                                                                                                                                                                    ",1,0,The speaker is sharing a personal experience and opinion about dating apps and blind dates. There is no explicit request for empathy or provision of empathy.,0.5,0.7,0,1,-1,-1,-1
oh we went to an amusement park and then we went to watch a movie and we ended up like with a really not that fancy dinner but it was like a really good dinner you know and we ended up talking for hours and it went it went really well. I'm really glad that I decided to go with that experience.                                                                                                                                                                                                                                                                                                ,1,0,The speaker is sharing a personal experience in a straightforward manner without seeking or providing empathy.,0.5,1,0,1,-1,-1,-1
"Yeah, I've had ones that haven't gone that well, but it's really refreshing to have a different experience in that field.                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",1,1,The speaker is talking about their own experiences and seems to be seeking understanding or acknowledgment of their feelings.,-0.5,0.5,0,1,-1,-1,-1
I have a presentation right now at work and I have been doing my best to like get everything right and everything and instead of being nervous I'm really looking forward to it because I know I will like completely ace it you know? Do a really really good job there.                                                                                                                                                                                                                                                                                                                             ,1,1,"The person is talking about their own feelings and experiences, seeking understanding and validation for their efforts and positive outlook towards their presentation.",0.7,0.8,0,1,-1,-1,-1
"Yeah, I'm usually on the same boat, but right now I feel like I have gotten everything ready and I've done my research and everything is like really solid. So, um, like, surprisingly, I'm really looking forward to it. And I hope that at the end I will be doing, like, even better. I'll be happy. So, yeah, that's, like you said, it's really weird, but it's really great.                                                                                                                                                                                                                  ",1,1,"The speaker is expressing their feelings and experiences, seeking understanding and acknowledgment.",0.5,0.8,0,1,-1,-1,-1
I forgot to take out the trash for like a few days and now it's kind of smelling really really bad it's like almost suffocating inside of my house and so I I take took it out like before the trash man comes so now I feel kind of bad because people will go and pass next to the collection site and they will smell it but I mean what can I do you know                                                                                                                                                                                                                                         ,1,1,"The person is talking about a situation they are in and expressing their feelings about it, indicating they are seeking empathy.",0.5,-0.5,0,0,-1,-1,-1
"It wasn't far, well I don't know. So far it hasn't been collected so I don't know it's it's like still smells bad because of course it's going to smell bad but but it's now outside and I guess that's better? I feel really bad about the people that pass through. So, well.                                                                                                                                                                                                                                                                                                                     ",1,1,The speaker is expressing their feelings about a situation and seems to be seeking understanding or validation for their feelings.,0.5,-0.5,0,0,-1,-1,-1
So I've been working on a different time zone than my family. I recently was very surprised when I sent a message and my little cousins just answered me immediately because it was like 4 a.m. in the morning. and they said that they were still like watching TV and doing stuff even though it was like a school night                                                                                                                                                                                                                                                                            ,1,1,"The speaker is sharing a personal experience that seems to have affected them emotionally, indicating a need to be heard and understood.",0.5,0.5,0,1,-1,-1,-1
"Yeah, I mean I was just like very surprised. It was like, you should be getting some sleep, right? I won't say I'm like better than that, but still it was kind of surprising to have like an immediate tex back, you know?                                                                                                                                                                                                                                                                                                                                                                         ",1,1,The speaker is expressing their surprise and indirectly seeking understanding or validation for their feelings about receiving an immediate text back.,0.5,0.5,1,1,-1,-1,-1
nice that is I didn't know that actually it's really interesting I've heard it was done with coke but I had to check that I'm going to set it up like overnight but yeah I may actually check that and see if I can do that.                                                                                                                                                                                                                                                                                                                                                                          ,1,0,The utterance is a straightforward exchange of information without seeking or providing empathy.,-0.5,0.5,0,1,-1,-1,-1
So one of our friends actually has been working on research as well and it's been like only a year that she's been working on that but she has managed to put out five papers like as first and goddamn and that is like really surprising to me because that is like really impressive right?                                                                                                                                                                                                                                                                                                        ,1,0,"The speaker is discussing a third person's achievements in a neutral manner, without seeking or providing empathy.",0.5,0.5,2,1,-1,-1,-1
"Something that really grossed me out recently is when I bought a coffee from Starbucks and suddenly I opened it and a fly flew out. So it apparently was inside of the coffee when they were doing the... they would they pour it out, pour it in and then close it and yeah that is that is pretty gross I think.                                                                                                                                                                                                                                                                                  ",1,1,The speaker is sharing a negative experience and might be seeking empathy or understanding from the listener.,0.5,-0.5,0,0,-1,-1,-1
I actually have no idea how it ended up going there but like I assume it might have gone inside after it was burned or something but the fact that it was inside of the cup is like really concerning you know                                                                                                                                                                                                                                                                                                                                                                                        ,1,1,"The speaker is expressing concern and confusion about a situation, indicating a need for understanding or empathy.",0.5,-0.5,0,0,-1,-1,-1
"Oh no, I just poured it out on the nearby plant and went to get something else because it was gross. I didn't want to risk it, you know?                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",1,1,"The speaker is sharing a personal experience and expressing their feelings about it, indicating a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
"Yeah, that is a good idea, I think. I haven't tried it because I don't want to make him upset, but yeah, I think at this point it's time for taking these kinds of measures and I don't think it's unreasonable, you know?                                                                                                                                                                                                                                                                                                                                                                          ",1,1,The speaker is expressing their concerns and seeking understanding or validation for their decision.,0.5,0,0,0,-1,-1,-1
"I felt a lot of fear once in my life when I was in a period where I didn't know if I was going to be able to afford rent. I was really stressed out, really nervous. I just didn't know. And living with that uncertainty that I was either going to be kicked out of the apartment or being able to stay there, it was terrifying. It really, really, really messed me up for a long time.                                                                                                                                                                                                         ",1,1,"The person is sharing a personal experience that was emotionally challenging, indicating a need to be heard and understood.",1,-1,0,0,-1,-1,-1
"Yeah, I feel like it was affecting every single part of my life. like I was always nervous I was always like I felt a step away from a breakdown you know it was completely overwhelming everything this nervousness this anxiety this fear it was really really rough to live through that and yeah I hope you never lived through that it's it's something that is really rough on anyone and I think now I'm glad that I'm no longer in that situation.                                                                                                                                          ",1,1,"The speaker is expressing their past experiences and emotions, indicating a need to be heard and understood.",1,-1,0,0,-1,-1,-1
"So, a recent thing that has made me feel... well, not that recent, but it made me feel very happy with myself, very content with myself, was when I was able to cook for over 20 people, like, on a really big get-together. I didn't know how to cook these dishes, but thanks to YouTube I was able to prepare something really nice. And I think it's really great that we have this technology now that we have access to all of this information, you know?                                                                                                                                    ",1,1,"The speaker is sharing a personal experience that made them feel happy and content, indicating a need to be heard and understood.",0.5,1,0,1,-1,-1,-1
"I mean, there were, sure, some batches that didn't make the cut. But other than that, yeah, it was really great. People had a really good time. Some people even complimented me on the cooking. but yeah it went really well that time that's why I think it's a very prominent memory you know.                                                                                                                                                                                                                                                                                                   ",1,0,The speaker is sharing a personal experience and there is no explicit need for empathy or provision of empathy.,-0.5,0.7,0,1,-1,-1,-1
No it was a celebration it was my niece's third third birthday so a lot of people chipped in for the same thing but yeah the person that was going to cook was no longer able to attend so we had to figure out how to do it.                                                                                                                                                                                                                                                                                                                                                                         ,1,1,"The speaker is sharing a personal experience and expressing a challenge they faced, which indicates they are seeking empathy.",0.5,0.5,0,1,-1,-1,-1
It was mostly me doing everything.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,1,1,"The speaker is expressing a situation where they felt they were doing everything, which could indicate a need to be heard and understood.",0.5,-0.5,0,0,-1,-1,-1
"So one of the things that has been... that surprised me recently is the fact that my brother was able to build a fence, like a chain link fence, to set it up all by himself without needing to call any specialists or anything. He just set it up all himself and I mean, he saved some money but it was pretty... Really surprising.                                                                                                                                                                                                                                                             ",1,0,"The speaker is sharing a fact about their brother's accomplishment, not seeking or providing empathy.",-0.5,0.5,2,1,-1,-1,-1
"So he usually never does manual labor. He only works on accounting and those kind of stuff. So I never took him as a handyman, but he was able to do it.                                                                                                                                                                                                                                                                                                                                                                                                                                            ",1,0,"The utterance is a straightforward, fact-oriented exchange about another person's abilities. It neither seeks nor provides empathy.",-1,1,2,1,-1,-1,-1
"I am really looking forward to seeing my nephew's first competitive football game. He's been working hard. He's like 12, but he's working very hard and I know that he's going to do well in that game.                                                                                                                                                                                                                                                                                                                                                                                             ",1,0,The speaker is expressing anticipation and pride for their nephew's upcoming football game. There is no explicit seeking or providing of empathy in this utterance.,0.5,1,2,1,-1,-1,-1
"He's been playing football for years now, but only in his school league, I think. but he's now going to go for the first time into like the National League                                                                                                                                                                                                                                                                                                                                                                                                                                         ",1,0,"The utterance is a straightforward, fact-oriented exchange about someone's football career. It neither seeks nor provides empathy.",-1,0,2,2,-1,-1,-1
"I think he does. He's going to... He has been doing great so far, but yeah, I think this is like the big test, you know? He's going to check his performance against like other kids that are right now in some manner like professional so I think he's I'm hoping he does really well you know                                                                                                                                                                                                                                                                                                    ",1,1,"The speaker is talking about a third person (possibly a child) and their upcoming test or challenge. They express hope and concern, indicating a need for understanding and emotional support.",0.5,0.5,2,1,-1,-1,-1
"So one of the things that frustrates me a lot, particularly about my family, is that they can never get along. They never like... even in things that are very minor, like choosing what to eat in a family gathering they can never choose a single thing they always have like very different ideas and it's really frustrating because sometimes I have to cook and I have to cook like seven different dishes so it's it's really really something that's frustrating about                                                                                                                     ",1,1,"The speaker is expressing frustration about a personal situation, indicating a need to be heard and understood.",0.7,-0.7,0,0,-1,-1,-1
"yeah, and I guess I shouldn't be this angry about it but like, after working, after having to do stuff all day you get home and everyone's supposed to come over and like socialize with each other and they're like, oh no, I don't want this, no, I don't want that It's... it kind of gets frustrating, you know?                                                                                                                                                                                                                                                                                ",1,1,The speaker is expressing their frustration and seeking understanding for their feelings.,0.7,-0.7,0,0,-1,-1,-1
"I think so. Yeah, I think that would, that could work. I... at this point I have tried a lot of things but I guess I have to be patient with them because everyone's different but yeah that's something I will be trying I guess.                                                                                                                                                                                                                                                                                                                                                                  ",1,1,"The speaker is expressing their thoughts and feelings about a challenging situation they are facing, indicating a need to be heard and understood.",0.5,0,0,2,-1,-1,-1
