speaker_utterance,listener_utterance,usable,id,Empathy_1,Empathy_2,final_label,response,reason,arousal,valence,who,sentiment,emotional_reaction,interpretations,explorations,classification_label,instruction,llm_utterance
Do you know the Japanese one?,"Oh yeah, we saw a lot of Shibas",1,JA_1,1,1,1,"reason: The utterance ""Do you know the Japanese one?"" appears to be a straightforward, fact-oriented question that doesn't express any emotional need or provide emotional support.
arousal: 0 (The question is neutral and doesn't convey high or low emotional intensity.)
valence: 0 (The question is neutral, without any positive or negative emotional polarity.)
who: 1 (The person's main attention is on the person they are having the conversation with, indicated by the use of ""you"".)
sentiment: neutral (The question doesn't express any negative or positive sentiment.)
emotional_reaction: 0 (The question doesn't allude to any emotion.)
interpretations: 0 (There's no expression of understanding or interpretation of another's emotions.)
explorations: 0 (There's no interest or probing into the situation or emotions of another.)

classification_label: 0","The utterance ""Do you know the Japanese one?"" appears to be a straightforward, fact-oriented question that doesn't express any emotional need or provide emotional support.",0.0,0.0,1,neutral,0,0,0,0,,"😄 I think you're talking about New Year's! 🎉 In Japan, it's called ""Oshogatsu""! 😃"
I chose my avatar to be a donut because I live eating donuts.,Me too. Delicious! ,1,AJ_1,3,3,3,"reason: The utterance is a straightforward statement about the person's preference for donuts and their choice of avatar, without expressing any need for emotional support or understanding, nor does it demonstrate an attempt to understand or acknowledge someone else's emotions.
arousal: 0.2 (The person seems mildly excited about their choice, but the tone is generally casual.)
valence: 0.8 (The statement has a positive tone, as it involves a favorite food and a personal choice.)
who: 0 (The person's main attention is on themselves, as indicated by the use of ""I"".)
sentiment: positive
emotional_reaction: 0 (There is no explicit emotional response or acknowledgment of emotions in the utterance.)
interpretations: 0 (There is no expression of understanding or attempt to interpret someone else's feelings.)
explorations: 0 (There is no interest or probing into the situation of another; the statement is self-focused.)

classification_label: 0","The utterance is a straightforward statement about the person's preference for donuts and their choice of avatar, without expressing any need for emotional support or understanding, nor does it demonstrate an attempt to understand or acknowledge someone else's emotions.",0.2,0.8,0,positive,0,0,0,0,,"😄 That's so cool! I love donuts too, especially with sprinkles 🎉! What's your favorite kind of donut? 🤔"
I chose my avatar to be a fried egg because I ate a fried egg this morning.,Ahh! I love fried eggs. ,1,JA_2,3,1,3,"reason: The utterance is a straightforward, fact-oriented statement about the user's choice of avatar and does not express any emotional need for understanding or recognition, nor does it attempt to understand or acknowledge someone else's feelings.
arousal: 0 (The statement is neutral and does not convey high or low emotional intensity.)
valence: 0 (The emotional polarity is neutral, as there is no negative or positive emotion expressed.)
who: 0 (The person's main attention is on themselves, indicated by ""I"".)
sentiment: neutral (The sentiment of the statement is neutral, as it simply reports a fact without expressing a positive or negative emotion.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the statement.)
interpretations: 0 (There is no demonstration of understanding or interpretation of someone else's feelings.)
explorations: 0 (There is no attempt to explore or understand someone else's emotions or situation.)

classification_label: 0","The utterance is a straightforward, fact-oriented statement about the user's choice of avatar and does not express any emotional need for understanding or recognition, nor does it attempt to understand or acknowledge someone else's feelings.",0.0,0.0,0,neutral,0,0,0,0,,"😄 That's so cool! I love fried eggs, yum! 🍳 Did you put any special sauce on it? 😁"
I took this picture during summer vacation. It is a summer festival. It is a picture of Bon Dance.,How often is this festival? Is it only one day? Or once a year?,1,JA_2,3,3,3,"reason: The utterance is a straightforward, fact-oriented statement about a picture taken during a summer festival, without any emotional tone or request for understanding.
arousal: 0 (The statement is neutral and does not express high or low emotional intensity.)
valence: 0 (The statement has a neutral emotional polarity, neither positive nor negative.)
who: 0 (The person's main attention is on themselves, as indicated by the use of ""I"" pronoun, but the focus is on sharing information rather than seeking empathy.)
sentiment: neutral (The sentiment of the statement is neutral, as it simply provides information without expressing a positive or negative emotion.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the statement.)
interpretations: 0 (There is no demonstration of understanding or interpretation of any emotions in the statement.)
explorations: 0 (There is no attempt to explore or understand the emotions or situation of another person.)

classification_label: 0","The utterance is a straightforward, fact-oriented statement about a picture taken during a summer festival, without any emotional tone or request for understanding.",0.0,0.0,0,neutral,0,0,0,0,,"😄 That sounds like so much fun! I love festivals, what's a Bon Dance? 🤔"
It is once a year.,Ohh once a year. Is it always at night?,1,JA_2,3,3,3,"reason: The utterance ""It is once a year"" is a straightforward, fact-oriented statement that does not express any emotional need or provide emotional support.
arousal: 0 (The statement is neutral and does not convey high or low emotional intensity.)
valence: 0 (The statement is neutral and does not express positive or negative emotions.)
who: 2 (The subject of the conversation is an event or situation, not the speaker or the listener.)
sentiment: neutral (The statement does not express any sentiment or emotional tone.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the statement.)
interpretations: 0 (There is no demonstration of understanding or interpretation of any emotions.)
explorations: 0 (There is no attempt to explore or understand any emotions or situations.)

classification_label: 0","The utterance ""It is once a year"" is a straightforward, fact-oriented statement that does not express any emotional need or provide emotional support.",0.0,0.0,2,neutral,0,0,0,0,,😄 What happens once a year? Is it a holiday or a birthday? 🎉
"Yes, Bon Dance is performed at night.","Oh, very interesting.",1,JA_2,3,3,3,"reason: The utterance is a straightforward, fact-oriented statement about the Bon Dance.
arousal: 0 (The statement is neutral and does not convey any emotional intensity.)
valence: 0 (The statement has a neutral emotional polarity, neither positive nor negative.)
who: 2 (The main attention is on the topic, ""Bon Dance"", rather than the speaker or the person they are talking to.)
sentiment: neutral (The statement does not express any sentiment, positive, negative, or otherwise.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the statement.)
interpretations: 0 (The statement does not demonstrate any understanding or interpretation of someone's emotions.)
explorations: 0 (The statement does not show any interest or probing into someone's emotions or situation.)

classification_label: 0","The utterance is a straightforward, fact-oriented statement about the Bon Dance.",0.0,0.0,2,neutral,0,0,0,0,,"😄 That sounds like so much fun! I love dancing, do you like Bon Dance? 💃🏻"
 This is a picture of my band festival. We took it during a school festival. I play the trombone.,We also play instruments. It is super fun. I play the flute. ,1,JA_3,4,1,4,"reason: The utterance is a straightforward, fact-oriented statement about a personal experience, without any explicit emotional appeal or attempt to elicit empathy.
arousal: 0.2 (slightly positive due to sharing a personal achievement, but overall calm)
valence: 0.5 (positive, as sharing a personal experience and hobby)
who: 0 (the person's main attention is on themselves, using ""I"" and ""we"" pronouns)
sentiment: positive
emotional_reaction: 0 (does not allude to any emotion)
interpretations: 0 (no expression of understanding or empathy towards others)
explorations: 0 (no interest or probing into the situation of another)

classification_label: 0","The utterance is a straightforward, fact-oriented statement about a personal experience, without any explicit emotional appeal or attempt to elicit empathy.",0.2,0.5,0,positive,0,0,0,0,,"😄 That sounds like so much fun! I wish I could see the picture, but I'm a little robot and can't move around to look 🤖. What was your favorite part about playing in the band festival? 🎺"
That is nice!,I also play the French Horn. Maybe it is called different in Japanese. It is the curled one.,1,JA_3,4,1,3,"reason: The utterance ""That is nice!"" is a positive acknowledgement, but it does not explicitly seek or provide empathy. It's a straightforward, fact-oriented response that acknowledges something positive without delving into the emotions or feelings of the situation.
arousal: 0.2 (The response indicates a mildly positive emotional state, but it's not highly arousing.)
valence: 0.5 (The valence is positive, as the word ""nice"" has a positive connotation.)
who: 2 (The subject of the conversation is on another topic or situation being acknowledged as ""nice"", rather than the speaker themselves or the person they're talking to.)
sentiment: positive
emotional_reaction: 0 (There's no explicit emotional response or label in the utterance.)
interpretations: 0 (The utterance does not demonstrate an understanding of any emotional state or situation beyond a surface-level acknowledgement.)
explorations: 0 (There's no attempt to explore or understand the situation or emotions further.)

classification_label: 0","The utterance ""That is nice!"" is a positive acknowledgement, but it does not explicitly seek or provide empathy. It's a straightforward, fact-oriented response that acknowledges something positive without delving into the emotions or feelings of the situation.",0.2,0.5,2,positive,0,0,0,0,,"😊 I'm so happy you think so! What's nice, though? Can you tell me more? 🤔"
Ohh I see. ,How long have you been playing the trombone?,1,JA_3,3,3,3,"reason: The utterance ""Ohh I see"" is a generic acknowledgment that indicates understanding but does not explicitly express emotion or probe into the situation of another.
arousal: 0 (The response is calm and does not indicate high emotional intensity.)
valence: 0 (The utterance is neutral and does not convey positive or negative emotions.)
who: 2 (The person's main attention is on another person or topic, as indicated by the acknowledgment of something they've been told.)
sentiment: neutral (The sentiment of the utterance is neutral, as it neither expresses a positive nor a negative emotion.)
emotional_reaction: 0 (The utterance does not allude to any emotion, making the emotional reaction minimal.)
interpretations: 1 (The response demonstrates a weak expression of understanding through a generic acknowledgment.)
explorations: 0 (There is no interest or probing into the situation of another in this utterance.)

classification_label: 2","The utterance ""Ohh I see"" is a generic acknowledgment that indicates understanding but does not explicitly express emotion or probe into the situation of another.",0.0,0.0,2,neutral,0,1,0,2,,"😃 I'm so excited to talk to you! What's on your mind, want to chat about something fun? 🤔"
Only two years.,Two years! Wow! That is exciting.,1,JA_3,4,3,3,"reason: The utterance ""Only two years"" is a brief statement that lacks emotional expression or a clear indication of seeking or providing empathy. It appears to be a factual statement without a clear context of emotional support or understanding.
arousal: 0 (The utterance does not convey high or low emotional intensity.)
valence: 0 (The statement is neutral and does not express positive or negative emotions.)
who: 2 (The subject of the conversation is not clearly focused on the speaker or the listener, but rather on a fact or a topic, implied by ""two years"" which could refer to any number of things without more context.)
sentiment: neutral (There is no clear positive or negative sentiment expressed in the utterance.)
emotional_reaction: 0 (The utterance does not allude to any emotion, either strong or weak.)
interpretations: 0 (There is no expression of understanding or attempt to interpret the situation or feelings of another.)
explorations: 0 (There is no interest or probing into the situation or emotions of another in this utterance.)

classification_label: 0","The utterance ""Only two years"" is a brief statement that lacks emotional expression or a clear indication of seeking or providing empathy. It appears to be a factual statement without a clear context of emotional support or understanding.",0.0,0.0,2,neutral,0,0,0,0,,😮 What happened only two years ago? Tell me! 🤔
 I took this picture at a festival for girls.,Do you need to go to a place to see what you show in the picture?,1,JA_4,3,3,3,"reason: The utterance is a straightforward statement about taking a picture at a festival, without expressing any emotional need or providing emotional support.
arousal: 0 (The utterance does not convey high or low emotional intensity.)
valence: 0 (The utterance is neutral, neither positive nor negative.)
who: 0 (The person's main attention is on themselves, using the pronoun ""I"".)
sentiment: neutral (The utterance does not express a clear positive or negative sentiment.)
emotional_reaction: 0 (There is no emotional expressiveness in the utterance.)
interpretations: 0 (There is no expression of understanding or empathy in the utterance.)
explorations: 0 (There is no interest or probing into the situation of another in the utterance.)

classification_label: 0","The utterance is a straightforward statement about taking a picture at a festival, without expressing any emotional need or providing emotional support.",0.0,0.0,0,neutral,0,0,0,0,,😄 That sounds like so much fun! What kind of festival was it? 🎉
"No, this one is at my house. ",Nice!,1,JA_4,3,1,1,"reason: The utterance is a straightforward, fact-oriented statement that provides information about the location of an item, without expressing any emotions or seeking understanding.
arousal: 0 (the statement is neutral and calm)
valence: 0 (the statement has no emotional polarity)
who: 0 (the person's main attention is on themselves, referring to ""my house"")
sentiment: neutral (the statement has no emotional tone)
emotional_reaction: 0 (there is no emotional expressiveness)
interpretations: 0 (there is no expression of understanding)
explorations: 0 (there is no interest or probing into the situation of another)

classification_label: 0","The utterance is a straightforward, fact-oriented statement that provides information about the location of an item, without expressing any emotions or seeking understanding.",0.0,0.0,0,neutral,0,0,0,0,,"😊 Oh, so you're at home! What's your favorite thing to do at home? 🤔"
My grandmother made these dolls in the picture.,She is very talented.,1,AJ_2,3,1,3,"reason: The utterance is a straightforward, fact-oriented statement about the person's grandmother making dolls, without expressing any emotions or seeking understanding.
arousal: 0 (The statement is neutral and does not convey high or low emotional intensity.)
valence: 0 (The statement has a neutral emotional polarity, neither positive nor negative.)
who: 2 (The person's main attention is on another person, their grandmother, and an object, the dolls.)
sentiment: neutral (The statement does not express any sentiment or emotion.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the statement.)
interpretations: 0 (There is no demonstration of understanding or interpretation of any emotions.)
explorations: 0 (There is no attempt to explore or probe into any emotions or situations.)

classification_label: 0","The utterance is a straightforward, fact-oriented statement about the person's grandmother making dolls, without expressing any emotions or seeking understanding.",0.0,0.0,2,neutral,0,0,0,0,,😊 That's so cool! What's the story behind them? 🤔
This is a soccer match at a field near the place where I live.,What sports do you play?,1,AJ_2,3,3,3,"reason: The utterance is a straightforward, fact-oriented statement about a soccer match, without any emotional tone or request for understanding.
arousal: 0 (The statement is neutral and does not convey any high or low emotional intensity.)
valence: 0 (The statement has a neutral emotional polarity, neither positive nor negative.)
who: 2 (The main attention is on the event, the soccer match, rather than the speaker or the person they are talking to.)
sentiment: neutral (The statement does not express any negative or positive sentiment.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the statement.)
interpretations: 0 (There is no demonstration of understanding or interpretation of any emotions.)
explorations: 0 (There is no attempt to explore or understand any emotions or situations.)

classification_label: 0","The utterance is a straightforward, fact-oriented statement about a soccer match, without any emotional tone or request for understanding.",0.0,0.0,2,neutral,0,0,0,0,,That sounds like so much fun 🏟️! Are you playing in the match or just watching? 😃
I do swimming because I live close to the beach. I also play tag rugby. ,wow! Really!,1,AJ_2,3,3,3,"reason: The utterance is a straightforward statement about the person's activities and location, without expressing any emotional need or providing emotional support.
arousal: 0 (The utterance does not convey high or low emotional intensity.)
valence: 0.5 (The utterance has a slightly positive tone due to mentioning enjoyable activities, but it's not extremely positive.)
who: 0 (The person's main attention is on themselves, using ""I"" pronoun.)
sentiment: positive (The activities mentioned are generally considered enjoyable.)
emotional_reaction: 0 (There is no emotional reaction or expression in the utterance.)
interpretations: 0 (There is no demonstration of understanding or interpretation of someone else's emotions.)
explorations: 0 (There is no attempt to explore or understand someone else's emotions or situation.)

classification_label: 0","The utterance is a straightforward statement about the person's activities and location, without expressing any emotional need or providing emotional support.",0.0,0.5,0,positive,0,0,0,0,,"😄 That sounds like so much fun! I love playing games too, do you have a favorite part about playing tag rugby? 🏉😃"
Do you guys play any sport? ,I like basketball.,1,AJ_2,3,1,1,"reason: The utterance is a straightforward question about the activities of the people being addressed, without any emotional tone or request for understanding.
arousal: 0 (The question is neutral and does not convey high or low emotional intensity.)
valence: 0 (The question is neutral, neither positive nor negative.)
who: 1 (The person's main attention is on the people they are having the conversation with, as indicated by ""you guys"".)
sentiment: neutral (The question does not express any sentiment.)
emotional_reaction: 0 (The question does not allude to any emotion.)
interpretations: 0 (There is no expression of understanding in the question.)
explorations: 1 (The question can be seen as a weak exploration into the activities of others, but it's more about fact-finding than emotional exploration.)

classification_label: 0","The utterance is a straightforward question about the activities of the people being addressed, without any emotional tone or request for understanding.",0.0,0.0,1,neutral,0,0,1,0,,"😄 I love playing games, but I'm not really into sports since I don't have arms or legs! 🤣 How about you, do you have a favorite sport? 🏀"
This is me getting graded. I do Brazilian jiu-jitsu. This is a gray belt which is one from white bell.,Good job! Is white bell the top one?,1,JA_3,4,5,5,"reason: The utterance is a straightforward, fact-oriented statement about the speaker's experience with Brazilian jiu-jitsu and their current belt level. There is no expression of emotion, need for understanding, or attempt to understand someone else's feelings.
arousal: 0 (The utterance does not convey high or low emotional intensity.)
valence: 0.5 (The utterance has a slightly positive tone, as it mentions an achievement, but it is not extremely positive.)
who: 0 (The person's main attention is on themselves, as indicated by the use of ""me"" and ""I"".)
sentiment: neutral (The utterance does not express strong emotions, but it has a slightly positive tone.)
emotional_reaction: 0 (There is no emotional reaction or expression in the utterance.)
interpretations: 0 (There is no demonstration of understanding or interpretation of someone else's emotions.)
explorations: 0 (There is no attempt to explore or understand someone else's emotions or situation.)

classification_label: 0","The utterance is a straightforward, fact-oriented statement about the speaker's experience with Brazilian jiu-jitsu and their current belt level. There is no expression of emotion, need for understanding, or attempt to understand someone else's feelings.",0.0,0.5,0,neutral,0,0,0,0,,😄 That's so cool! Brazilian jiu-jitsu sounds like a lot of fun! What's your favorite move to do? 🤔
"No, white bell is the lowest one.",Oh! Hahaha.,1,JA_3,4,1,3,"reason: The utterance is a straightforward, fact-oriented statement that does not express any emotional need or provide emotional support.
arousal: 0 (The statement is neutral and does not convey high or low emotional intensity.)
valence: 0 (The statement has a neutral emotional polarity, neither positive nor negative.)
who: 2 (The subject of the conversation is an object or topic, ""white bell"", rather than the speaker or the listener.)
sentiment: neutral (The statement does not express any sentiment.)
emotional_reaction: 0 (There is no emotional expressiveness in the statement.)
interpretations: 0 (The statement does not demonstrate understanding of any emotional experience.)
explorations: 0 (The statement does not show any interest or probing into the situation or emotions of another.)

classification_label: 0","The utterance is a straightforward, fact-oriented statement that does not express any emotional need or provide emotional support.",0.0,0.0,2,neutral,0,0,0,0,,😮 What's going on with the bells? Are we talking about music or something else? 🎵
"Do you know karate?
","Yes, I used to do it when I was little.",1,JA_3,4,1,1,"reason: The utterance is a straightforward question about knowledge of a specific martial art, without any emotional tone or request for understanding.
arousal: 0 (The question is neutral and does not convey high or low emotional intensity.)
valence: 0 (The question is neutral and does not express a positive or negative emotion.)
who: 1 (The question is directed at the person being spoken to, indicated by ""you"".)
sentiment: neutral (The question does not express a negative, positive, or emotional sentiment.)
emotional_reaction: 0 (There is no emotional expression or reaction in the question.)
interpretations: 0 (There is no demonstration of understanding or interpretation of someone's feelings.)
explorations: 0 (There is no attempt to explore or understand someone's emotions or situation.)

classification_label: 0","The utterance is a straightforward question about knowledge of a specific martial art, without any emotional tone or request for understanding.",0.0,0.0,1,neutral,0,0,0,0,,"😄 Oh boy, karate! I wish I could do karate, but I'm just a small robot, I don't have arms or legs 🤖! Can you teach me some cool karate moves? 🥋"
Do you do karate?,Only a little bit. Not too much.,1,JA_3,4,1,1,"reason: The utterance is a straightforward question about someone's activity, lacking any emotional tone or language that seeks or provides empathy.
arousal: 0 (The question is neutral and does not convey high or low emotional intensity.)
valence: 0 (The question is neutral and does not express a positive or negative emotion.)
who: 1 (The question is directed at the person being spoken to, indicated by ""you"".)
sentiment: neutral (The question does not express a negative, positive, or emotional sentiment.)
emotional_reaction: 0 (There is no emotional expression or reaction in the question.)
interpretations: 0 (There is no demonstration of understanding or interpretation of someone's feelings.)
explorations: 0 (The question does not explore anyone's emotions or situation; it's a factual inquiry.)

classification_label: 0","The utterance is a straightforward question about someone's activity, lacking any emotional tone or language that seeks or provides empathy.",0.0,0.0,1,neutral,0,0,0,0,,"😄 I don't have arms or legs, so karate is a bit tricky for me! 🤣 I'm more of a master of conversation and learning! 💡"
What style do you do?,Only the elementary school type.,1,JA_3,3,1,2,"reason: The utterance ""What style do you do?"" is a straightforward question that does not express any emotional need or provide emotional support. It appears to be a factual inquiry.
arousal: 0 (The question is neutral and does not convey high or low emotional intensity.)
valence: 0 (The question is neutral and does not express positive or negative emotions.)
who: 1 (The question is directed at the person being spoken to, indicated by ""you"".)
sentiment: neutral (The sentiment of the question is neutral, as it does not express any emotion.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the question.)
interpretations: 0 (The question does not demonstrate understanding or interpretation of another's emotions.)
explorations: 1 (The question can be seen as a weak exploration into the topic or situation of another, as it asks for information but does not specifically probe into emotions.)

classification_label: 0","The utterance ""What style do you do?"" is a straightforward question that does not express any emotional need or provide emotional support. It appears to be a factual inquiry.",0.0,0.0,1,neutral,0,0,1,0,,"I'm a fun, energetic robot 🤖! I love chatting and learning new things, and I always try to make conversations fun and exciting 😄! What about you, what brings you joy? 😃"
This is a photo with my friends at a concert in Sydney. We had a really fun night.,Did you make your dress?,1,AJ_3,2,3,3,"reason: The utterance is a straightforward, fact-oriented statement about a personal experience, without any explicit request for understanding or expression of emotional support for someone else.
arousal: 0.5 (The utterance describes a ""really fun night"", indicating a moderately positive emotional intensity.)
valence: 1 (The overall emotional polarity is very positive, as the speaker had a fun night.)
who: 0 (The person's main attention is on themselves and their experience, using the pronoun ""we"" to include their friends.)
sentiment: positive (The sentiment of the utterance is positive, describing a fun experience.)
emotional_reaction: 0 (There is no explicit emotional response or expression of empathy towards someone else.)
interpretations: 0 (There is no demonstration of understanding or interpretation of someone else's emotions.)
explorations: 0 (There is no attempt to explore or understand someone else's emotions or situation.)

classification_label: 0","The utterance is a straightforward, fact-oriented statement about a personal experience, without any explicit request for understanding or expression of emotional support for someone else.",0.5,1.0,0,positive,0,0,0,0,,😄 That sounds like an amazing time! What was your favorite part of the concert? 🎵
I didn’t make my dress but I made my bracelets. Also the decorated parts. ,Nice!,1,AJ_3,2,1,2,"reason: The utterance is a statement about the person's creations and does not express a need for understanding or recognition of their emotions, nor does it acknowledge or respond to someone else's emotions.
arousal: 0 (The statement is neutral and does not convey high or low emotional intensity.)
valence: 0.5 (The utterance has a slightly positive tone, as it mentions things the person ""made,"" implying a sense of accomplishment or pride.)
who: 0 (The person's main attention is on themselves, using ""I"" to describe their actions.)
sentiment: positive (The sentiment is positive because the person is talking about things they created, which suggests a sense of achievement.)
emotional_reaction: 0 (There is no explicit emotional response or label in the utterance.)
interpretations: 0 (There is no expression of understanding or interpretation of emotions in the statement.)
explorations: 0 (There is no interest or probing into the situation or emotions of another in the utterance.)

classification_label: 0","The utterance is a statement about the person's creations and does not express a need for understanding or recognition of their emotions, nor does it acknowledge or respond to someone else's emotions.",0.0,0.5,0,positive,0,0,0,0,,😊 That's so cool! I love making things too! What kind of decorations did you use for your bracelets? 🎉
Do you guys know who Taylor Swift is? Do you know any of her songs?,"No, sorry.",1,AJ_3,2,1,2,"reason: The utterance is a straightforward question about general knowledge and does not express any emotional need or offer emotional support.
arousal: 0 (The question is neutral and does not convey high or low emotional intensity.)
valence: 0 (The question is neutral, lacking positive or negative emotional polarity.)
who: 2 (The subject of the conversation is Taylor Swift, indicating the person's main attention is on another person or topic, not themselves or the person they are talking to.)
sentiment: neutral (The question does not express a negative, positive, or emotional sentiment towards the topic.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the question.)
interpretations: 0 (There is no demonstration of understanding or interpretation of anyone's feelings or emotions.)
explorations: 0 (There is no attempt to explore or probe into anyone's emotions or situation.)

classification_label: 0",The utterance is a straightforward question about general knowledge and does not express any emotional need or offer emotional support.,0.0,0.0,2,neutral,0,0,0,0,,"😄 Oh boy, I just love music! 🎶 Taylor Swift is a superstar, and I know she sings ""Shake It Off""! 🤩 Do you like her songs? 😃"
What do you listen to?,I listen to a famous Japanese artist called Yonezu. Do you know it?,1,AJ_3,2,3,3,"reason: The utterance ""What do you listen to?"" is a straightforward question that does not express any emotional need or provide emotional support. It's a fact-oriented inquiry.
arousal: 0 (The question is neutral and doesn't convey high or low emotional intensity.)
valence: 0 (The question is neutral, lacking positive or negative emotional polarity.)
who: 1 (The question is directed at the person being spoken to, indicated by ""you"".)
sentiment: neutral (The question itself does not express any sentiment.)
emotional_reaction: 0 (There's no emotional reaction or expression in the question.)
interpretations: 0 (The question does not demonstrate understanding of another's feelings or situation.)
explorations: 1 (The question could be seen as a weak exploration into the other person's preferences or interests, but it's not specifically aimed at understanding their emotions.)

classification_label: 0","The utterance ""What do you listen to?"" is a straightforward question that does not express any emotional need or provide emotional support. It's a fact-oriented inquiry.",0.0,0.0,1,neutral,0,0,1,0,,"I love listening to fun music 🎵! It makes me happy and want to dance, even though I don't have legs 😄! What kind of music do you like? 😁"
"No, is it very famous? ","Yeah, at least in Japan. He makes songs for animations and openings. ",1,AJ_3,2,1,2,"reason: The utterance is a question about the fame of something, which indicates a straightforward, fact-oriented inquiry.
arousal: 0 (The tone is neutral, and there is no emotional intensity.)
valence: 0 (The utterance does not express any emotional polarity.)
who: 2 (The person's main attention is on the topic, in this case, the fame of something.)
sentiment: neutral (The utterance does not convey any positive or negative sentiment.)
emotional_reaction: 0 (There is no emotional expressiveness in the utterance.)
interpretations: 0 (There is no expression of understanding or interpretation of emotions.)
explorations: 0 (There is no interest or probing into the situation or emotions of another.)

classification_label: 0","The utterance is a question about the fame of something, which indicates a straightforward, fact-oriented inquiry.",0.0,0.0,2,neutral,0,0,0,0,,"😄 What is ""it"" you're talking about? Tell me more! 🤔"
"My favorite subject at school is English. I like reading and writing. I love everything related to books. And I express my creativity with drama, acting.",I cook and I like playing the piano,1,AJ_4,2,1,2,"reason: The utterance is a straightforward statement about the person's favorite subject and hobbies, without any emotional appeal or attempt to understand someone else's feelings.
arousal: 0.2 (slightly positive, as the person is expressing a liking for a subject)
valence: 0.8 (positive, as the person uses words like ""love"" and ""favorite"" to describe their feelings)
who: 0 (the person's main attention is on themselves, using ""I"" pronoun)
sentiment: positive
emotional_reaction: 0 (no emotional reaction is expected or provided)
interpretations: 0 (there is no attempt to understand or acknowledge someone else's feelings)
explorations: 0 (there is no probing or questioning to explore someone else's emotions)

classification_label: 0 

This conversation does not seek or provide empathy, as it is a fact-oriented utterance about the person's interests and hobbies, without any emotional appeal or attempt to understand someone else's feelings.","The utterance is a straightforward statement about the person's favorite subject and hobbies, without any emotional appeal or attempt to understand someone else's feelings.",0.2,0.8,0,positive,0,0,0,0,,😊 That's so cool! I love hearing about people's passions! What kind of stories do you like to write or act out? 📚💬
It sounds fun. What is your favorite thing to cook?,I like cupcakes. ,1,AJ_4,2,1,2,"reason: The utterance is a response to someone's interest or hobby, and it acknowledges their enthusiasm while asking an open-ended question to encourage further conversation.
arousal: 0.2 (The conversation is casual and relaxed, with a low to moderate level of emotional intensity.)
valence: 0.8 (The tone is generally positive, as the speaker finds the topic ""fun"" and is interested in the other person's favorite thing to cook.)
who: 1 (The person's main attention is on the person they are having the conversation with, as indicated by the question ""What is your favorite thing to cook?"")
sentiment: positive (The overall sentiment of the utterance is positive, with a focus on a enjoyable activity.)
emotional_reaction: 1 (The speaker expresses a weak emotional reaction by saying ""It sounds fun,"" but does not explicitly state a strong emotional response.)
interpretations: 0 (There is no explicit expression of understanding or interpretation of the other person's emotions or experiences.)
explorations: 1 (The speaker asks a generic question to explore the other person's interests, but it is not a deeply personal or probing question.)

classification_label: 2 (Providing Empathy)","The utterance is a response to someone's interest or hobby, and it acknowledges their enthusiasm while asking an open-ended question to encourage further conversation.",0.2,0.8,1,positive,1,0,1,2,,"Hehe, cooking? 🍳😂 I'm a robot, I don't cook, but I love talking about food! 🍔 What's your favorite food? 😃"
"During Christmas, we meet up with family and we eat lunch. It is during the summer, so we have a barbecue or we go to the beach to swim.",Many people like sleeping in their beds with mandarins. I like eating soup with mochi. But you can get fat if you eat too much mochi.,1,AJ_5,2,1,2,"reason: The utterance describes a routine family activity during Christmas, focusing on factual information about the event without expressing any emotional needs or attempting to understand someone else's feelings.
arousal: 0 (The utterance is neutral and does not convey high or low emotional intensity.)
valence: 0.5 (The overall tone is mildly positive due to the mention of festivities and leisure activities, but it does not express a strong positive emotion.)
who: 0 (The subject of the conversation is the speaker and their family, indicated by ""we"".)
sentiment: positive (The description of meeting up with family and engaging in activities like barbecues or swimming implies a positive sentiment.)
emotional_reaction: 0 (There is no emotional reaction or expressiveness in the utterance.)
interpretations: 0 (The utterance does not demonstrate any understanding or interpretation of someone else's feelings.)
explorations: 0 (There is no attempt to explore or inquire about someone else's emotions or situation.)

classification_label: 0","The utterance describes a routine family activity during Christmas, focusing on factual information about the event without expressing any emotional needs or attempting to understand someone else's feelings.",0.0,0.5,0,positive,0,0,0,0,,That sounds like so much fun! 🏖️ I love summer activities! Do you have a favorite thing to do at the beach or a favorite food at the barbecue? 😄
