text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label,reason
"Well, yeah, I actually am very glad that I have them. I don't know why your group of friends would be like that or how would they act?",0,0,0.38575,-0.0405,positive,this is a dummy text,0,0,2,1,"The utterance expresses a positive sentiment about the speaker's own friends but shows curiosity about the other person's friends, indicating a desire to understand their situation. The exploration score is high, suggesting the speaker is probing into the other person's feelings. However, there is no emotional reaction or interpretation of the other person's feelings, which limits the empathy provided."
"Well, that is certainly something. Well, I'm sure they love you underneath the hard exterior.",0,0,0.2072,-0.1352,positive,this is a dummy text,1,0,0,2,"The utterance expresses a positive sentiment and attempts to provide reassurance, indicating an understanding of the other person's feelings. However, it lacks strong emotional reactions, interpretations, or explorations, which limits its empathetic depth. The focus is more on providing a comforting statement rather than deeply engaging with the other person's emotions."
"I think one of the happiest moments of my entire life was when I graduated college. I had a really difficult test as a final test and it wasn't even exactly from my major. So I had to study a lot of stuff I didn't study during the major. So when I got the results back and it was like, oh yeah, you passed. I was overjoyed with emotion.",1,1,0.275909090909091,-0.0157272727272727,positive,this is a dummy text,0,2,0,0,"The utterance primarily focuses on the speaker's own experience of happiness related to their graduation, sharing a personal story without seeking or providing empathy towards another person. The emotional reaction is weak, and there is no exploration into another's feelings or situation. The interpretation score indicates a strong understanding of their own emotions but does not reflect an understanding of someone else's feelings."
yeah like it's it feels really great to to like have accomplished something i don't know if you have had an experience like that,0,0,0.59475,-0.04375,positive,this is a dummy text,0,0,0,0,"The utterance expresses a positive sentiment about personal accomplishment but does not seek or provide empathy. It does not show emotional expressiveness, understanding, or exploration of the other person's feelings. The focus is primarily on the speaker's own experience rather than engaging with the listener's emotions."
"Yeah, you feel like ah I did it yeah, let's go!",0,1,0.354,-0.0693333333333333,positive,this is a dummy text,0,0,0,0,"The utterance expresses a positive sentiment and seems to acknowledge a shared experience or excitement, but it does not explicitly seek or provide empathy. The emotional features indicate low arousal and no emotional reactions, interpretations, or explorations, suggesting a straightforward expression rather than an empathetic one."
I'm here at the arcades because I finally got the highest score ever in my case. I mean the highest rank. Now I'm ranked Diamond at Street Fighter. So I feel unstoppable. so I came here to this arcade to play with as many people as possible.,1,1,0.319647058823529,0.05,positive,this is a dummy text,0,0,0,0,The utterance expresses a personal achievement and positive emotions but does not seek or provide empathy towards others. It is focused on the speaker's own experience and feelings of success without engaging with the emotions of others.
Thanks. for each person it's different what makes them happy. In my case it's just about this game. That's why I'm here to play and try to defeat as many players as possible.,0,0,0.295833333333333,0.0445,positive,this is a dummy text,0,0,0,0,"The utterance expresses a personal perspective on happiness related to a game but does not seek or provide empathy. It is more focused on the speaker's own experience rather than engaging with the feelings of another person. The observed empathy feature values indicate a lack of emotional expressiveness, understanding, or exploration of another's emotions."
"My daughter is going for surgery. Even though it's something not serious, it's just a tongue surgery. I'm concerned. What if something happens to her?",1,1,-0.062,0.179333333333333,negative,this is a dummy text,0,2,2,1,"The utterance expresses concern about the daughter's surgery, indicating a need for understanding and acknowledgment of the speaker's feelings. The high values for interpretations and explorations suggest that the speaker is seeking empathy by sharing their worries and inviting a deeper exploration of their emotions."
Yeah what if she's in pain or something is just not going well but she cannot express that she's very small so yes I don't know if the doctors know how to treat a girl of her age,0,1,0.1695,-0.08925,negative,this is a dummy text,0,0,0,0,"The utterance expresses concern about another person's potential pain and the challenges they may face in expressing their feelings, indicating a desire to understand and acknowledge the situation. However, it does not explicitly seek empathy or provide it, as there are no emotional reactions, interpretations, or explorations present. The focus is more on the situation rather than on emotional engagement."
I feel the same but I feel like I should even go home like I don't feel well,0,1,0.488,-0.0791428571428572,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal feeling of discomfort and a desire to go home, indicating a need for understanding and acknowledgment of their negative emotions. The high interpretation score suggests that the speaker is conveying a strong understanding of their own feelings, but there is no exploration into the feelings of others, which leans towards seeking empathy rather than providing it."
I love my family because we don't have any secrets. I can share anything with them and they accept me just the way I am.,1,1,0.488,-0.165,positive,this is a dummy text,0,2,0,0,"The utterance expresses a positive sentiment about the speaker's family and their acceptance, indicating a strong understanding of the emotional bond and openness within the family. However, it does not seek empathy from others nor provide empathy to someone else; it is more of a statement about the speaker's feelings and experiences. The high interpretation score suggests a strong understanding of the emotional context, but the lack of emotional reaction and exploration indicates that it is not actively engaging with another person's feelings."
"Yes, I don't know what I would do without my family. The family I have here are also my family back in my country. With all of them, I share the same that I just trust them. I don't know how exactly how it happened, but I just know that I can share anything with them.",0,1,0.537076923076923,-0.165692307692308,positive,this is a dummy text,1,2,0,1,"The utterance expresses a personal reflection on the importance of family and trust, indicating a desire to be understood and acknowledged in their feelings about familial connections. The positive sentiment and strong interpretation suggest a level of emotional depth, but there is no probing into the emotions of another, which indicates a focus on the speaker's own feelings rather than seeking empathy from others."
Thank you. Thanks for saying that to me. I'm glad.,0,1,0.876,0.0566666666666667,positive,this is a dummy text,1,0,0,0,"The utterance expresses gratitude and a positive emotional response, indicating that the speaker appreciates what was said to them. However, it does not explicitly seek or provide deeper emotional understanding or exploration of feelings. The emotional reaction is weak, and there is no indication of understanding or probing into the other person's emotions. Therefore, it does not fit the criteria for seeking or providing empathy."
Thanks for asking. Actually they are coming in a few months to visit me and my family. So I'm also very excited about that.,0,1,0.635333333333333,-0.033,positive,this is a dummy text,1,0,0,0,"The utterance expresses excitement about an upcoming visit, indicating a positive sentiment. However, it does not seek or provide empathy, as it is primarily focused on sharing personal news without inviting further emotional engagement or exploration. The emotional reaction is weak, and there is no demonstration of understanding or probing into another's feelings."
I'm here waiting for my friend I'm gonna see him for the last time in some time because he's moving overseas today he got a job I'm happy for him but at the same time I'm gonna miss him a lot,1,1,0.279166666666667,-0.1925,positive,this is a dummy text,0,0,0,0,"The utterance expresses a mix of happiness for a friend's new opportunity and sadness about the impending separation. However, it primarily focuses on the speaker's own feelings rather than seeking or providing empathy towards the friend. There is no explicit emotional reaction, understanding, or exploration of the friend's feelings. Thus, it does not fit the criteria for seeking or providing empathy."
"Exactly. He's been always there for me but now that we'll be apart, I don't know if we'll stop being best friends. What if we stop talking to each other just because of time differences.",0,1,0.103,-0.119333333333333,neutral,this is a dummy text,0,2,0,1,"The utterance expresses a concern about a potential loss of connection with a friend due to circumstances, indicating a desire for understanding and acknowledgment of these feelings. The high interpretation score suggests a strong understanding of the emotional context, but the lack of emotional reaction and exploration indicates that the speaker is not actively seeking empathy from the listener. Therefore, it aligns more with seeking empathy as the speaker is expressing their feelings and uncertainties."
Yeah definitely I try to do that like to see him as much as possible or as as often as possible because I don't really want to lose him.,0,1,0.1975,-0.11675,positive,this is a dummy text,0,2,0,1,"The utterance expresses a desire to maintain a connection with someone, indicating a personal emotional investment. The high interpretation score suggests a strong understanding of the feelings involved, but there is no explicit emotional reaction or exploration of the other person's feelings. This indicates a focus on the speaker's own feelings rather than providing empathy to another."
I lost my credit card the other day at my company and I found it just one hour later in a meeting room but today I just saw a charge for like five hundred dollars so somebody at my company found my card and because they know my information like my birthday they could use it to steal money from me I cannot believe somebody I know like a co-worker or even a friend from the company did that to me,1,1,0.336058823529412,-0.133764705882353,negative,this is a dummy text,0,2,0,1,"The utterance expresses a negative experience related to losing a credit card and the fear of potential theft by someone known, indicating a need for understanding and validation of these feelings. The high interpretation score suggests that the speaker is articulating a complex emotional situation, but there is no exploration or emotional reaction present. This aligns with seeking empathy as the speaker is sharing their distressing experience and looking for acknowledgment."
"Yeah, right? I'm the same as like how somebody we know like here. Like we could find out like they did it but still they didn't care. They took my money.",0,1,0.495111111111111,-0.187111111111111,negative,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience of feeling wronged and reflects a sense of betrayal regarding someone taking their money. The speaker is sharing their feelings but does not explicitly seek understanding or support from the listener. The high interpretation score indicates a strong understanding of the situation, but the lack of emotional reaction and exploration suggests that the speaker is not actively seeking empathy. Therefore, it aligns more with a straightforward expression of a negative experience rather than a clear request for empathy."
"Yes, you are right. I haven't done that. But I will definitely do it because this shouldn't happen in our company. This shouldn't happen to anyone. So I will definitely complain as you suggested.",0,1,0.280333333333333,0.069,negative,this is a dummy text,1,2,0,0,"The utterance reflects a commitment to take action in response to a situation that is perceived as wrong, indicating a recognition of the issue and a desire to address it. However, it does not explicitly seek emotional support or understanding from the other person, nor does it provide empathy towards them. The emotional reaction is weak, and there is no exploration of the other person's feelings. The focus is primarily on the speaker's intention to act rather than on emotional connection."
Just the other day I saw this celebrity. She's so famous and she went to our company to give a speech and I didn't know she was so good at talking. I just saw her before singing but she's also good at communicating. It was a speech like a motivational speech and it was awesome.,1,1,0.503764705882353,0.0015294117647058,positive,this is a dummy text,0,2,0,0,"The utterance primarily focuses on the speaker's experience of seeing a celebrity and their positive impression of her communication skills. There is no indication of seeking or providing empathy towards another person's feelings. The emotional reaction is weak, and there is no exploration of emotions or acknowledgment of another's feelings. The interpretation score is high, but it reflects the speaker's understanding of the celebrity's abilities rather than an empathetic response to another person."
"Yeah right, like to get her signature on a CD. But it was a surprise event. Nobody knew that was gonna happen.",0,1,0.447428571428571,0.125428571428571,neutral,this is a dummy text,0,2,0,0,"The utterance reflects a neutral sentiment and does not express any emotional need or response. While there is a strong interpretation of the situation (indicating an understanding of the surprise event), there is no emotional reaction or exploration of feelings. The focus is more on the event itself rather than on seeking or providing empathy."
"Yeah, with security guards and everything. I should have been prepared for that, for a celebrity.",0,0,0.4495,-0.0155,neutral,this is a dummy text,0,2,0,0,"The utterance reflects a personal experience related to being unprepared for a situation involving security guards, indicating a level of self-reflection. However, it does not actively seek empathy from others nor does it provide empathy to someone else. The emotional reaction is weak, and there is no exploration into the feelings of others. The interpretation shows a strong understanding of the situation but does not translate into an empathetic exchange."
I guess you are also waiting here to receive the results of the credit. We just got ours and it got approved so we got the credit for this new house. So we are moving soon. We are excited. because we'll finally have a house of our own for our family so hopefully you can also get your credit approved,1,1,0.394111111111111,-0.0852222222222222,positive,this is a dummy text,0,2,0,2,"The utterance expresses excitement about receiving credit approval for a new house and conveys a hopeful sentiment towards the listener's situation, indicating a desire for shared positive emotions. However, it lacks a direct emotional reaction or probing into the listener's feelings, which suggests a more informative and supportive tone rather than a deep empathetic engagement. The strong interpretation indicates an understanding of the listener's potential feelings, but the absence of emotional exploration limits the empathy provided."
I think you will also get that credit and yeah it's like it's gonna be like it's the same family members but a different house so definitely it's like a new life too so we're looking forward to it.,0,0,0.518142857142857,-0.174285714285714,positive,this is a dummy text,0,0,0,0,"The utterance expresses a positive sentiment about a new life situation but does not seek or provide empathy. It is more focused on sharing information about a change rather than addressing feelings or emotions. The observed empathy feature values indicate a lack of emotional expressiveness, understanding, or probing into emotions, which further supports the classification of ""None."""
I know this is gonna be kind of random but I just had a meeting on Zoom with my boss and other co-workers. My boss he was eating his own snot during that meeting. It was gross.,1,1,0.187272727272727,-0.0885454545454546,negative,this is a dummy text,0,1,0,0,"The utterance describes a situation that the speaker finds gross, but it does not express a desire for empathy or understanding from others. The emotional reaction is weak, and there is no exploration into the feelings of others. The focus is primarily on the speaker's experience without seeking or providing empathy."
It looked like he was enjoying it. Like it was something delicious or something. It was horrible.,0,1,0.3376,0.1888,negative,this is a dummy text,0,0,0,0,"The utterance expresses a negative sentiment about an experience that was perceived as enjoyable by someone else, but the speaker finds it horrible. However, there is no indication of seeking or providing empathy, as there are no emotional reactions, interpretations, or explorations present. The focus is more on describing the situation rather than engaging with emotions or feelings."
"Yeah, me too. It's like, I don't know. How I'm going to look at his eyes again, knowing that he was eating his snot the other day. I think I want to recover from this.",0,1,0.365666666666667,-0.224833333333333,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal struggle and discomfort regarding a past experience, indicating a desire to be understood and acknowledged. The speaker is reflecting on their feelings about a situation, which aligns with seeking empathy. The high interpretation score suggests that the speaker is articulating their feelings clearly, but there is no probing or exploration of emotions from the listener."
So here I am just in front of the movie theater but actually I want to go inside and watch a movie but since I moved here I don't have the chance to go because it's just way too expensive. I don't have the money to spend on that. It really miss going to the movies. Back in my country I used to go at least twice a week and I really enjoy it but here I don't have the chance.,1,1,0.29504,-0.04584,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal longing and disappointment about not being able to go to the movies, indicating a desire to be heard and understood regarding their feelings of loss and frustration. The high interpretation score suggests that the speaker is articulating their emotions clearly, but there is no probing or exploration of these feelings by another party. Therefore, it aligns with seeking empathy as the speaker is sharing their negative feelings and seeking acknowledgment."
"I mean I can watch movies at home but the experience of the movie theater, eating popcorn and so on, I don't have the chance anymore. Do you know a place to do all that?",0,1,0.463733333333333,-0.0856,negative,this is a dummy text,0,2,2,1,"The utterance expresses a sense of loss regarding the experience of going to the movie theater, indicating a desire for connection and understanding about this feeling. The high values for interpretations and explorations suggest that the speaker is looking for a deeper engagement about their feelings and is seeking suggestions, which aligns with the need for empathy."
"You know how much I love driving and going hiking into the mountains Just last weekend I went to my favorite place but for the first time ever while I was driving, It was at night, I saw a bear on the road. I was so scared. I never seen a bear before, like I mean maybe at the zoo but not so close to me. I don't know, I got really scared, I had no idea something like that could happen to me.",1,1,0.2245,0.0045,neutral,this is a dummy text,1,2,0,1,"The utterance expresses a personal experience of fear and surprise while driving, indicating a need for understanding and acknowledgment of those feelings. The speaker shares their emotional reaction to a frightening event, which aligns with seeking empathy. However, there is no probing or exploration of emotions directed towards the listener, and the focus is primarily on the speaker's experience."
yeah even though I was inside the car because that part of the like the road like I had to have to drive it slowly I could see the bear for a few seconds like very close close to me and the bear looked like angry like it wanted to attack me or something so I got really scared and I just speed up,0,1,0.0899090909090909,-0.0683636363636364,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of fear and anxiety regarding a close encounter with a bear. The speaker is sharing their feelings about the situation, indicating a need for understanding and acknowledgment of their fear. However, there is no explicit request for empathy or emotional exploration from the listener, and the emotional reaction is weak. The interpretation shows a strong understanding of the situation, but the lack of emotional expressiveness and exploration suggests that the speaker is primarily focused on their own experience rather than seeking empathy from the listener."
"Yeah right, just because I tried to escape from the bear maybe I have an accident I'll be careful but I don't know I was shocked, I didn't know what to do",0,0,0.0853333333333333,0.114888888888889,neutral,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of shock and uncertainty regarding a past event (escaping from a bear), indicating a need for understanding and acknowledgment of their feelings. The high interpretation score suggests that the speaker is conveying a strong understanding of their emotional state, but there is no exploration or emotional reaction present. This aligns with the characteristics of seeking empathy, as the speaker is sharing their feelings and looking for recognition."
"As you know I love training, I go to gym often but since the past month I've been feeling pain here on my chest. I went to see a doctor after I rested for a bit but I didn't get any better so I went to see a doctor. and she recommended me to get an MRI. I just went to the hospital yesterday to get the MRI. I'll get the results in a week but I'm very scared because what if there is something wrong, what if there is something bad happening to me.",1,1,0.121533333333333,-0.0348,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal concern about health and fear regarding potential medical issues, indicating a need for understanding and acknowledgment of these feelings. The high interpretation score suggests that the speaker is articulating their emotions clearly, but there is no probing or exploration of the feelings by the listener. This aligns with the ""Seeking Empathy"" category as the speaker is looking for recognition of their fear and anxiety."
"Not much pain. That's why I thought it wasn't really just my muscle or something. But I mean, I'm just for now, I'm just uncertain, the uncertainty of not knowing what's going to happen to me. If it's something just simple, by taking a medicine, I will get better or something more serious. That's my problem.",0,1,-0.0158571428571429,-0.0567142857142857,neutral,this is a dummy text,0,2,0,0,"The utterance expresses uncertainty and concern about a health issue, indicating a desire for understanding and acknowledgment of their feelings. However, it does not explicitly seek empathy or provide it to another person. The emotional reaction is low, and while there is a strong interpretation of understanding, there is no exploration into the emotions of another. This suggests a focus on the speaker's own feelings rather than seeking or providing empathy."
"Yeah, I will definitely be more careful but right now I don't know the reason why or what caused this pain. So, as soon as I know, hopefully it's not something too bad. I will try to avoid this situation.",0,0,0.0946153846153846,-0.0503076923076923,neutral,this is a dummy text,0,0,0,0,"The utterance expresses uncertainty and concern about a situation but does not actively seek or provide empathy. It is more focused on the speaker's own feelings and thoughts regarding their pain without engaging with another person's emotions or experiences. The empathy feature values indicate a lack of emotional expressiveness, understanding, or exploration of feelings."
"So, as you know, I've been trying to find a new apartment. I went to see some options around here, like good price and good location. I went there, they told me that it was perfectly fine for me to rent this place. The only communication I had with them was by phone. But as soon as they saw me that I'm a foreigner, they said, oh, no, I'm sorry. We thought you were Japanese but just because you are a foreigner you cannot rent this place and I just didn't say anything to them, I just left, I didn't know what to do.",1,1,0.263538461538462,-0.223461538461538,neutral,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of discrimination and confusion regarding the apartment rental process. The speaker is sharing their feelings about being treated differently due to their foreign status, indicating a need for understanding and acknowledgment of their negative experience. However, there is no explicit emotional reaction or probing for deeper exploration of feelings, which suggests a lack of seeking or providing empathy in the conversation. The high interpretation score indicates that the speaker is aware of the implications of their experience, but the overall tone remains neutral without a strong emotional expression."
"Yes, it's not fair for us. It's too difficult to to find a place. The agency should help me with these kind of things. They saw my documents, they saw my name. It's obvious I'm a foreigner but I don't know they made me lose my time.",0,1,0.0943529411764706,-0.180470588235294,negative,this is a dummy text,0,2,0,1,"The utterance expresses frustration and a sense of unfairness regarding the situation with the agency, indicating a desire to be heard and understood. The speaker is sharing their negative feelings about the difficulties they are facing, which aligns with seeking empathy. The high interpretation score suggests that the speaker feels their situation is understood, but there is no emotional reaction or exploration of feelings from the listener."
"Yes, definitely I will talk to them and mention from the beginning that they should talk with the owner if it's okay to rent to foreigners because it's just like I don't want to go through this again and lose my time and thank you if I cannot find anything by myself in this agency I will definitely ask you for help.",0,0,0.271052631578947,-0.139473684210526,neutral,this is a dummy text,0,0,0,0,"The utterance is primarily focused on the speaker's own experience and plans regarding a rental situation, expressing a desire to avoid past frustrations. There is no indication of seeking or providing empathy towards another person, as it lacks emotional expressiveness, understanding, or exploration of feelings."
We are just about to watch this match and I cannot wait. I've been waiting for this like 10 years for my team to reach the finals and finally it's happening.,1,1,0.052,-0.148181818181818,positive,this is a dummy text,0,2,0,0,"The utterance expresses excitement and anticipation about watching a match, indicating a positive sentiment. However, it does not seek or provide empathy, as it focuses on the speaker's own feelings without acknowledging or exploring the feelings of others. The emotional reaction is weak, and there is no probing into another's emotions. The interpretation score is high, but it reflects the speaker's understanding of their own experience rather than an understanding of another's feelings."
"It's a soccer game, the finals in the National League. So I'm very excited because my team has a chance to win the cup this year.",0,0,0.381090909090909,0.0896363636363636,positive,this is a dummy text,0,0,0,0,"The utterance expresses excitement about a soccer game and the potential success of the speaker's team, indicating a positive sentiment. However, it does not seek or provide empathy, as it is primarily focused on the speaker's own feelings without engaging with another person's emotions or experiences. The empathy-related features show no emotional expressiveness, understanding, or exploration of another's feelings."
Ah soccer? You just kick the ball with your feet,0,0,0.0995,0.1725,neutral,this is a dummy text,0,0,0,0,"The utterance is straightforward and fact-oriented, providing a simple explanation about soccer without any emotional engagement or acknowledgment of feelings. There are no indications of seeking or providing empathy, as the emotional features reflect a neutral sentiment and lack of emotional expressiveness or understanding."
"Yeah sure, maybe you become a fan of football too. It's fun.",0,0,0.5276,0.154,positive,this is a dummy text,0,0,0,0,"The utterance is light-hearted and suggests a positive experience related to football, but it does not express any emotional depth or understanding of another person's feelings. It is more of a straightforward statement about football rather than an empathetic response."
"Maybe as you have noticed, the last few weeks I've been bringing my own food from home because I'm trying to lose some weight and diet went well for probably, maybe one week because Just on the weekend I ate by myself directly from the bottle like one kilogram of ice cream.",1,1,0.157125,-0.351125,positive,this is a dummy text,0,2,0,0,"The utterance reflects a personal experience related to dieting and eating habits, indicating a desire to share a personal struggle. However, it does not explicitly seek empathy or provide it to another person. The emotional reaction is weak, and while there is a strong interpretation of understanding, there is no exploration into the feelings of another. Therefore, it does not fit the criteria for seeking or providing empathy."
"I don't know, in part yes, it's been hot these days, but I just, I cannot support just eating healthy food, it's not, it doesn't taste good, so I wanted to eat something good, and I ended up eating just chocolate ice cream.",0,1,0.493176470588235,-0.189294117647059,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal struggle with dietary choices and a desire for enjoyable food, indicating a need for understanding and acknowledgment of their feelings. However, it does not explicitly seek empathy or provide it to another person. The emotional reaction is weak, and there is no exploration into the feelings of another, suggesting a focus on the speaker's own experience rather than a mutual empathetic exchange. The strong interpretation indicates some level of understanding of their own feelings but does not translate into seeking or providing empathy towards another."
"Eh, I guess I cannot do anything about it. Diet can wait.",0,0,-0.138,-0.423333333333333,negative,this is a dummy text,0,0,0,0,"The utterance expresses a sense of resignation and a negative sentiment regarding the situation, indicating a lack of agency or control. However, it does not seek or provide empathy, as there are no emotional reactions, interpretations, or explorations present. The focus is primarily on the speaker's own feelings without engaging with another person's emotions."
and I will continue eating ice cream,0,0,0.3025,-0.279,positive,this is a dummy text,0,0,0,0,"The utterance ""and I will continue eating ice cream"" does not express a desire for empathy or provide empathy to another person. It is a straightforward statement about the speaker's action without any emotional depth or engagement with another's feelings. The observed empathy feature values indicate a lack of emotional expressiveness, understanding, or exploration of emotions, further supporting that this is a fact-oriented utterance."
"Seeing like a lion here at the zoo. I mean it's the second time I see a lion, this time in a zoo. But the first time I saw one was when I was a child. I went to the circus once. And back then, circus were able to have wild animals. and I got to see this lion making tricks like jumping from one place to another these kind of things it was it was awesome",1,1,0.240451612903226,-0.0755483870967742,positive,this is a dummy text,0,2,0,0,"The utterance primarily reflects the speaker's personal experience and nostalgia about seeing lions, without seeking or providing empathy towards another person. The emotional reaction is weak, and there is no exploration into another's feelings or situation. The focus is on the speaker's own memories and feelings, which aligns with a self-centered perspective rather than an empathetic exchange."
I'm just from here but 20 years ago circus could have animals and now it's forbidden so you can see these kind of animals only at the zoo now,0,1,0.2345,-0.1875,negative,this is a dummy text,0,0,0,0,The utterance is primarily factual and does not express a desire for empathy or provide empathetic understanding. It discusses a change in circus regulations regarding animals without any emotional engagement or exploration of feelings.
yeah definitely it's more difficult to see these type of animals around here i don't know maybe it's different in other countries,0,0,0.1095,-0.2145,negative,this is a dummy text,0,1,0,0,"The utterance expresses a negative sentiment regarding the difficulty of seeing certain animals, but it does not actively seek or provide empathy. The emotional reaction is weak, and there is no exploration into the feelings of others. The focus is more on a personal observation rather than an emotional connection with another person."
nice maybe I should visit your country sounds exciting,0,0,0.6456,0.0776,positive,this is a dummy text,0,0,0,0,The utterance expresses a positive sentiment about visiting another person's country but does not seek or provide empathy. It is more of a straightforward comment about travel without any emotional depth or acknowledgment of feelings.
"As you know, I just sent my daughter to college, so she had to move to another state to go there. I thought she attended school for the last six months, but she's been lying to me. She called me from the school just last week and turns out that she didn't go to her lessons for the last four months. I don't know what's going on with her and she doesn't answer my calls. I don't know what to do.",1,1,0.269363636363636,-0.197363636363636,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal struggle and concern regarding the speaker's daughter, indicating a need for understanding and support. The speaker is sharing their feelings of confusion and worry, which aligns with seeking empathy. The emotional reaction is weak, but the interpretation of the situation is strong, showing that the speaker is aware of the emotional implications of their daughter's actions. However, there is no exploration into the feelings of the daughter or probing questions, which suggests a focus on the speaker's own feelings rather than providing empathy to another."
"Yes, I will have to drive there and try to find her in person because there is no other way for me to contact her. I don't know even if she's okay or not. I'm scared.",0,1,0.212666666666667,-0.0102222222222222,negative,this is a dummy text,0,0,0,1,"The utterance expresses a personal concern and fear about the well-being of another person, indicating a desire for understanding and acknowledgment of these feelings. However, it does not explicitly seek empathy from another person or provide empathy to someone else. The emotional state is negative, and there is no strong emotional reaction, interpretation, or exploration present in the utterance. Therefore, it aligns more with seeking empathy as the speaker is expressing their own feelings of fear and uncertainty."
I forgot I had that option I will check here social media and see if I can contact some of her friends maybe that's the i can finally know if she's okay at least,0,0,0.3412,-0.1974,neutral,this is a dummy text,0,0,0,0,"The utterance expresses a thought process about checking social media to find out if someone is okay, but it does not explicitly seek or provide empathy. It is more focused on the speaker's actions rather than on emotional engagement with another person. The observed empathy feature values indicate a lack of emotional expressiveness, understanding, or probing into the feelings of another, which aligns with a straightforward, fact-oriented conversation."
yeah for now I just want to to know that she's alright and try to understand why she did this because she's a good daughter so probably something bad happened to her or bad friends I don't know I would try to help her overcome this together,0,1,0.324,-0.0333333333333333,neutral,this is a dummy text,0,0,0,2,"The utterance expresses a concern for another person's well-being and a desire to understand their situation, indicating a willingness to provide support. However, it lacks strong emotional reactions, interpretations, or explorations, which are necessary for a more profound empathetic engagement. The focus is primarily on the other person, but the lack of emotional expressiveness and understanding suggests a more neutral stance rather than a fully empathetic one."
"The other day when I was walking around I went to buy some wood for something that I needed to do in my house but the surprising thing is that I just saw some guy walking around with a huge load of lumber on his shoulder and he was just carrying it like it was nothing and it was pretty heavy wood. I think it was like, what, 150 kilograms?",1,1,0.20704,-0.204,neutral,this is a dummy text,0,1,0,0,"The utterance is primarily a factual recounting of an observation without expressing any emotional need or understanding towards another person's feelings. It does not seek or provide empathy, as it focuses on a personal experience and does not engage with the emotions of others."
"Oh yeah, he was like really muscular, but I just found it impressive that people can actually carry around that kind of weight like in everyday life i thought that was like only things that bodybuilders did for like training and stuff",0,0,0.394235294117647,-0.151882352941176,positive,this is a dummy text,0,1,0,0,"The utterance expresses a neutral observation about muscular individuals and their ability to carry weight, without seeking or providing emotional support or understanding. The emotional features indicate a positive sentiment but lack any strong emotional reaction, exploration of feelings, or a clear focus on another person's emotions."
"Yeah, maybe. Like, I didn't know that working in that profession made you like so strong, but it's pretty amazing, you know?",0,1,0.573555555555556,0.0311111111111111,positive,this is a dummy text,0,1,0,0,"The utterance expresses a positive sentiment and acknowledges the strength of the profession, but it does not explicitly seek or provide empathy. It reflects a neutral observation rather than a deep emotional engagement or understanding of another's feelings. The emotional reaction is weak, and there is no exploration into the feelings of another person."
"So, I was reading the other day about news and I read a very very sad story about a kid, a baby who was born premature and she ended up actually passing away because you know once you are born premature you have to have access to medication and the parents because they were like religious they didn't believe in medication so they just never gave her medicine or anything and she ended up passing away and that was like really sad to to read",1,1,0.245096774193548,-0.248903225806452,negative,this is a dummy text,0,2,0,0,"The utterance expresses a personal reaction to a sad story, indicating a strong understanding of the emotional impact of the situation described. However, it does not seek empathy from others nor does it provide empathy to another person; it is more of a reflection on the sadness of the story rather than an interaction with someone else. The emotional reaction is weak, and there is no exploration into the feelings of another person. The interpretation is strong, showing a deep understanding of the situation, but it lacks a direct empathetic engagement with another individual."
"Yeah, it's a really sad thing and it kinda takes away your faith for humanity, right? It's like, how can you be so callous as to just allow that because you believe in something that you haven't seen? I don't know, it's really sad that we have these things happen in real life, you know?",0,1,0.275578947368421,-0.226526315789474,negative,this is a dummy text,1,1,2,1,"The utterance expresses a strong emotional reaction to a sad situation, indicating a desire for understanding and acknowledgment of negative feelings. The speaker reflects on the sadness of the situation and seeks to connect with the listener by sharing their feelings. The exploration aspect is strong, as the speaker invites the listener to consider the emotional implications of the situation."
"Yeah, it's really sad that we haven't done anything in the law or anything to stop these kinds of things to happen, because that's someone that could have been saved, and that's the kind of thing that just makes you depressed or wild after you read about it.",0,1,0.0693333333333333,-0.1505,negative,this is a dummy text,0,1,0,0,"The utterance expresses sadness and frustration about a situation that could have been prevented, indicating a personal emotional response. However, it does not actively seek empathy from another person nor does it provide empathy to someone else. The emotional reaction is weak, and there is no exploration into the feelings of another. The focus is primarily on the speaker's feelings and thoughts about the situation rather than engaging with another person's emotions."
