text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label,reason,who,emotional_reaction,interpretations,explorations
"Well, that is certainly something. Well, I'm sure they love you underneath the hard exterior.",0,0,0.5,0.2,positive,this is a dummy text,1,0,0,2,"The utterance expresses an understanding of the feelings of another person, suggesting that despite a hard exterior, there is love underneath. This indicates a provision of empathy towards the other person.",1,1,1,0
"I think one of the happiest moments of my entire life was when I graduated college. I had a really difficult test as a final test and it wasn't even exactly from my major. So I had to study a lot of stuff I didn't study during the major. So when I got the results back and it was like, oh yeah, you passed. I was overjoyed with emotion.",1,1,1,0.8,positive,this is a dummy text,0,2,0,0,"The utterance reflects a personal experience of joy and accomplishment, focusing on the speaker's own feelings and emotions related to a significant life event. It does not seek or provide empathy towards another person.",0,2,0,0
yeah like it's it feels really great to to like have accomplished something i don't know if you have had an experience like that,0,0,1,0.5,positive,this is a dummy text,0,0,0,1,"The utterance expresses a positive feeling about accomplishment and invites the listener to share a similar experience, indicating a desire for connection and understanding.",0,1,1,1
"Yeah, you feel like ah I did it yeah, let's go!",0,1,0.9,0.8,positive,this is a dummy text,0,0,0,2,"The utterance expresses excitement and encouragement, indicating a shared positive experience. It reflects an understanding of the other person's feelings and a desire to celebrate together, which aligns with providing empathy.",1,1,1,0
I'm here at the arcades because I finally got the highest score ever in my case. I mean the highest rank. Now I'm ranked Diamond at Street Fighter. So I feel unstoppable. so I came here to this arcade to play with as many people as possible.,1,1,1,0.8,positive,this is a dummy text,0,0,0,0,"The utterance expresses a personal achievement and positive emotions related to gaming, indicating a desire to share this joy with others. However, it does not seek or provide empathy towards another person.",0,1,0,0
Thanks. for each person it's different what makes them happy. In my case it's just about this game. That's why I'm here to play and try to defeat as many players as possible.,0,0,0.5,0.2,positive,this is a dummy text,0,0,0,0,"The utterance expresses a personal perspective on happiness related to a game, focusing on the speaker's own experience rather than seeking or providing empathy to others.",0,0,0,0
"My daughter is going for surgery. Even though it's something not serious, it's just a tongue surgery. I'm concerned. What if something happens to her?",1,1,-0.5,0.5,negative,this is a dummy text,0,2,2,1,"The speaker expresses concern about their daughter's surgery, indicating a need for empathy and understanding regarding their feelings of worry and anxiety.",0,1,1,1
Yeah what if she's in pain or something is just not going well but she cannot express that she's very small so yes I don't know if the doctors know how to treat a girl of her age,0,1,-0.5,0.5,negative,this is a dummy text,0,0,0,2,"The utterance expresses concern for another person's well-being, indicating a desire to understand and acknowledge their potential pain and difficulties. This aligns with the characteristics of providing empathy.",2,1,1,1
I feel the same but I feel like I should even go home like I don't feel well,0,1,-0.5 (indicating a negative emotional state),0.5 (indicating moderate emotional intensity),negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal feeling of discomfort and a desire for understanding, indicating a need for empathy from others regarding their emotional state.",0 (the focus is on the speaker's own feelings),1 (the speaker expresses a weak emotional response),0 (there is no expression of understanding from another party),0 (no probing into the situation of another)
I love my family because we don't have any secrets. I can share anything with them and they accept me just the way I am.,1,1,1,0.5,positive,this is a dummy text,0,2,0,0,"The utterance expresses a positive sentiment about family relationships, highlighting openness and acceptance, which indicates a personal reflection rather than a request for empathy or an empathetic response to someone else's feelings.",0,1,0,0
"Yes, I don't know what I would do without my family. The family I have here are also my family back in my country. With all of them, I share the same that I just trust them. I don't know how exactly how it happened, but I just know that I can share anything with them.",0,1,0.8,0.5,positive,this is a dummy text,1,2,0,1,"The utterance expresses a deep emotional connection to family and highlights the importance of trust and sharing feelings with them. This indicates a desire for understanding and recognition of these positive emotions, aligning with the Seeking Empathy category.",0,1,1,1
Thank you. Thanks for saying that to me. I'm glad.,0,1,1,0.5,positive,this is a dummy text,1,0,0,1,"The utterance expresses gratitude and a positive emotional response, indicating that the speaker is acknowledging and appreciating the support or understanding they received from another person.",0,1,1,0
Thanks for asking. Actually they are coming in a few months to visit me and my family. So I'm also very excited about that.,0,1,1,0.5,positive,this is a dummy text,1,0,0,0,"The utterance expresses excitement about an upcoming visit, indicating a positive emotional state but does not seek or provide empathy.",0,1,0,0
I'm here waiting for my friend I'm gonna see him for the last time in some time because he's moving overseas today he got a job I'm happy for him but at the same time I'm gonna miss him a lot,1,1,0.2,0.5,neutral,this is a dummy text,0,0,0,1,"The utterance expresses a mix of happiness for a friend's new opportunity and sadness about the impending separation, indicating a desire for understanding and acknowledgment of these conflicting emotions.",0,1,1,1
"Exactly. He's been always there for me but now that we'll be apart, I don't know if we'll stop being best friends. What if we stop talking to each other just because of time differences.",0,1,-0.5,0.5,negative,this is a dummy text,0,2,0,1,"The utterance expresses concern about a potential loss of connection with a friend due to physical distance, indicating a desire for understanding and reassurance about the relationship.",0,1,1,1
Yeah definitely I try to do that like to see him as much as possible or as as often as possible because I don't really want to lose him.,0,1,0.5,0.5,positive,this is a dummy text,0,2,0,1,"The utterance expresses a desire to maintain a connection with someone, indicating a personal emotional investment and concern about losing that person. This suggests a seeking of empathy as the speaker is sharing their feelings about the relationship.",0,1,1,1
I lost my credit card the other day at my company and I found it just one hour later in a meeting room but today I just saw a charge for like five hundred dollars so somebody at my company found my card and because they know my information like my birthday they could use it to steal money from me I cannot believe somebody I know like a co-worker or even a friend from the company did that to me,1,1,-0.7,0.6,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of losing a credit card and the subsequent anxiety about potential theft by someone known, indicating a need for understanding and validation of negative feelings.",0,1,1,1
"Yeah, right? I'm the same as like how somebody we know like here. Like we could find out like they did it but still they didn't care. They took my money.",0,1,-0.5,0.5,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of betrayal and frustration regarding someone taking their money, indicating a desire to be understood and validated in their feelings.",0,1,1,1
"Yes, you are right. I haven't done that. But I will definitely do it because this shouldn't happen in our company. This shouldn't happen to anyone. So I will definitely complain as you suggested.",0,1,0.5,0.5,neutral,this is a dummy text,1,2,0,0,"The utterance expresses a commitment to take action based on a suggestion, indicating a recognition of a problem that affects others. However, it does not explicitly seek or provide emotional support or understanding.",0,0,0,0
Just the other day I saw this celebrity. She's so famous and she went to our company to give a speech and I didn't know she was so good at talking. I just saw her before singing but she's also good at communicating. It was a speech like a motivational speech and it was awesome.,1,1,0.8,0.5,positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience and admiration for a celebrity's communication skills, but it does not seek or provide empathy. It is more focused on sharing an observation rather than engaging with emotions or feelings.",0,0,0,0
"Yeah right, like to get her signature on a CD. But it was a surprise event. Nobody knew that was gonna happen.",0,1,0,0,neutral,this is a dummy text,0,2,0,0,The utterance reflects a factual recounting of an event without expressing any emotional need or understanding towards another person's feelings. It does not seek or provide empathy.,0,0,0,0
"Yeah, with security guards and everything. I should have been prepared for that, for a celebrity.",0,0,"-0.2 (slightly negative, indicating a sense of regret or disappointment)","0.2 (mildly aroused, indicating some emotional intensity)",negative,this is a dummy text,0,2,0,1,"The utterance reflects a personal experience of feeling unprepared in a situation involving security guards, which suggests a need for understanding and acknowledgment of their feelings.",0 (the focus is on the speaker's own feelings and experiences),"1 (weak emotional response, as it does not explicitly express strong feelings)",0 (no clear expression of understanding from another party),0 (no probing into the situation or emotions of the speaker)
I guess you are also waiting here to receive the results of the credit. We just got ours and it got approved so we got the credit for this new house. So we are moving soon. We are excited. because we'll finally have a house of our own for our family so hopefully you can also get your credit approved,1,1,0.9,0.7,positive,this is a dummy text,0,2,0,1,"The utterance expresses excitement about receiving credit approval for a new house and conveys a hopeful sentiment towards the listener's situation, indicating a desire for shared positive emotions.",1,1,1,1
I think you will also get that credit and yeah it's like it's gonna be like it's the same family members but a different house so definitely it's like a new life too so we're looking forward to it.,0,0,0.8,0.5,positive,this is a dummy text,0,0,0,0,"The utterance expresses a positive sentiment about a new life situation, indicating anticipation and excitement. However, it does not explicitly seek or provide empathy.",0,0,0,0
I know this is gonna be kind of random but I just had a meeting on Zoom with my boss and other co-workers. My boss he was eating his own snot during that meeting. It was gross.,1,1,0.5,0.2,neutral,this is a dummy text,0,1,0,0,"The utterance describes an observation about a meeting in a humorous or light-hearted manner, focusing on a peculiar behavior rather than expressing or seeking emotional support.",0,0,0,0
It looked like he was enjoying it. Like it was something delicious or something. It was horrible.,0,1,-0.5,0.5,negative,this is a dummy text,0,0,0,0,"The utterance expresses a mix of enjoyment and horror, indicating a complex emotional response. It reflects on someone else's experience, suggesting an understanding of their feelings but does not directly seek or provide empathy.",2,1,1,0
"Yeah, me too. It's like, I don't know. How I'm going to look at his eyes again, knowing that he was eating his snot the other day. I think I want to recover from this.",0,1,-0.5,0.5,negative,this is a dummy text,0,2,0,1,The speaker expresses a personal struggle with a negative experience and seeks to be understood regarding their feelings about the situation.,0,1,1,1
So here I am just in front of the movie theater but actually I want to go inside and watch a movie but since I moved here I don't have the chance to go because it's just way too expensive. I don't have the money to spend on that. It really miss going to the movies. Back in my country I used to go at least twice a week and I really enjoy it but here I don't have the chance.,1,1,-0.5,0.5,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal feeling of longing and frustration about not being able to enjoy going to the movies, indicating a desire to be heard and understood regarding these negative emotions.",0,1,1,1
"I mean I can watch movies at home but the experience of the movie theater, eating popcorn and so on, I don't have the chance anymore. Do you know a place to do all that?",0,1,0.1,0.2,neutral,this is a dummy text,0,2,2,1,"The utterance expresses a desire for a specific experience (going to the movies) and seeks information about where to find that experience, indicating a need for connection and understanding of the situation.",0,0,0,1
"You know how much I love driving and going hiking into the mountains Just last weekend I went to my favorite place but for the first time ever while I was driving, It was at night, I saw a bear on the road. I was so scared. I never seen a bear before, like I mean maybe at the zoo but not so close to me. I don't know, I got really scared, I had no idea something like that could happen to me.",1,1,-0.6,0.7,negative,this is a dummy text,1,2,0,1,"The speaker is sharing a personal experience that evokes strong emotions, particularly fear, and is seeking acknowledgment of their feelings about the encounter with the bear.",0,2,1,1
yeah even though I was inside the car because that part of the like the road like I had to have to drive it slowly I could see the bear for a few seconds like very close close to me and the bear looked like angry like it wanted to attack me or something so I got really scared and I just speed up,0,1,-0.6,0.7,negative,this is a dummy text,0,2,0,1,"The speaker is sharing a personal experience that evokes fear and anxiety, indicating a need for understanding and validation of their feelings.",0,2,1,0
"Yeah right, just because I tried to escape from the bear maybe I have an accident I'll be careful but I don't know I was shocked, I didn't know what to do",0,0,-0.5,0.5,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of shock and uncertainty in a challenging situation, indicating a need for understanding and acknowledgment of their feelings.",0,1,0,1
"As you know I love training, I go to gym often but since the past month I've been feeling pain here on my chest. I went to see a doctor after I rested for a bit but I didn't get any better so I went to see a doctor. and she recommended me to get an MRI. I just went to the hospital yesterday to get the MRI. I'll get the results in a week but I'm very scared because what if there is something wrong, what if there is something bad happening to me.",1,1,-0.5,0.6,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal concern about health and fear regarding potential medical issues, indicating a need for understanding and support.",0,2,1,1
"Not much pain. That's why I thought it wasn't really just my muscle or something. But I mean, I'm just for now, I'm just uncertain, the uncertainty of not knowing what's going to happen to me. If it's something just simple, by taking a medicine, I will get better or something more serious. That's my problem.",0,1,-0.2,0.5,negative,this is a dummy text,0,2,0,1,"The utterance expresses uncertainty and concern about a health issue, indicating a desire for understanding and acknowledgment of these feelings.",0,1,1,1
"Yeah, I will definitely be more careful but right now I don't know the reason why or what caused this pain. So, as soon as I know, hopefully it's not something too bad. I will try to avoid this situation.",0,0,-0.3,0.2,negative,this is a dummy text,0,0,0,1,"The speaker expresses uncertainty and concern about their pain, indicating a desire for understanding and acknowledgment of their feelings.",0,1,0,1
"So, as you know, I've been trying to find a new apartment. I went to see some options around here, like good price and good location. I went there, they told me that it was perfectly fine for me to rent this place. The only communication I had with them was by phone. But as soon as they saw me that I'm a foreigner, they said, oh, no, I'm sorry. We thought you were Japanese but just because you are a foreigner you cannot rent this place and I just didn't say anything to them, I just left, I didn't know what to do.",1,1,-0.5,0.5,negative,this is a dummy text,0,2,0,1,"The speaker is sharing a personal experience of discrimination and confusion regarding their apartment search, indicating a need for understanding and validation of their feelings.",0,1,1,1
"Yes, it's not fair for us. It's too difficult to to find a place. The agency should help me with these kind of things. They saw my documents, they saw my name. It's obvious I'm a foreigner but I don't know they made me lose my time.",0,1,-0.5,0.5,negative,this is a dummy text,0,2,0,1,"The utterance expresses frustration and a sense of injustice regarding the difficulties faced in finding a place, indicating a desire to be heard and understood in a challenging situation.",0,1,0,0
"Yes, definitely I will talk to them and mention from the beginning that they should talk with the owner if it's okay to rent to foreigners because it's just like I don't want to go through this again and lose my time and thank you if I cannot find anything by myself in this agency I will definitely ask you for help.",0,0,-0.3,0.2,negative,this is a dummy text,0,0,0,1,"The utterance expresses a concern about a past experience and a desire for assistance, indicating a need for understanding and support. The speaker is sharing their feelings about a frustrating situation and is open to seeking help, which aligns with seeking empathy.",0,1,1,1
We are just about to watch this match and I cannot wait. I've been waiting for this like 10 years for my team to reach the finals and finally it's happening.,1,1,1,0.8,positive,this is a dummy text,0,2,0,0,"The utterance expresses excitement and anticipation about a long-awaited event, focusing on the speaker's own feelings rather than seeking or providing empathy to another person.",0,1,0,0
"It's a soccer game, the finals in the National League. So I'm very excited because my team has a chance to win the cup this year.",0,0,0.9,0.8,positive,this is a dummy text,0,0,0,0,"The utterance expresses excitement about a soccer game and the potential success of the speaker's team, indicating a positive emotional state but does not seek or provide empathy.",0,1,0,0
Ah soccer? You just kick the ball with your feet,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance is straightforward and fact-oriented, providing a basic explanation of soccer without any emotional engagement or acknowledgment of feelings.",2,0,0,0
"Yeah sure, maybe you become a fan of football too. It's fun.",0,0,0.5,0.2,positive,this is a dummy text,0,0,0,0,"The utterance is suggesting a positive experience related to football, but it does not express any emotional depth or acknowledgment of feelings. It is more of a casual statement rather than an empathetic response.",0,0,0,0
"Maybe as you have noticed, the last few weeks I've been bringing my own food from home because I'm trying to lose some weight and diet went well for probably, maybe one week because Just on the weekend I ate by myself directly from the bottle like one kilogram of ice cream.",1,1,-0.3,0.2,negative,this is a dummy text,0,2,0,1,"The utterance reflects a personal struggle with dieting and weight loss, indicating a desire for understanding and acknowledgment of their feelings regarding this challenge.",0,1,1,1
"I don't know, in part yes, it's been hot these days, but I just, I cannot support just eating healthy food, it's not, it doesn't taste good, so I wanted to eat something good, and I ended up eating just chocolate ice cream.",0,1,-0.2,0.2,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal struggle with dietary choices and a desire for enjoyable food, indicating a need for understanding and validation of feelings related to food preferences and emotional eating.",0,1,0,1
"Eh, I guess I cannot do anything about it. Diet can wait.",0,0,-0.5,-0.5,negative,this is a dummy text,0,0,0,0,"The utterance expresses resignation and a sense of giving up on a situation, indicating a lack of seeking or providing empathy. It does not invite understanding or acknowledgment of feelings, nor does it express concern for another's feelings.",0,0,0,0
and I will continue eating ice cream,0,0,"0 (neutral, as it does not express positive or negative emotions)","0 (neutral, as it does not convey strong emotions)",neutral,this is a dummy text,0,0,0,0,"The utterance ""and I will continue eating ice cream"" does not express a need for empathy or provide empathy to another person. It is a straightforward statement about a personal action without emotional engagement or acknowledgment of feelings.",0 (the focus is on the speaker's own action),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
"Seeing like a lion here at the zoo. I mean it's the second time I see a lion, this time in a zoo. But the first time I saw one was when I was a child. I went to the circus once. And back then, circus were able to have wild animals. and I got to see this lion making tricks like jumping from one place to another these kind of things it was it was awesome",1,1,0.8,0.5,positive,this is a dummy text,0,2,0,0,"The utterance primarily describes a personal experience and does not express a need for empathy or provide empathetic understanding towards another person. It focuses on the speaker's memories and feelings about seeing lions, which are more factual and narrative in nature.",0,1,0,0
I'm just from here but 20 years ago circus could have animals and now it's forbidden so you can see these kind of animals only at the zoo now,0,1,0,0,neutral,this is a dummy text,0,0,0,0,The utterance is primarily factual and does not express a desire for empathy or provide empathetic understanding. It discusses a change in regulations regarding animals in circuses without any emotional engagement or personal feelings.,0,0,0,0
yeah definitely it's more difficult to see these type of animals around here i don't know maybe it's different in other countries,0,0,0,0,neutral,this is a dummy text,0,1,0,0,"The utterance expresses a personal observation about the difficulty of seeing certain animals, but it does not seek or provide empathy. It is more of a factual statement about the situation rather than an emotional exchange.",0,0,0,0
nice maybe I should visit your country sounds exciting,0,0,1,0.5,positive,this is a dummy text,0,0,0,0,"The utterance expresses a positive sentiment about visiting another person's country, indicating excitement but does not seek or provide empathy.",2,0,0,0
"As you know, I just sent my daughter to college, so she had to move to another state to go there. I thought she attended school for the last six months, but she's been lying to me. She called me from the school just last week and turns out that she didn't go to her lessons for the last four months. I don't know what's going on with her and she doesn't answer my calls. I don't know what to do.",1,1,-0.7,0.6,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal struggle and emotional distress regarding the speaker's daughter, indicating a need for understanding and support.",0,2,1,1
"Yes, I will have to drive there and try to find her in person because there is no other way for me to contact her. I don't know even if she's okay or not. I'm scared.",0,1,-0.5 (indicating a negative emotional state due to worry),0.6 (indicating a moderate level of emotional intensity due to fear),negative,this is a dummy text,0,0,0,1,"The utterance expresses a personal concern and fear about the well-being of another person, indicating a need for understanding and support.",0 (the speaker is focused on their own feelings and situation),2 (the speaker explicitly expresses fear),0 (there is no indication that the speaker is seeking understanding from another),0 (the speaker does not invite exploration of their feelings)
I forgot I had that option I will check here social media and see if I can contact some of her friends maybe that's the i can finally know if she's okay at least,0,0,0.3,0.2,neutral,this is a dummy text,0,0,0,1,"The utterance expresses a concern for another person's well-being and indicates a desire to find out if they are okay, which suggests a seeking of empathy.",0,0,0,1
yeah for now I just want to to know that she's alright and try to understand why she did this because she's a good daughter so probably something bad happened to her or bad friends I don't know I would try to help her overcome this together,0,1,0.2,0.5,neutral,this is a dummy text,0,0,0,2,"The utterance expresses concern for another person and a desire to understand their situation, indicating a need for empathy towards the daughter. The speaker is also willing to help, which shows an empathetic response.",1,1,1,1
"The other day when I was walking around I went to buy some wood for something that I needed to do in my house but the surprising thing is that I just saw some guy walking around with a huge load of lumber on his shoulder and he was just carrying it like it was nothing and it was pretty heavy wood. I think it was like, what, 150 kilograms?",1,1,0,0,neutral,this is a dummy text,0,1,0,0,The utterance is primarily a factual recounting of an observation without expressing any emotional need or understanding of another's feelings.,0,0,0,0
"Oh yeah, he was like really muscular, but I just found it impressive that people can actually carry around that kind of weight like in everyday life i thought that was like only things that bodybuilders did for like training and stuff",0,0,0.5,0.2,neutral,this is a dummy text,0,1,0,0,"The utterance expresses admiration for the physical capabilities of others, but it does not seek or provide empathy. It is more of an observation about bodybuilders and their strength rather than an emotional exchange.",0,0,0,0
"Yeah, maybe. Like, I didn't know that working in that profession made you like so strong, but it's pretty amazing, you know?",0,1,0.6,0.2,positive,this is a dummy text,0,1,0,2,"The utterance expresses admiration and recognition of the strength associated with a profession, indicating an understanding of the other person's experience. However, it does not explicitly seek empathy or delve into emotional exploration.",1,1,1,0
"So, I was reading the other day about news and I read a very very sad story about a kid, a baby who was born premature and she ended up actually passing away because you know once you are born premature you have to have access to medication and the parents because they were like religious they didn't believe in medication so they just never gave her medicine or anything and she ended up passing away and that was like really sad to to read",1,1,-0.8,0.5,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal emotional reaction to a sad story about a premature baby who passed away, indicating a strong emotional response to the situation. The speaker is sharing their feelings about the story, which suggests a desire for empathy and understanding regarding the sadness they experienced while reading it.",0,2,1,0
"Yeah, it's a really sad thing and it kinda takes away your faith for humanity, right? It's like, how can you be so callous as to just allow that because you believe in something that you haven't seen? I don't know, it's really sad that we have these things happen in real life, you know?",0,1,-0.7,0.5,negative,this is a dummy text,1,1,2,1,"The utterance expresses a strong emotional reaction to a sad situation, indicating a desire for understanding and connection regarding feelings of sadness and disillusionment.",0,2,1,1
"Yeah, it's really sad that we haven't done anything in the law or anything to stop these kinds of things to happen, because that's someone that could have been saved, and that's the kind of thing that just makes you depressed or wild after you read about it.",0,1,-0.7,0.6,negative,this is a dummy text,0,1,0,1,"The utterance expresses a strong emotional reaction to a tragic situation, indicating feelings of sadness and frustration about inaction regarding a serious issue. It reflects a desire for acknowledgment of these feelings, suggesting a need for empathy.",0,2,1,0
"One thing that I anticipated a lot was the first time that I went to play Dungeons and Dragons. It was with a group of friends and they were all really into the game and I didn't know anything about it. So people were like, yeah, you'll be fine. But I didn't know what I was doing. And I felt kind of dumb. But at the end of the day, they also had fun. I tried my best. And it was really fun. And after that, I was looking forward to the next session.",1,1,0.5,0.5,positive,this is a dummy text,0,2,0,1,The utterance reflects a personal experience where the speaker shares their feelings of uncertainty and self-doubt while also expressing enjoyment and anticipation for future experiences. This indicates a mix of seeking empathy through sharing their feelings and providing a narrative that others can relate to.,0,1,1,1
"So yeah, that's actually correct. I was playing with an entire different group of people who were already very into it. And it was interesting because they all already knew what they were doing and I didn't. But yeah, I think it went pretty well. And yeah, that's what got me into that hobby.",0,0,0.6,0.2,positive,this is a dummy text,0,2,0,0,The utterance primarily describes a personal experience and reflects on a positive outcome without seeking or providing empathy.,0,0,0,0
"Yeah, I've actually been playing for a while now. and with the same group I changed groups a few times but yeah like I always get excited when we're going to play another session",0,0,0.8,0.7,positive,this is a dummy text,0,2,0,0,"The utterance expresses excitement about playing with a group, indicating a positive emotional experience but does not seek or provide empathy towards another person.",0,1,0,0
Once I was having dinner and it was like a really good Italian place and I was having the time of my life eating stuff and suddenly I opened a ravioli and there was like a huge hair baked into it that's like super super gross and it kind of ruined the evening for me it was like,1,1,-0.5,0.5,negative,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience that combines a positive emotion (enjoying dinner) with a negative turn (finding a hair in the food), indicating a desire to share this experience rather than seeking or providing empathy.",0,1,0,0
yeah I did end up complaining actually the manager wasn't that helpful they were also telling me that I had was trying to scam the restaurant which made me more mad because I think that they were trying to cover for the for the cook who did that and it just kind of ruined the reputation of that restaurant for me,0,1,-0.7,0.6,negative,this is a dummy text,0,2,0,1,"The utterance expresses frustration and disappointment regarding a negative experience with a restaurant manager, indicating a need for understanding and validation of feelings.",0,1,1,0
I think it's more like a tactic. I don't think it's like that common that people scam and I think that's really really bad behavior on the part of the of the restaurants because even if someone is trying to scam like the restaurant it's still like something that they should take into account and I don't think you can fake a hair inside of the food,0,0,-0.5,0.2,negative,this is a dummy text,0,0,0,0,"The utterance expresses a personal opinion about a situation involving restaurants and scams, focusing on the behavior of restaurants rather than seeking or providing empathy towards another person.",0,0,0,0
so this is going to sound really crazy but I think I may have actually seen a ghost the other night like I was walking and it was the middle of the night and it was in the countryside so there was no one around and I was feeling pretty nervous you know it's dangerous and stuff but then I saw two little lights like the reflections from eyes and I thought it was a dog or something but I shine my flashlight over there and then I see that the two dots like stand straight up and I just I was so terrified I ran all the way back home.,1,1,-0.7,0.8,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of fear and nervousness, indicating a desire to be heard and understood regarding a frightening encounter.",0,2,0,0
"Look, I don't know, but I feel like it might have been something weird. I found it like super, super scary. So maybe it was someone, even if it was someone, that's still pretty scary that they were hanging out in the middle of the night in a road like a countryside road I still think that's pretty scary but I don't know there are so many things that you can't explain",0,1,-0.6,0.7,negative,this is a dummy text,0,0,0,1,"The utterance expresses a personal feeling of fear and uncertainty about a situation, indicating a desire to be heard and understood regarding these emotions.",0,2,1,1
I'm okay now but I went straight home running made it home like I was sweating it was like super weird experience and I couldn't sleep at all after that now I'm doing okay but I try to about it avoid that road,0,1,-0.5 (indicating a negative experience related to the situation described),0.5 (indicating moderate emotional intensity due to the stressful experience),negative,this is a dummy text,0,2,0,1,"The speaker is sharing a personal experience that involved stress and discomfort, indicating a need for understanding and acknowledgment of their feelings.",0 (the speaker is primarily focused on their own experience),1 (the speaker expresses a weak emotional response by describing their experience),0 (there is no indication that the listener is demonstrating understanding of the speaker's feelings),0 (the speaker does not invite further exploration of their feelings or situation)
"The thing that made me angry last weekend that I was furious was that I got a flat tire in the middle of the road. I was driving back home from a night out and suddenly I realized that my tire is flat so I pulled over to the side of the road and I realized that there was like a spike, like a railroad spike inside of my tire. So someone left that outside on the road and now I have to pay like a lot of money to get a new tire.",1,1,-0.6,0.6,negative,this is a dummy text,0,2,0,0,The utterance expresses frustration and anger about a negative experience (getting a flat tire) but does not seek or provide empathy to another person.,0,1,0,0
"I mean maybe, I don't know. But I feel like there are better methods to confront that conflict than just to start damaging other people's property especially something that is as expensive as a car tire you know i feel like if they would confront me directly and tell me that they have a problem with me i feel like we could do something about it",0,1,0.3,0.2,neutral,this is a dummy text,0,0,0,1,"The utterance expresses a personal opinion about conflict resolution and suggests a desire for direct communication rather than destructive actions. It reflects a level of self-awareness and consideration for others' feelings, indicating a mild seeking of empathy.",0,1,1,1
"that's what I'm saying, they could have actually killed me and thankfully there was no traffic or anything but yeah, that's really something that makes me furious like, actually furious",0,1,-0.7,0.8,negative,this is a dummy text,0,2,0,1,"The speaker is expressing strong feelings of anger and frustration about a dangerous situation they experienced, indicating a need for their emotions to be acknowledged.",0,2,0,0
"A friend of mine, one of my best friends actually, just left her job. I feel like it was out of the blue. But then I heard from her that she's actually starting her nursing career. So she's going to change her entire career from finance to nursing. and I think that's great. I trust that she will do her best and I trust that she will have a great career.",1,1,0.8,0.5,positive,this is a dummy text,0,1,0,0,"The utterance expresses a mix of surprise and support regarding a friend's career change, indicating a positive sentiment towards the friend's decision. However, it does not explicitly seek or provide empathy, as it primarily focuses on the speaker's thoughts about the friend's situation rather than engaging with the friend's emotions.",0,1,1,0
Yeah I mean she it has to be difficult to just like change your career like that for something completely different but I also think that it's great that she's doing something that will actually help people and I trust that with her personality and her drive she will she will do great.,0,0,0.6,0.5,positive,this is a dummy text,1,1,0,2,"The utterance expresses understanding and support for someone else's career change, acknowledging the difficulty of the situation while also highlighting the positive aspects of the decision. This indicates a provision of empathy towards the person being discussed.",2,1,1,1
Yeah she told me that she always dreamed of working in like medicine and stuff like that and now that she actually has a shot in nursing school I think well she should take that route and follow her dreams,0,0,1,0.5,positive,this is a dummy text,0,2,0,2,"The utterance expresses support and encouragement for someone pursuing their dreams, indicating an understanding of their aspirations and emotions.",2,1,1,0
"So, I feel like so happy right now, because my sister has finally, finally finished college. And it took her like 6 years or something like that. So she changed her major a couple times, but now that she finally is out of college I’m overjoyed",1,1,1,0.8,positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal feeling of happiness and joy regarding a significant achievement of the speaker's sister, indicating a positive emotional experience that the speaker is sharing.",0,2,0,0
"It was my sister actually. Yeah, so I'm really glad that's done and now that she can actually take part in the working world you know do you have any experience like that?",0,1,0.7,0.5,positive,this is a dummy text,2,2,2,1,"The utterance expresses a personal experience related to the speaker's sister and conveys a sense of relief and happiness about her entering the working world. The speaker also seeks to connect by asking the listener if they have similar experiences, indicating a desire for shared understanding.",0,1,1,1
oh that's great I'm sure that he will do great and hopefully he can finish college before it's another like six years.,0,0,0.8,0.5,positive,this is a dummy text,1,0,0,0,"The utterance expresses a positive sentiment about someone else's achievements and hopes for their future, but it does not explicitly seek or provide empathy. It is more of a supportive statement rather than an empathetic one.",2,1,0,0
So as you know I am a big fan of boxing and tonight is the finals at the Olympics of boxing and one of the finalists is from my country so I'm very excited. As soon as I finish work I want to go home and watch the finals because maybe he can get a gold medal,1,1,1,0.8,positive,this is a dummy text,0,2,0,0,"The utterance expresses excitement and anticipation about a boxing event, focusing on the speaker's positive emotions regarding a national representative. There is no indication of seeking or providing empathy towards another person.",0,1,0,0
yeah thank you so it's probably I'm gonna leave now because I'm too excited I cannot focus on my work and even if he loses the finals he gets a silver medal so it's like anyway it's good,0,1,0.7,0.8,positive,this is a dummy text,0,1,0,0,"The utterance expresses a mix of excitement and a positive outlook despite a potential loss, indicating a personal emotional state without seeking or providing empathy to another person.",0,1,0,0
