text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label,reason
"Yeah, I've had ones that haven't gone that well, but it's really refreshing to have a different experience in that field.",0,0,0.316,-0.193428571428571,positive,this is a dummy text,0,2,0,0,"The utterance reflects a personal experience that acknowledges both negative and positive aspects, indicating a level of self-reflection. However, it does not explicitly seek empathy or provide it to another person. The emotional reaction is weak, and there is no exploration of the other person's feelings. The focus is primarily on the speaker's own experiences rather than engaging with another's emotions."
I have a presentation right now at work and I have been doing my best to like get everything right and everything and instead of being nervous I'm really looking forward to it because I know I will like completely ace it you know? Do a really really good job there.,1,1,0.443176470588235,-0.0923529411764706,positive,this is a dummy text,0,1,0,0,"The utterance expresses a positive sentiment about an upcoming presentation, indicating confidence and excitement rather than seeking or providing empathy. The speaker focuses on their own feelings and experiences, which aligns with self-focused communication rather than an exchange of empathy."
"Yeah, I'm usually on the same boat, but right now I feel like I have gotten everything ready and I've done my research and everything is like really solid. So, um, like, surprisingly, I'm really looking forward to it. And I hope that at the end I will be doing, like, even better. I'll be happy. So, yeah, that's, like you said, it's really weird, but it's really great.",0,0,0.4241,-0.0778,positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience and positive feelings about a situation, indicating a focus on the speaker's own emotions and thoughts rather than seeking or providing empathy to another person. The features suggest a positive sentiment and a strong interpretation of their own feelings, but there is no explicit emotional reaction or exploration of another's feelings."
I forgot to take out the trash for like a few days and now it's kind of smelling really really bad it's like almost suffocating inside of my house and so I I take took it out like before the trash man comes so now I feel kind of bad because people will go and pass next to the collection site and they will smell it but I mean what can I do you know,1,1,0.151285714285714,-0.150285714285714,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal concern about forgetting to take out the trash, which has led to feelings of guilt and discomfort. The speaker is primarily focused on their own experience and feelings, indicating a need to be heard and understood regarding their situation. However, there is no explicit request for empathy or emotional support from others, and the emotional intensity is low. The features suggest a focus on self rather than seeking or providing empathy to another person."
"It wasn't far, well I don't know. So far it hasn't been collected so I don't know it's it's like still smells bad because of course it's going to smell bad but but it's now outside and I guess that's better? I feel really bad about the people that pass through. So, well.",0,0,0.0384615384615385,-0.046,negative,this is a dummy text,0,0,0,1,"The utterance expresses a concern for others (""I feel really bad about the people that pass through""), indicating a recognition of their feelings, but it does not explicitly seek empathy or provide a strong emotional response. The overall tone is somewhat neutral with a slight negative sentiment, and the empathy-related features suggest a lack of strong emotional expressiveness or exploration of feelings."
So I've been working on a different time zone than my family. I recently was very surprised when I sent a message and my little cousins just answered me immediately because it was like 4 a.m. in the morning. and they said that they were still like watching TV and doing stuff even though it was like a school night,1,1,0.328111111111111,-0.173444444444444,positive,this is a dummy text,0,2,0,0,"The utterance reflects a personal experience and observation about the speaker's family, particularly their cousins' behavior during a late hour. However, it does not express a need for empathy or seek understanding of feelings, nor does it provide empathy to others. The emotional intensity is low (arousal is negative), and while the sentiment is positive, it lacks emotional expressiveness and exploration of feelings. The focus is primarily on the speaker's experience rather than on seeking or providing empathy."
"Yeah, I mean I was just like very surprised. It was like, you should be getting some sleep, right? I won't say I'm like better than that, but still it was kind of surprising to have like an immediate tex back, you know?",0,1,0.406933333333333,-0.177733333333333,neutral,this is a dummy text,0,1,0,1,"The utterance expresses a personal reaction to a surprising situation, indicating a need for acknowledgment of feelings but does not explicitly seek support or understanding from the listener. The emotional reaction is weak, and while there is a strong interpretation of the situation, there is no exploration of emotions or a direct request for empathy."
nice that is I didn't know that actually it's really interesting I've heard it was done with coke but I had to check that I'm going to set it up like overnight but yeah I may actually check that and see if I can do that.,1,0,0.331090909090909,-0.0874545454545455,positive,this is a dummy text,0,0,0,0,"The utterance is primarily focused on sharing information and expressing interest in a topic rather than seeking or providing empathy. The emotional features indicate a low arousal level and a positive sentiment, but there are no explicit emotional reactions, interpretations, or explorations that would suggest empathy is being sought or provided."
So one of our friends actually has been working on research as well and it's been like only a year that she's been working on that but she has managed to put out five papers like as first and goddamn and that is like really surprising to me because that is like really impressive right?,1,1,0.298666666666667,-0.088,positive,this is a dummy text,0,2,0,0,"The utterance expresses admiration for a friend's accomplishments in research, indicating a positive sentiment and recognition of their hard work. However, it does not seek or provide empathy, as it focuses on sharing information rather than addressing feelings or emotions. The emotional reaction is weak, and there is no exploration of feelings or personal connection."
"Something that really grossed me out recently is when I bought a coffee from Starbucks and suddenly I opened it and a fly flew out. So it apparently was inside of the coffee when they were doing the... they would they pour it out, pour it in and then close it and yeah that is that is pretty gross I think.",1,1,0.180923076923077,-0.0390769230769231,negative,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience that is unpleasant and gross, indicating a need for recognition of the speaker's feelings. However, it does not actively seek empathy from the listener or provide empathy to someone else. The emotional intensity is low (arousal is slightly negative), and the sentiment is negative, suggesting discomfort rather than a strong emotional plea for understanding. The focus is primarily on the speaker's own experience (who = 0), and there is no strong emotional reaction or exploration of feelings."
I actually have no idea how it ended up going there but like I assume it might have gone inside after it was burned or something but the fact that it was inside of the cup is like really concerning you know,0,1,0.155,-0.2255,negative,this is a dummy text,0,0,0,0,"The utterance expresses concern about a situation but does not explicitly seek or provide empathy. It reflects a degree of confusion and worry, but lacks emotional expressiveness, understanding, or exploration of feelings. The features indicate a negative sentiment with low arousal and no emotional reactions, interpretations, or explorations present."
"Oh no, I just poured it out on the nearby plant and went to get something else because it was gross. I didn't want to risk it, you know?",0,1,0.087,0.056,negative,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience of a minor mishap (pouring something out) but does not seek or provide empathy. The speaker is sharing a fact about their actions without indicating a need for understanding or emotional support. The observed features indicate a low emotional intensity (arousal) and a slightly negative sentiment, but there is no strong emotional reaction, interpretation, or exploration present."
"Yeah, that is a good idea, I think. I haven't tried it because I don't want to make him upset, but yeah, I think at this point it's time for taking these kinds of measures and I don't think it's unreasonable, you know?",1,1,0.267714285714286,-0.138428571428571,neutral,this is a dummy text,0,0,0,0,"The utterance reflects a consideration of taking action while expressing concern about the potential emotional impact on another person. However, it does not explicitly seek or provide empathy, as it lacks strong emotional reactions, interpretations, or explorations. The sentiment is neutral, and the focus is primarily on the speaker's thoughts rather than on the feelings of another person."
"I felt a lot of fear once in my life when I was in a period where I didn't know if I was going to be able to afford rent. I was really stressed out, really nervous. I just didn't know. And living with that uncertainty that I was either going to be kicked out of the apartment or being able to stay there, it was terrifying. It really, really, really messed me up for a long time.",1,1,0.068,-0.0519090909090909,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of fear and stress related to financial uncertainty, indicating a need to be heard and understood. The speaker is sharing their feelings and the impact of that experience, which aligns with seeking empathy."
"Yeah, I feel like it was affecting every single part of my life. like I was always nervous I was always like I felt a step away from a breakdown you know it was completely overwhelming everything this nervousness this anxiety this fear it was really really rough to live through that and yeah I hope you never lived through that it's it's something that is really rough on anyone and I think now I'm glad that I'm no longer in that situation.",0,1,0.12264,0.10216,negative,this is a dummy text,1,2,0,1,"The utterance expresses a personal experience of overwhelming anxiety and nervousness, indicating a need for understanding and acknowledgment of these feelings. The speaker reflects on their past struggles and hopes the listener has not experienced similar difficulties, which suggests a desire for empathy. The emotional intensity is moderate, and the speaker's emotional reaction is strong, indicating a significant personal impact. However, the exploration of emotions is weak, as there are no specific questions directed at the listener to help them explore their feelings. Overall, the focus is primarily on the speaker's own experiences and feelings, aligning with the need for empathy."
"So, a recent thing that has made me feel... well, not that recent, but it made me feel very happy with myself, very content with myself, was when I was able to cook for over 20 people, like, on a really big get-together. I didn't know how to cook these dishes, but thanks to YouTube I was able to prepare something really nice. And I think it's really great that we have this technology now that we have access to all of this information, you know?",1,1,0.524857142857143,-0.0899285714285714,positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal achievement and positive feelings about cooking for a large group, but it does not seek or provide empathy towards another person. The focus is on the speaker's experience and the benefits of technology, rather than on emotional connection or understanding with another individual."
"I mean, there were, sure, some batches that didn't make the cut. But other than that, yeah, it was really great. People had a really good time. Some people even complimented me on the cooking. but yeah it went really well that time that's why I think it's a very prominent memory you know.",0,0,0.340588235294118,-0.185058823529412,positive,this is a dummy text,1,2,0,0,"The utterance reflects a positive experience and a sense of pride in the cooking event, indicating a personal reflection rather than a need for empathy or an expression of understanding towards someone else's feelings. The emotional reaction is strong, but the focus remains on the speaker's own experience rather than seeking or providing empathy."
No it was a celebration it was my niece's third third birthday so a lot of people chipped in for the same thing but yeah the person that was going to cook was no longer able to attend so we had to figure out how to do it.,0,0,0.366307692307692,-0.148,neutral,this is a dummy text,0,2,0,0,"The utterance describes a situation involving a celebration and logistical challenges without expressing a need for emotional support or understanding. The emotional features indicate a neutral sentiment and weak emotional reaction, suggesting that the speaker is sharing information rather than seeking or providing empathy."
It was mostly me doing everything.,0,0,0.0,0.0,neutral,this is a dummy text,0,2,0,1,"The utterance ""It was mostly me doing everything"" reflects a focus on the speaker's own experience and feelings, indicating a need to be heard and understood. The neutral sentiment and low emotional reaction suggest that the speaker is expressing a sense of burden or frustration without strong emotional intensity. The interpretation value of 2 indicates a recognition of the situation but does not provide a strong empathetic response or exploration of feelings. Therefore, it aligns with seeking empathy as the speaker is highlighting their own experience."
"So one of the things that has been... that surprised me recently is the fact that my brother was able to build a fence, like a chain link fence, to set it up all by himself without needing to call any specialists or anything. He just set it up all himself and I mean, he saved some money but it was pretty... Really surprising.",1,1,0.2805,-0.0844,positive,this is a dummy text,0,2,0,0,"The utterance primarily focuses on the speaker's surprise and admiration for their brother's ability to build a fence independently. It does not express a need for emotional support or understanding, nor does it provide empathy towards another person's feelings. The conversation is more about sharing an observation rather than seeking or providing empathy."
"So he usually never does manual labor. He only works on accounting and those kind of stuff. So I never took him as a handyman, but he was able to do it.",0,1,0.368,-0.133777777777778,neutral,this is a dummy text,0,2,0,0,"The utterance is primarily factual and descriptive, discussing someone's work habits and abilities without expressing or seeking emotional support or understanding. The observed features indicate a neutral sentiment and lack of emotional reaction, which aligns with a straightforward exchange rather than an empathetic one."
"I am really looking forward to seeing my nephew's first competitive football game. He's been working hard. He's like 12, but he's working very hard and I know that he's going to do well in that game.",1,1,0.293538461538462,0.202153846153846,positive,this is a dummy text,0,2,0,0,"The utterance expresses excitement and anticipation about a family member's achievement, but it does not seek or provide empathy. It focuses on the speaker's feelings regarding their nephew's efforts and upcoming game without addressing any emotional needs or experiences of another person."
"He's been playing football for years now, but only in his school league, I think. but he's now going to go for the first time into like the National League",0,0,0.330181818181818,-0.181454545454545,neutral,this is a dummy text,0,2,0,0,The utterance is primarily factual and does not express a need for empathy or provide empathetic understanding. It discusses someone's experience in football without any emotional engagement or exploration of feelings.
"I think he does. He's going to... He has been doing great so far, but yeah, I think this is like the big test, you know? He's going to check his performance against like other kids that are right now in some manner like professional so I think he's I'm hoping he does really well you know",0,1,0.4262,-0.1527,positive,this is a dummy text,0,0,0,0,The utterance expresses a hopeful sentiment regarding someone else's performance but does not explicitly seek or provide empathy. It focuses on the person's thoughts about another's situation without emotional expressiveness or exploration of feelings.
"So one of the things that frustrates me a lot, particularly about my family, is that they can never get along. They never like... even in things that are very minor, like choosing what to eat in a family gathering they can never choose a single thing they always have like very different ideas and it's really frustrating because sometimes I have to cook and I have to cook like seven different dishes so it's it's really really something that's frustrating about",1,1,0.202258064516129,-0.176645161290323,negative,this is a dummy text,0,2,0,1,"The utterance expresses frustration about the family dynamics and the challenges faced during family gatherings, indicating a need to be heard and understood. The speaker is sharing their feelings about a personal experience, which aligns with seeking empathy. However, the emotional reaction is weak, and there is no exploration of emotions or strong interpretations, suggesting that while the speaker is seeking empathy, the expression is more focused on their own frustrations rather than inviting a deeper empathetic response from the listener."
"yeah, and I guess I shouldn't be this angry about it but like, after working, after having to do stuff all day you get home and everyone's supposed to come over and like socialize with each other and they're like, oh no, I don't want this, no, I don't want that It's... it kind of gets frustrating, you know?",0,1,0.2803,-0.051,negative,this is a dummy text,0,1,0,1,"The utterance expresses frustration and a need for understanding regarding the speaker's feelings about social interactions after a long day. The speaker acknowledges their anger but also seeks recognition of their emotional state. The interpretation feature indicates a strong understanding of the speaker's feelings, but there is a lack of emotional expressiveness and exploration in the response. This suggests that the speaker is primarily seeking empathy rather than providing it."
"I think so. Yeah, I think that would, that could work. I... at this point I have tried a lot of things but I guess I have to be patient with them because everyone's different but yeah that's something I will be trying I guess.",0,1,0.281466666666667,-0.280933333333333,neutral,this is a dummy text,0,2,0,0,"The utterance reflects a person's contemplation about their situation and acknowledges the need for patience, indicating a degree of self-reflection. However, it does not explicitly seek or provide empathy towards another person. The emotional features suggest a neutral sentiment with low emotional expressiveness and weak exploration of feelings, which aligns more with a straightforward exchange rather than an empathetic interaction."
yeah it's really good to be able to trust your friends you know it's something really nice that you know that you have someone to fall back on and that they will always be there for you we should be really grateful that there are people like that in the world,1,1,0.452285714285714,-0.179714285714286,positive,this is a dummy text,1,0,0,0,"The utterance expresses a positive sentiment about trust and gratitude towards friends, indicating a recognition of the importance of supportive relationships. However, it does not explicitly seek empathy or provide a strong understanding of another's feelings, as the emotional reaction is strong but lacks specific interpretations or explorations of emotions. The focus is more on the speaker's feelings about friendship rather than on another person's experience."
"So I feel really happy that all the things that I ordered from a store online actually arrived early. This was a few months ago, but they arrived early and everything was in perfect condition. And they arrived like one week before they were supposed to. So that's really great.",1,1,0.289733333333333,-0.1684,positive,this is a dummy text,0,2,0,0,"The utterance expresses a personal experience of happiness regarding a positive event (the early arrival of online orders) but does not seek or provide empathy towards another person. The focus is on the speaker's own feelings and experiences, with no indication of emotional support or understanding directed towards someone else."
I was buying some motorcycle parts like I don't think they make them anymore so I ordered from collectors but they actually arrived early and I didn't think that was going to happen because it's from from some place in Europe they they arrived and everything was in perfect order and everything was alright,0,0,0.411538461538462,-0.0821538461538461,positive,this is a dummy text,0,2,0,0,The utterance is primarily focused on the speaker's experience of ordering motorcycle parts and the positive outcome of that experience. It does not express a need for empathy or provide empathy to another person. The emotional features indicate a positive sentiment but lack emotional expressiveness or exploration of feelings.
"One of the experiences that I have had while working from home that actually really spooked me was when I was late at night working on something and I was already kind of sleepy and stuff but I was just minding my own business and suddenly I hear like a big crash against my window and I was really really spooked I thought someone had like thrown a stone or something or someone was trying to get in the house and I really felt scared and it turns out it was a bat, a bat flew right to the window and I mean I'm kind of scaredof bats but it was mostly the surprise and the spook",1,1,0.1852,-0.110628571428571,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of fear and surprise, indicating a need to be heard and understood regarding the emotional impact of the situation. The speaker shares their feelings of being spooked and scared, which aligns with seeking empathy. However, the emotional reaction is weak, and there is no exploration of emotions or strong interpretations from the listener's perspective."
yeah it was like when i wasn't here it was um like in the middle of nowhere basically like in in uh the countryside and everything was completely quiet like you said it was very peaceful and suddenly you hear someone trying something like it sounds like someone trying to get into the house but it was just a bat being blind i guess,0,0,0.375444444444444,-0.299,neutral,this is a dummy text,0,2,0,0,"The utterance describes a personal experience in a calm and reflective manner, focusing on the speaker's own feelings and observations rather than seeking or providing empathy towards another person. The emotional intensity is low (arousal: -0.299), and the sentiment is neutral, indicating that the speaker is not expressing a need for empathy or offering it to someone else. The interpretations score is high (2), suggesting a strong understanding of the situation, but this does not translate into an empathetic exchange. Overall, the conversation is more about sharing a personal experience than engaging in an empathetic dialogue."
Yeah I did check that the bat was... I went outside because I didn't know if someone was... or something was wrong. I saw yeah I actually saw the bat like trying to still trying to get into the house by flying into the windows but yeah at that point I mean it's just an animal so I let it be but it was pretty spooky,0,1,0.0107368421052632,-0.103578947368421,neutral,this is a dummy text,0,2,0,0,"The utterance describes an experience with a bat and expresses a sense of unease (""it was pretty spooky""), but it does not explicitly seek or provide empathy. The speaker reflects on the situation without indicating a need for understanding or emotional support from others. The emotional features indicate a neutral sentiment and weak emotional reaction, further supporting that this is not an empathetic exchange."
"So, one of the things that has made me sad is the fact that my brother made a promise to me and he ended up just breaking it without a second thought.",1,1,0.137111111111111,-0.318666666666667,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal feeling of sadness due to a broken promise, indicating a need to be heard and understood. The speaker is focusing on their own emotional experience, which aligns with seeking empathy. The emotional reaction is weak, and there is no exploration of emotions, but the high interpretation score suggests a clear understanding of the situation."
"Okay. So, one of the things that really disgusts me is when people take advantage of each other. And a really disgusting situation was when a former friend of mine told me that he steals money from his 5 year old saving jar Just to use them for like public transport and stuff. But I mean, that is like, I think that's pretty disgusting behavior.",1,1,0.113615384615385,-0.0531538461538462,negative,this is a dummy text,0,2,0,0,"The utterance expresses a personal feeling of disgust towards a situation involving a former friend, indicating a focus on the speaker's own emotional response rather than seeking or providing empathy to another person. The emotional reaction is weak, and there is no exploration of the feelings of others involved. The attention is primarily on the speaker's own feelings about the situation."
"He told me that he, like, when he goes outside, he usually forgets to take change for, like, the bus or whatever. And he says that since his five-year-old savings jar is there, like, he just takes it because, Like that's at the end of the day his money, not his kids.",0,1,0.256777777777778,-0.224111111111111,neutral,this is a dummy text,0,2,0,0,"The utterance primarily focuses on a personal experience related to financial decisions and does not express a need for empathy or provide empathy towards another person. The emotional intensity is low (arousal is negative), and the sentiment is neutral, indicating a straightforward sharing of information rather than an emotional exchange. The interpretations score is high, suggesting some understanding of the situation, but there is no emotional reaction or exploration of feelings present."
"Oh, he told me he only takes stuff. He never puts anything back.",0,0,0.204,-0.1725,negative,this is a dummy text,0,2,0,0,"The utterance expresses a negative sentiment about someone taking things without returning them, indicating a feeling of frustration or disappointment. However, it does not seek or provide empathy, as it is more of a straightforward observation about someone's behavior rather than an expression of feelings that need to be acknowledged or understood. The emotional reaction is weak, and there is no exploration of emotions or a direct appeal for empathy."
"One of the things that makes me angry, and it's really really simple, is my internet right now. It's been pretty choppy and I can't... It can upload large files, but when I try to watch a YouTube video it's like in the lowest resolution possible and it makes no sense and I have tried to call the company but they can't help me and it's really frustrating, you know?",1,1,0.233384615384615,-0.110615384615385,negative,this is a dummy text,0,2,0,0,The utterance expresses frustration and anger about a personal issue (internet problems) but does not seek or provide empathy towards another person. The speaker is focused on their own experience and feelings without inviting empathy or understanding from the listener.
I haven't tried that but Maybe I should do that. I don't know if that will make a difference though,0,0,0.282,-0.106,neutral,this is a dummy text,0,0,0,0,"The utterance expresses uncertainty and contemplation about trying something new, but it does not explicitly seek or provide empathy. The emotional features indicate a low arousal and a neutral sentiment, suggesting a lack of strong emotional engagement. There are no indications of emotional reactions, interpretations, or explorations that would suggest empathy is being sought or provided."
"Oh, the home network from my apartment and it's not working.",0,0,0.422,-0.2075,negative,this is a dummy text,0,2,0,0,"The utterance expresses a technical issue regarding the home network, which is a straightforward statement without any emotional appeal or need for empathy. The observed features indicate a negative sentiment but lack emotional expressiveness or a request for understanding. Therefore, it does not fit into the categories of seeking or providing empathy."
"I'm not sure actually, it's just...",0,0,0.448,-0.46,neutral,this is a dummy text,0,0,0,0,"The utterance ""I'm not sure actually, it's just..."" indicates uncertainty and does not explicitly seek or provide empathy. The emotional features show a neutral sentiment with low arousal and no strong emotional reactions, interpretations, or explorations. This suggests that the speaker is not expressing a need for empathy or providing it to someone else."
So I'm pretty optimistic about my future right now. I feel that whatever's coming next I will be able to tackle it perfectly. I think having positive thoughts about the future is a really nice thing. So I'm looking forward for like the next few years.,1,1,0.523555555555556,-0.0783333333333333,positive,this is a dummy text,0,0,0,0,"The utterance expresses a personal sense of optimism and positivity about the future, focusing on the speaker's own feelings and thoughts rather than seeking or providing empathy towards another person. There is no indication of emotional support or understanding directed towards someone else, nor is there a request for empathy."
"Yeah, it's like pretty great honestly. I don't know if like things will go my way, but we have to put trust on that things will go well sometimes, right?",0,1,0.320307692307692,-0.208307692307692,positive,this is a dummy text,0,0,0,0,"The utterance expresses a positive sentiment and reflects a hopeful outlook, but it does not explicitly seek or provide empathy. The speaker is sharing their thoughts on trust and optimism without directly addressing the feelings of another person or seeking acknowledgment of their own feelings. The empathy feature values indicate a lack of emotional expressiveness, understanding, or exploration of emotions, which further supports the classification as a straightforward exchange."
One of the things that surprised me today was that I was able to wake up before my alarm. usually I sleep in but today I just woke up and checked the clock and it was like five minutes before my alarm which is which was neat I think.,1,1,0.27825,-0.19075,positive,this is a dummy text,0,2,0,0,"The utterance reflects a personal experience that is primarily focused on the speaker's own feelings and observations, without seeking or providing empathy towards another person. The emotional intensity is low (arousal: -0.19075), and while there is a positive sentiment, it does not indicate a need for empathy or an understanding of another's feelings. The features suggest a straightforward sharing of a personal moment rather than an empathetic exchange."
No that's the funny thing like I actually only slept like six hours instead of the usual eight but I ended up waking up early and feeling refreshed and I think that's weird but I mean it's a welcome weird instead of a bad weird.,0,1,0.126526315789474,-0.158842105263158,positive,this is a dummy text,0,1,0,0,"The utterance reflects a personal experience and observation about sleep, indicating a focus on the speaker's own feelings and thoughts rather than seeking or providing empathy towards another person. The emotional intensity is low (arousal is negative), and while there is a positive sentiment, it does not involve an emotional reaction or exploration of feelings related to another person. Therefore, it does not fit the criteria for seeking or providing empathy."
"Oh, I hadn't thought of that. I will be on the lookout if anything goes wrong, you know.",0,0,0.164333333333333,-0.118333333333333,neutral,this is a dummy text,0,0,0,0,"The utterance reflects a neutral acknowledgment of a situation without expressing a need for understanding or providing emotional support. The speaker does not demonstrate strong emotional reactions, interpretations, or explorations, indicating a straightforward exchange rather than an empathetic one."
"Um... No, well, yeah, I did. So maybe that's why.",0,0,0.0,0.0,neutral,this is a dummy text,0,2,0,0,"The utterance reflects a neutral sentiment and does not explicitly seek or provide empathy. The emotional reaction is weak, and while there is a strong interpretation (indicating some understanding), there is no exploration of emotions or a clear focus on the other person. Therefore, it does not fit the criteria for seeking or providing empathy."
So yesterday I was walking at night and suddenly realized that it got cloudy really really fast and it started like lightning started to appear and thunder and everything so I was actually got really scared because I was far away from from home and if I were to be caught in the storm I would it wouldn't be the best thing so I was like fearing for my life while running to my house,1,1,0.0815,-0.0151,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal experience of fear and anxiety during a storm, indicating a need for understanding and acknowledgment of those feelings. The speaker is focused on their own emotional state, which aligns with seeking empathy. However, the emotional reaction is weak, and there is no exploration of emotions or strong interpretations from another party."
"yeah like I did make it and I don't think if there was a storm It was very late at night so I just went and slept. But yeah, the lightning was... I feel like it was really close. And I'm really afraid of getting struck by lightning. I know it's very rare, but it can happen, man.",0,1,0.0318666666666667,0.0233333333333333,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal fear and concern about lightning, indicating a need for understanding and acknowledgment of those feelings. However, it does not explicitly seek empathy from another person, nor does it provide empathy to someone else. The emotional reaction is weak, and while there is a strong interpretation of the fear expressed, there is no exploration of emotions or a direct request for empathy."
yeah I actually know someone who was struck by lightning once but I mean they were fine but they had like um burns in some parts of their legs,0,0,0.142,-0.1155,neutral,this is a dummy text,0,2,0,0,The utterance shares a personal anecdote about someone who experienced a traumatic event (being struck by lightning) but does not express a need for empathy or provide emotional support. The speaker's focus is on the event rather than on the feelings of the person they are speaking to or their own feelings. The emotional features indicate a neutral sentiment with weak emotional expressiveness and no exploration of feelings.
yeah that's it's really rare but it does happen,0,0,0.073,0.083,neutral,this is a dummy text,0,0,0,0,"The utterance is a neutral statement that does not express a need for empathy or provide empathy to another person. It lacks emotional intensity, specific emotional reactions, and does not demonstrate understanding or exploration of feelings."
"So, one thing that made me sad, it was when I got one of the new bills and I was walking along, moving stuff from my wallet and it blew away by the wind and crossed the street and I just tried to chase after it but I couldn't make it and at the end I was really sad.",1,1,0.014,-0.155176470588235,negative,this is a dummy text,1,2,0,1,"The utterance expresses a personal experience of sadness related to losing a bill, indicating a need to be heard and understood. The emotional reaction is strong, and the interpretation shows a good understanding of the feelings involved. However, there is a lack of exploration, which suggests that the speaker is primarily seeking empathy rather than providing it."
"It was pretty strong. I was, well my hair was flying and going all over the place and like I was just trying to get some money to buy something and it like blew away",0,1,0.5224,-0.0017999999999999,positive,this is a dummy text,0,2,0,0,"The utterance describes a personal experience that seems to convey a sense of challenge or difficulty, but it does not explicitly seek empathy or express a need for understanding. The emotional intensity is low (arousal close to 0), and while the valence is positive, it does not indicate a strong emotional reaction or exploration of feelings. The focus is primarily on the speaker's experience rather than on seeking or providing empathy."
"It was a small bill so it wasn't that bad but yeah, I lost money",0,1,-0.1576,0.0012,negative,this is a dummy text,0,2,0,0,"The utterance reflects a mild acknowledgment of a negative experience (losing money) but does not actively seek or provide empathy. The low arousal and negative valence indicate a subdued emotional state, and the lack of emotional reaction suggests that the speaker is not expressing strong feelings. The interpretation score is high, indicating an understanding of the situation, but the exploration score is low, showing a lack of engagement in exploring the speaker's emotions further. Overall, this conversation does not fit the criteria for seeking or providing empathy."
"I remember one time when I was like back in college when my group of friends to went to have dinner together and we were all supposed to go and I was on my way there but I got caught in traffic and I couldn't like make it and I didn't I have my phone so I didn't know what would, or I couldn't tell them. And in the end, they actually ended up waiting for me. And I arrived like an hour later or something, and they were all there and they were all concerned. Instead of being angry, they were really understanding. So I'm glad that they acted like that that time.",1,1,0.186,-0.181515151515152,positive,this is a dummy text,0,2,0,1,"The utterance reflects a personal experience where the speaker shares a past event involving their friends' understanding and concern, indicating a need to be heard and understood. However, the speaker does not explicitly seek empathy or express strong emotional reactions, nor do they ask questions to explore feelings. The focus is primarily on their own experience rather than on the feelings of others."
"Well, yeah, I actually am very glad that I have them. I don't know why your group of friends would be like that or how would they act?",0,0,0.38575,-0.0405,positive,this is a dummy text,0,0,2,0,"The utterance expresses a positive sentiment about having friends but does not seek or provide empathy regarding the other person's situation. The speaker is more focused on their own feelings and is asking a question about the other person's friends, which indicates curiosity rather than empathy. The emotional reaction and interpretations are weak, while explorations are strong, but the overall context does not indicate a need for empathy."
"Well, that is certainly something. Well, I'm sure they love you underneath the hard exterior.",0,0,0.2072,-0.1352,positive,this is a dummy text,1,0,0,2,"The utterance expresses an attempt to provide empathy by acknowledging the situation and suggesting that there is love beneath a hard exterior. However, it lacks strong interpretations and explorations, indicating a more generic response rather than a deep understanding or exploration of the other person's feelings. The positive sentiment and emotional reaction suggest an empathetic tone, but the overall focus is on providing reassurance rather than seeking empathy."
"I think one of the happiest moments of my entire life was when I graduated college. I had a really difficult test as a final test and it wasn't even exactly from my major. So I had to study a lot of stuff I didn't study during the major. So when I got the results back and it was like, oh yeah, you passed. I was overjoyed with emotion.",1,1,0.275909090909091,-0.0157272727272727,positive,this is a dummy text,0,2,0,0,"The utterance primarily focuses on the speaker's personal experience and emotions related to their graduation, expressing joy and relief. However, it does not seek empathy from others nor provide empathy to someone else. The emotional intensity is low (arousal is close to 0), and while there is a positive sentiment, the lack of emotional expressiveness and exploration indicates that the speaker is not looking for empathy or trying to provide it."
yeah like it's it feels really great to to like have accomplished something i don't know if you have had an experience like that,0,0,0.59475,-0.04375,positive,this is a dummy text,0,0,0,0,"The utterance expresses a personal feeling of accomplishment and invites the listener to relate by asking if they have had a similar experience. However, it does not explicitly seek empathy or provide it, as it lacks strong emotional reactions, interpretations, or explorations. The focus is primarily on the speaker's own experience rather than on the listener's feelings."
"Yeah, you feel like ah I did it yeah, let's go!",0,1,0.354,-0.0693333333333333,positive,this is a dummy text,0,0,0,0,"The utterance expresses a sense of shared excitement or affirmation but lacks a clear indication of seeking or providing empathy. The emotional features suggest a positive sentiment, but there is no strong emotional reaction, interpretation, or exploration of feelings. It appears to be more of a straightforward exchange rather than an empathetic interaction."
I'm here at the arcades because I finally got the highest score ever in my case. I mean the highest rank. Now I'm ranked Diamond at Street Fighter. So I feel unstoppable. so I came here to this arcade to play with as many people as possible.,1,1,0.319647058823529,0.05,positive,this is a dummy text,0,0,0,0,"The utterance expresses a personal achievement and excitement about reaching a high rank in a game, indicating a focus on the speaker's own experience rather than seeking or providing empathy towards others. The features show low emotional expressiveness and no indications of understanding or exploring emotions related to others."
