text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label
Thank you. Thanks for saying that to me. I'm glad.,0,1,0.876,0.0566666666666667,positive,this is a dummy text,1,0,0,0
Thanks for asking. Actually they are coming in a few months to visit me and my family. So I'm also very excited about that.,0,1,0.635333333333333,-0.033,positive,this is a dummy text,1,0,0,0
I'm here waiting for my friend I'm gonna see him for the last time in some time because he's moving overseas today he got a job I'm happy for him but at the same time I'm gonna miss him a lot,1,1,0.279166666666667,-0.1925,positive,this is a dummy text,0,0,0,1
"Exactly. He's been always there for me but now that we'll be apart, I don't know if we'll stop being best friends. What if we stop talking to each other just because of time differences.",0,1,0.103,-0.119333333333333,neutral,this is a dummy text,0,2,0,0
Yeah definitely I try to do that like to see him as much as possible or as as often as possible because I don't really want to lose him.,0,1,0.1975,-0.11675,positive,this is a dummy text,0,2,0,0
I lost my credit card the other day at my company and I found it just one hour later in a meeting room but today I just saw a charge for like five hundred dollars so somebody at my company found my card and because they know my information like my birthday they could use it to steal money from me I cannot believe somebody I know like a co-worker or even a friend from the company did that to me,1,1,0.336058823529412,-0.133764705882353,negative,this is a dummy text,0,2,0,1
"Yeah, right? I'm the same as like how somebody we know like here. Like we could find out like they did it but still they didn't care. They took my money.",0,1,0.495111111111111,-0.187111111111111,negative,this is a dummy text,0,2,0,0
"Yes, you are right. I haven't done that. But I will definitely do it because this shouldn't happen in our company. This shouldn't happen to anyone. So I will definitely complain as you suggested.",0,1,0.280333333333333,0.069,negative,this is a dummy text,1,2,0,0
Just the other day I saw this celebrity. She's so famous and she went to our company to give a speech and I didn't know she was so good at talking. I just saw her before singing but she's also good at communicating. It was a speech like a motivational speech and it was awesome.,1,1,0.503764705882353,0.0015294117647058,positive,this is a dummy text,0,2,0,1
"Yeah right, like to get her signature on a CD. But it was a surprise event. Nobody knew that was gonna happen.",0,1,0.447428571428571,0.125428571428571,neutral,this is a dummy text,0,2,0,0
"Yeah, with security guards and everything. I should have been prepared for that, for a celebrity.",0,0,0.4495,-0.0155,neutral,this is a dummy text,0,2,0,0
I guess you are also waiting here to receive the results of the credit. We just got ours and it got approved so we got the credit for this new house. So we are moving soon. We are excited. because we'll finally have a house of our own for our family so hopefully you can also get your credit approved,1,1,0.394111111111111,-0.0852222222222222,positive,this is a dummy text,0,2,0,2
I think you will also get that credit and yeah it's like it's gonna be like it's the same family members but a different house so definitely it's like a new life too so we're looking forward to it.,0,0,0.518142857142857,-0.174285714285714,positive,this is a dummy text,0,0,0,0
I know this is gonna be kind of random but I just had a meeting on Zoom with my boss and other co-workers. My boss he was eating his own snot during that meeting. It was gross.,1,1,0.187272727272727,-0.0885454545454546,negative,this is a dummy text,0,1,0,1
It looked like he was enjoying it. Like it was something delicious or something. It was horrible.,0,1,0.3376,0.1888,negative,this is a dummy text,0,0,0,0
"Yeah, me too. It's like, I don't know. How I'm going to look at his eyes again, knowing that he was eating his snot the other day. I think I want to recover from this.",0,1,0.365666666666667,-0.224833333333333,negative,this is a dummy text,0,2,0,0
So here I am just in front of the movie theater but actually I want to go inside and watch a movie but since I moved here I don't have the chance to go because it's just way too expensive. I don't have the money to spend on that. It really miss going to the movies. Back in my country I used to go at least twice a week and I really enjoy it but here I don't have the chance.,1,1,0.29504,-0.04584,negative,this is a dummy text,0,2,0,1
"I mean I can watch movies at home but the experience of the movie theater, eating popcorn and so on, I don't have the chance anymore. Do you know a place to do all that?",0,1,0.463733333333333,-0.0856,negative,this is a dummy text,0,2,2,0
"You know how much I love driving and going hiking into the mountains Just last weekend I went to my favorite place but for the first time ever while I was driving, It was at night, I saw a bear on the road. I was so scared. I never seen a bear before, like I mean maybe at the zoo but not so close to me. I don't know, I got really scared, I had no idea something like that could happen to me.",1,1,0.2245,0.0045,neutral,this is a dummy text,1,2,0,1
yeah even though I was inside the car because that part of the like the road like I had to have to drive it slowly I could see the bear for a few seconds like very close close to me and the bear looked like angry like it wanted to attack me or something so I got really scared and I just speed up,0,1,0.0899090909090909,-0.0683636363636364,negative,this is a dummy text,0,2,0,0
"Yeah right, just because I tried to escape from the bear maybe I have an accident I'll be careful but I don't know I was shocked, I didn't know what to do",0,0,0.0853333333333333,0.114888888888889,neutral,this is a dummy text,0,2,0,0
"As you know I love training, I go to gym often but since the past month I've been feeling pain here on my chest. I went to see a doctor after I rested for a bit but I didn't get any better so I went to see a doctor. and she recommended me to get an MRI. I just went to the hospital yesterday to get the MRI. I'll get the results in a week but I'm very scared because what if there is something wrong, what if there is something bad happening to me.",1,1,0.121533333333333,-0.0348,negative,this is a dummy text,0,2,0,1
"Not much pain. That's why I thought it wasn't really just my muscle or something. But I mean, I'm just for now, I'm just uncertain, the uncertainty of not knowing what's going to happen to me. If it's something just simple, by taking a medicine, I will get better or something more serious. That's my problem.",0,1,-0.0158571428571429,-0.0567142857142857,neutral,this is a dummy text,0,2,0,0
"Yeah, I will definitely be more careful but right now I don't know the reason why or what caused this pain. So, as soon as I know, hopefully it's not something too bad. I will try to avoid this situation.",0,0,0.0946153846153846,-0.0503076923076923,neutral,this is a dummy text,0,0,0,0
"So, as you know, I've been trying to find a new apartment. I went to see some options around here, like good price and good location. I went there, they told me that it was perfectly fine for me to rent this place. The only communication I had with them was by phone. But as soon as they saw me that I'm a foreigner, they said, oh, no, I'm sorry. We thought you were Japanese but just because you are a foreigner you cannot rent this place and I just didn't say anything to them, I just left, I didn't know what to do.",1,1,0.263538461538462,-0.223461538461538,neutral,this is a dummy text,0,2,0,0
"Yes, it's not fair for us. It's too difficult to to find a place. The agency should help me with these kind of things. They saw my documents, they saw my name. It's obvious I'm a foreigner but I don't know they made me lose my time.",0,1,0.0943529411764706,-0.180470588235294,negative,this is a dummy text,0,2,0,0
"Yes, definitely I will talk to them and mention from the beginning that they should talk with the owner if it's okay to rent to foreigners because it's just like I don't want to go through this again and lose my time and thank you if I cannot find anything by myself in this agency I will definitely ask you for help.",0,0,0.271052631578947,-0.139473684210526,neutral,this is a dummy text,0,0,0,0
We are just about to watch this match and I cannot wait. I've been waiting for this like 10 years for my team to reach the finals and finally it's happening.,1,1,0.052,-0.148181818181818,positive,this is a dummy text,0,2,0,1
"It's a soccer game, the finals in the National League. So I'm very excited because my team has a chance to win the cup this year.",0,0,0.381090909090909,0.0896363636363636,positive,this is a dummy text,0,0,0,0
Ah soccer? You just kick the ball with your feet,0,0,0.0995,0.1725,neutral,this is a dummy text,0,0,0,2
"Yeah sure, maybe you become a fan of football too. It's fun.",0,0,0.5276,0.154,positive,this is a dummy text,0,0,0,0
"Maybe as you have noticed, the last few weeks I've been bringing my own food from home because I'm trying to lose some weight and diet went well for probably, maybe one week because Just on the weekend I ate by myself directly from the bottle like one kilogram of ice cream.",1,1,0.157125,-0.351125,positive,this is a dummy text,0,2,0,0
"I don't know, in part yes, it's been hot these days, but I just, I cannot support just eating healthy food, it's not, it doesn't taste good, so I wanted to eat something good, and I ended up eating just chocolate ice cream.",0,1,0.493176470588235,-0.189294117647059,negative,this is a dummy text,0,2,0,0
"Eh, I guess I cannot do anything about it. Diet can wait.",0,0,-0.138,-0.423333333333333,negative,this is a dummy text,0,0,0,0
and I will continue eating ice cream,0,0,0.3025,-0.279,positive,this is a dummy text,0,0,0,0
"Seeing like a lion here at the zoo. I mean it's the second time I see a lion, this time in a zoo. But the first time I saw one was when I was a child. I went to the circus once. And back then, circus were able to have wild animals. and I got to see this lion making tricks like jumping from one place to another these kind of things it was it was awesome",1,1,0.240451612903226,-0.0755483870967742,positive,this is a dummy text,0,2,0,1
I'm just from here but 20 years ago circus could have animals and now it's forbidden so you can see these kind of animals only at the zoo now,0,1,0.2345,-0.1875,negative,this is a dummy text,0,0,0,0
yeah definitely it's more difficult to see these type of animals around here i don't know maybe it's different in other countries,0,0,0.1095,-0.2145,negative,this is a dummy text,0,1,0,2
nice maybe I should visit your country sounds exciting,0,0,0.6456,0.0776,positive,this is a dummy text,0,0,0,0
"As you know, I just sent my daughter to college, so she had to move to another state to go there. I thought she attended school for the last six months, but she's been lying to me. She called me from the school just last week and turns out that she didn't go to her lessons for the last four months. I don't know what's going on with her and she doesn't answer my calls. I don't know what to do.",1,1,0.269363636363636,-0.197363636363636,negative,this is a dummy text,0,2,0,1
"Yes, I will have to drive there and try to find her in person because there is no other way for me to contact her. I don't know even if she's okay or not. I'm scared.",0,1,0.212666666666667,-0.0102222222222222,negative,this is a dummy text,0,0,0,0
I forgot I had that option I will check here social media and see if I can contact some of her friends maybe that's the i can finally know if she's okay at least,0,0,0.3412,-0.1974,neutral,this is a dummy text,0,0,0,0
yeah for now I just want to to know that she's alright and try to understand why she did this because she's a good daughter so probably something bad happened to her or bad friends I don't know I would try to help her overcome this together,0,1,0.324,-0.0333333333333333,neutral,this is a dummy text,0,0,0,0
"The other day when I was walking around I went to buy some wood for something that I needed to do in my house but the surprising thing is that I just saw some guy walking around with a huge load of lumber on his shoulder and he was just carrying it like it was nothing and it was pretty heavy wood. I think it was like, what, 150 kilograms?",1,1,0.20704,-0.204,neutral,this is a dummy text,0,1,0,1
"Oh yeah, he was like really muscular, but I just found it impressive that people can actually carry around that kind of weight like in everyday life i thought that was like only things that bodybuilders did for like training and stuff",0,0,0.394235294117647,-0.151882352941176,positive,this is a dummy text,0,1,0,0
"Yeah, maybe. Like, I didn't know that working in that profession made you like so strong, but it's pretty amazing, you know?",0,1,0.573555555555556,0.0311111111111111,positive,this is a dummy text,0,1,0,0
"So, I was reading the other day about news and I read a very very sad story about a kid, a baby who was born premature and she ended up actually passing away because you know once you are born premature you have to have access to medication and the parents because they were like religious they didn't believe in medication so they just never gave her medicine or anything and she ended up passing away and that was like really sad to to read",1,1,0.245096774193548,-0.248903225806452,negative,this is a dummy text,0,2,0,1
"Yeah, it's a really sad thing and it kinda takes away your faith for humanity, right? It's like, how can you be so callous as to just allow that because you believe in something that you haven't seen? I don't know, it's really sad that we have these things happen in real life, you know?",0,1,0.275578947368421,-0.226526315789474,negative,this is a dummy text,1,1,2,0
"Yeah, it's really sad that we haven't done anything in the law or anything to stop these kinds of things to happen, because that's someone that could have been saved, and that's the kind of thing that just makes you depressed or wild after you read about it.",0,1,0.0693333333333333,-0.1505,negative,this is a dummy text,0,1,0,2
"One thing that I anticipated a lot was the first time that I went to play Dungeons and Dragons. It was with a group of friends and they were all really into the game and I didn't know anything about it. So people were like, yeah, you'll be fine. But I didn't know what I was doing. And I felt kind of dumb. But at the end of the day, they also had fun. I tried my best. And it was really fun. And after that, I was looking forward to the next session.",1,1,0.294230769230769,-0.117384615384615,positive,this is a dummy text,0,2,0,0
"So yeah, that's actually correct. I was playing with an entire different group of people who were already very into it. And it was interesting because they all already knew what they were doing and I didn't. But yeah, I think it went pretty well. And yeah, that's what got me into that hobby.",0,0,0.5,-0.0677777777777778,positive,this is a dummy text,0,2,0,0
"Yeah, I've actually been playing for a while now. and with the same group I changed groups a few times but yeah like I always get excited when we're going to play another session",0,0,0.340666666666667,0.0295555555555555,positive,this is a dummy text,0,2,0,0
Once I was having dinner and it was like a really good Italian place and I was having the time of my life eating stuff and suddenly I opened a ravioli and there was like a huge hair baked into it that's like super super gross and it kind of ruined the evening for me it was like,1,1,0.332952380952381,-0.172761904761905,negative,this is a dummy text,0,2,0,1
yeah I did end up complaining actually the manager wasn't that helpful they were also telling me that I had was trying to scam the restaurant which made me more mad because I think that they were trying to cover for the for the cook who did that and it just kind of ruined the reputation of that restaurant for me,0,1,0.157714285714286,-0.0571428571428571,negative,this is a dummy text,0,2,0,0
I think it's more like a tactic. I don't think it's like that common that people scam and I think that's really really bad behavior on the part of the of the restaurants because even if someone is trying to scam like the restaurant it's still like something that they should take into account and I don't think you can fake a hair inside of the food,0,0,0.20728,-0.17088,negative,this is a dummy text,0,0,0,0
so this is going to sound really crazy but I think I may have actually seen a ghost the other night like I was walking and it was the middle of the night and it was in the countryside so there was no one around and I was feeling pretty nervous you know it's dangerous and stuff but then I saw two little lights like the reflections from eyes and I thought it was a dog or something but I shine my flashlight over there and then I see that the two dots like stand straight up and I just I was so terrified I ran all the way back home.,1,1,0.155333333333333,-0.170717948717949,negative,this is a dummy text,0,2,0,1
"Look, I don't know, but I feel like it might have been something weird. I found it like super, super scary. So maybe it was someone, even if it was someone, that's still pretty scary that they were hanging out in the middle of the night in a road like a countryside road I still think that's pretty scary but I don't know there are so many things that you can't explain",0,1,0.22856,-0.0080799999999999,negative,this is a dummy text,0,0,0,0
I'm okay now but I went straight home running made it home like I was sweating it was like super weird experience and I couldn't sleep at all after that now I'm doing okay but I try to about it avoid that road,0,1,0.308461538461538,-0.0463076923076923,neutral,this is a dummy text,0,2,0,0
"The thing that made me angry last weekend that I was furious was that I got a flat tire in the middle of the road. I was driving back home from a night out and suddenly I realized that my tire is flat so I pulled over to the side of the road and I realized that there was like a spike, like a railroad spike inside of my tire. So someone left that outside on the road and now I have to pay like a lot of money to get a new tire.",1,1,0.106121212121212,-0.142,negative,this is a dummy text,0,2,0,1
"I mean maybe, I don't know. But I feel like there are better methods to confront that conflict than just to start damaging other people's property especially something that is as expensive as a car tire you know i feel like if they would confront me directly and tell me that they have a problem with me i feel like we could do something about it",0,1,0.186173913043478,-0.0377391304347826,negative,this is a dummy text,0,0,0,0
"that's what I'm saying, they could have actually killed me and thankfully there was no traffic or anything but yeah, that's really something that makes me furious like, actually furious",0,1,-0.26,0.2952,negative,this is a dummy text,0,2,0,0
"A friend of mine, one of my best friends actually, just left her job. I feel like it was out of the blue. But then I heard from her that she's actually starting her nursing career. So she's going to change her entire career from finance to nursing. and I think that's great. I trust that she will do her best and I trust that she will have a great career.",1,1,0.46275,0.0008333333333333,positive,this is a dummy text,0,1,0,1
Yeah I mean she it has to be difficult to just like change your career like that for something completely different but I also think that it's great that she's doing something that will actually help people and I trust that with her personality and her drive she will she will do great.,0,0,0.400210526315789,0.0006315789473684,positive,this is a dummy text,1,1,0,0
Yeah she told me that she always dreamed of working in like medicine and stuff like that and now that she actually has a shot in nursing school I think well she should take that route and follow her dreams,0,0,0.334923076923077,-0.128923076923077,positive,this is a dummy text,0,2,0,0
"So, I feel like so happy right now, because my sister has finally, finally finished college. And it took her like 6 years or something like that. So she changed her major a couple times, but now that she finally is out of college I’m overjoyed",1,1,0.411789473684211,-0.106315789473684,positive,this is a dummy text,0,2,0,1
"It was my sister actually. Yeah, so I'm really glad that's done and now that she can actually take part in the working world you know do you have any experience like that?",0,1,0.559555555555555,-0.0644444444444445,positive,this is a dummy text,2,2,2,0
oh that's great I'm sure that he will do great and hopefully he can finish college before it's another like six years.,0,0,0.3808,-0.161,positive,this is a dummy text,1,0,0,2
So as you know I am a big fan of boxing and tonight is the finals at the Olympics of boxing and one of the finalists is from my country so I'm very excited. As soon as I finish work I want to go home and watch the finals because maybe he can get a gold medal,1,1,0.303428571428571,0.0912380952380952,positive,this is a dummy text,0,2,0,1
yeah thank you so it's probably I'm gonna leave now because I'm too excited I cannot focus on my work and even if he loses the finals he gets a silver medal so it's like anyway it's good,0,1,0.429272727272727,-0.0049090909090909,positive,this is a dummy text,0,1,0,0
"I practiced a little bit during high school, but not anymore.",0,0,0.1492,-0.1968,neutral,this is a dummy text,0,2,0,0
I've been feeling bad the whole morning. I even have a headache because I cannot sleep well. And it's just because of my noisy neighbors. They cannot stop making noise every night until late night. And I don't know what to do. I talk to them and they don't change. They continue being just very loud at night.,1,1,0.0623157894736842,-0.058,negative,this is a dummy text,0,2,0,1
"Yeah, it's a bad situation. maybe I will need to move to another place or something. It's like I cannot do anything.",0,1,0.0891428571428572,-0.07,negative,this is a dummy text,0,2,0,0
"So I just got my new car, my first car a month ago. so I don't have much experience driving and last week I decided to go to try my car and go somewhere new. At the beginning it was fun. i continued driving until night but it started raining really hard and it was my first time driving in the rain and i got really scared i couldn't see anything the car felt weird like different than usual and i had to stop on the side of the road and I waited there for many hours until the rain stopped and then I could continue and go home.",1,1,0.233105263157895,-0.101473684210526,neutral,this is a dummy text,0,2,0,1
It was just me. So I didn't have a connection so I couldn't call anyone or even just watch something to distract me. I was just there in the middle of nowhere by myself.,0,1,0.103333333333333,-0.104,negative,this is a dummy text,0,2,0,0
"Yes, I will definitely do that because I'm a beginner and after this experience, I'll definitely be more careful.",0,0,0.32,0.022,positive,this is a dummy text,0,1,0,0
"I enjoy going to gym, I go often. Usually when I forget to bring my own water or some other drink, I just use the water fountain at gym. But the last time I was there about to drink and the person before me that was using the water fountain licked the water fountain like he was drinking directly from the water mountain it made me feel like like sick i think i won't be able to use the water fountain again",1,1,0.340125,-0.248,negative,this is a dummy text,0,2,0,1
"Yeah, I guess for me I feel like I'm kissing a stranger or something. Next time I will complain with the staff.",0,0,0.17025,-0.12025,negative,this is a dummy text,0,2,0,0
"I have a big presentation next week at work. I've been studying and working and practicing on my presentation. I feel like, I feel great. I feel like I'm gonna do awesome on that presentation. Like they cannot ask me anything that I cannot answer.",1,1,0.497,0.049,positive,this is a dummy text,0,2,0,1
"Yes, you are right. I could be maybe overconfident and if I don't study enough, probably I can make mistakes. So yeah, I definitely will continue studying even though I already feel so confident.",0,1,0.286,-0.14225,positive,this is a dummy text,1,2,0,0
I'm about to go to my cousin's house and I'm surprised when he gave me the address. I had no idea he could pay or afford a house in this neighborhood. they only have big luxurious houses here.,1,1,0.279,-0.0941666666666667,neutral,this is a dummy text,0,0,0,1
"Yeah, like actually never been in this neighborhood before because it's so expensive So I had no idea my cousin had that amount of money",0,0,0.216571428571429,-0.0502857142857143,negative,this is a dummy text,0,2,0,0
Today I feel like I cannot do anything. I just found out that my girlfriend has been talking bad behind my back. I overheard a conversation on the phone and she was talking really bad about me to one of her friends.,1,1,0.247833333333333,-0.0613333333333333,negative,this is a dummy text,0,2,0,1
I need to do something so at least I stop thinking about it because like yes I don't know what to do,0,1,0.221333333333333,-0.115333333333333,negative,this is a dummy text,0,0,0,0
"As you know, we have the annual review of our performance. I had just mine last week and the feedback I received was bad. Not like my work was bad. Actually my boss told me I'm doing really good but he didn't tell me how to improve. I want just to be the best and without good feedback, I don't think I can do it. I don't know what to do to improve.",1,1,0.325565217391304,-0.110869565217391,negative,this is a dummy text,1,2,0,1
"Oh, I see. Yeah, so it's very common. For me, it was unexpected. I thought I was gonna receive like good, valuable feedback, but make sense what you say if I cannot get good feedback from my boss then I should try to find it somewhere else like maybe another co-worker or something yes I will try that",0,1,0.417809523809524,-0.104761904761905,neutral,this is a dummy text,0,2,0,0
Last week I spent it by myself at the house because my girlfriend went to visit her parents and she told me you always have a mess here in the house maybe you can spend some of the time cleaning it and I really wanted to do it but I ended up just playing video games all the time and she comes back tomorrow like i don't know what to do,1,1,0.195545454545455,-0.144909090909091,negative,this is a dummy text,0,2,0,0
yeah we've been living together for around one year and it's going well but she just she doesn't like like my stuff is kind of kind of messy,0,1,0.3958,-0.2472,negative,this is a dummy text,0,2,0,0
"For here it's really important to have everything perfectly clean, but for me it's not like that. So I prefer spending time in other things like playing video games. but I guess I need to have like a balance not not only playing all the time at least that's what she wants and I'm also trying to to do it because it's good for me and for for us but I couldn't this time like last week I just play video games",0,1,0.338230769230769,-0.131923076923077,neutral,this is a dummy text,0,2,0,0
Okay so I think everything so far is going good and I don't want to screw this up. That's why even though for me I think the house is okay even though it's a bit messy I want to have a good relationship with her and in the future like even to think about something more serious with her so that's that's why I feel a bit disappointed about myself this week I couldn't spend the time to work in the house but at the same time in our relationship,0,1,0.294538461538462,-0.121230769230769,neutral,this is a dummy text,0,0,0,0
makes total sense I didn't think about that but if we share a space then in that case both of us should be able to feel comfortable being there but if it's a space just for me and I don't mind the clutter that should be fine and then at least I will try to clean the the spaces that we share before she comes back tomorrow,0,0,0.395478260869565,-0.242434782608696,positive,this is a dummy text,0,0,0,0
"My daughter's birthday was last week. She turned 25 already. And while we were at the party I realized she's not a girl anymore. She's a woman. Also after thinking about this I thought she's not just any woman she's very smart, capable and independent. So I'm pretty sure that in the future soon she will leave the house to pursue her dreams do what she wants in life.",1,1,0.485263157894737,-0.0321052631578948,positive,this is a dummy text,0,2,0,1
so of course I feel happy because she she's a great woman now but at the same time a bit sad because she won't be around anymore I mean in the house we want to share like the same things as we have for the last 25 years so I guess I feel happy sad,0,1,0.28,-0.115888888888889,positive,this is a dummy text,0,2,0,0
"Yes, you are totally right. Maybe I'm more afraid about the change than anything else because even though things are gonna change it's not for the worse I think it's for the better because I want my daughter to have a good life and I am sure like for her it's better if she leaves the house and also I should see that for us my wife and I like it could be also something good in a way that we can spend more time together by our ourselves",0,1,0.3384,-0.14432,positive,this is a dummy text,0,2,0,0
Two weeks ago they released a new game that I really wanted to play because it looked just great. But it has like the newest technology so to play that game on PC you need the best equipment. So I spent thousands of dollars to get a new PC. I even borrowed some money from a friend. I've been playing the game for just a few days and it's really boring. I'm disappointed. And now I have this debt of a few thousand dollars that I have to pay for this game that at the end I didn't enjoy.,1,1,0.305151515151515,0.0261818181818182,negative,this is a dummy text,0,2,0,1
"I mean the game is not that expensive, I spent like 60 bucks on it but the most expensive parts were all the PC components I got to play the game even a new monitor and everything to have the best experience But the game is just bad.",0,1,0.188823529411765,0.0567058823529412,negative,this is a dummy text,0,2,0,0
yeah I guess I will have to do that now that I have I spent all this money on this new PC at least to try to take advantage of it in other ways for example by playing different games on it,0,0,0.334571428571429,-0.098,positive,this is a dummy text,0,2,0,0
"So as you know, next week is my birthday and this one is special because I'm turning 50 years old. Some people might say that I'm just an old guy but for me it makes me feel happy because it means that I've been able to spend more time in this world just enjoying life.",1,1,0.3876,-0.01,positive,this is a dummy text,0,2,0,1
"Yeah, exactly. You have only two options. You either get older or you die young. So I just want to keep living and keep getting older. So for me, I feel happy I'm getting older.",0,1,0.332,0.0098181818181818,positive,this is a dummy text,0,2,0,0
how will you spend money in your 50s,0,0,0.476,0.174,neutral,this is a dummy text,0,0,2,2
My last birthday at least until last week was when I was 8 years old. It was a party that organized my parents. And last week was my 30th birthday. My girlfriend organized a surprise party for me. I just went to her place. She told me maybe we can watch a movie or something. I went there expecting just the usual but all my friends and family were there waiting for me for my party and I was it was so exciting,1,1,0.494086956521739,0.0215652173913043,positive,this is a dummy text,0,2,0,1
"yes, she put so much effort into this party, organizing it. I just, I cannot believe how she was able to do it because even friends or family members that she doesn't know, they were there. So she really spent her time, and she knows me very well. Because, to be honest I think this has been my best gift ever.",0,1,0.49975,-0.11625,positive,this is a dummy text,0,2,0,0
So you are also here to take the final exams? Because me too and I'm really excited. I've been studying for this for over two years. So I want to demonstrate that I really know about my field and that I'm going to be a great engineer.,1,0,0.345692307692308,0.0046153846153846,positive,this is a dummy text,0,2,0,0
"Yeah, I guess nobody enjoys exams me neither. But this time I feel excited because I never studied for that long for something. So it makes me feel confident.",0,1,0.4022,-0.0096,positive,this is a dummy text,0,2,0,0
"Exactly. I'm also getting tired of studying for that long. So also for me, I see it as, OK, this is it. After taking this exam, I can get some rest.",0,1,0.168285714285714,-0.222,negative,this is a dummy text,0,2,0,2
"yes that's a possibility and i'm prepared for that but i don't know i think i'm just gonna get a really good score But if that's not the case, I guess I will have to continue with my life.",0,0,0.456333333333333,-0.122,positive,this is a dummy text,0,0,0,0
"It might sound a bit extreme but I felt very sad when the last time I traveled I lost my phone. It sounds like something trivial but I went abroad. For the first time I went to India I was excited but the moment I was about to take the taxi to go to my hotel I realized that I lost my phone. On my phone I had everything there like my flight tickets, my reservations for the hotel everything. So it was it was just too complex to recover from that and I I didn't know how to navigate or to be in this foreign country without the help of my phone.",1,1,0.247555555555556,-0.0578333333333333,negative,this is a dummy text,0,2,0,1
we depend a lot on our phones. It's a really good tool especially for traveling and I will try to be more careful like if I go somewhere and then yeah I was to try to protect my phone and also yes I don't know maybe I what to do to keep my phone closer to me and so I don't lose it again I don't want to experience this ever again in my life,0,1,0.333545454545454,-0.0772727272727273,neutral,this is a dummy text,0,2,0,0
"On my way here, just like 5 minutes ago, I got robbed. Somebody pointed a gun at me and he asked me to give him everything I had on me. I gave him my phone, my wallet. I got very scared. Now I don't have a way to go back home. I have no money or even a card to call my family.",1,1,0.187684210526316,-0.151473684210526,negative,this is a dummy text,0,2,0,1
"Ah, that's the next thing I want to do because I was shocked. So right now I don't understand how I can talk to you just a few moments ago. I couldn't even think.",0,1,0.2244,-0.124,negative,this is a dummy text,0,2,0,0
"If you could help me with that, just tell me where the police station is, that would be good enough.",0,0,0.267,-0.0873333333333333,positive,this is a dummy text,0,0,0,0
So as you know I just enjoy cycling and playing video games and this summer finally I'm gonna be able to go back to my hobbies because the last couple of years I've been too busy at work but I don't know like the planets align and this summer I will be like 100% just spending time on my hobbies again.,1,1,0.363416666666667,-0.0736666666666667,positive,this is a dummy text,0,2,0,0
the first ride is gonna be easy one I think because I'm out of shape so maybe I just I will go to like downtown.,0,1,0.365111111111111,-0.266444444444444,positive,this is a dummy text,0,1,0,0
Oh that's an excellent plan like let's do that like I go by bicycle you go by train and then we meet there with something delicious,0,0,0.427,0.0198,positive,this is a dummy text,0,0,0,0
probably your friend already told you I am not sure but I just broke up with my girlfriend we spent together over five years and I'm devastated I didn't see it coming I thought everything was going just right just just good like and it It just happened out of the blue. I don't know what to do. I feel like I cannot continue on my own.,1,1,0.2956,-0.2273,negative,this is a dummy text,0,2,0,1
I want to do something like to keep me busy but at the same time I feel like I don't want to do anything at all I don't have energy I don't know what to do,0,1,0.391833333333333,-0.0236666666666667,negative,this is a dummy text,0,2,0,1
yes i do my best because i don't want to be depressed like all the time i know I cannot avoid it but i will try to get better so yeah i think i'm gonna contact her,0,1,0.245692307692308,-0.122461538461538,positive,this is a dummy text,0,1,0,0
"Welcome to the company, you are one of the new employees. If you are like me, you will really like this place. I've been working here for over 12 years. I just want to continue working here. I'm sure that if I continue here because of my team and my boss, all the support I receive, I'm just gonna keep improving my work but also as a person. So hopefully you feel the same.",1,1,0.442086956521739,-0.124173913043478,positive,this is a dummy text,1,2,0,2
You will be part of my team so we'll work close. I'm gonna introduce you to the rest of the team. I think you will find it's gonna be a great experience.,0,0,0.435384615384615,-0.100923076923077,positive,this is a dummy text,1,0,0,2
Don't be afraid of making questions or making mistakes. Everybody starts like that. We'll support you and give you everything you need so you can just continue improving.,0,0,0.166,-0.0687272727272727,positive,this is a dummy text,1,0,0,2
"On my way here, I just saw a kid picking up a gum from the street and put it in his mouth and just started chewing it. And his mom saw everything. She didn't say anything to the kid. For her, it was just something normal people do.",1,1,0.214615384615385,-0.280153846153846,neutral,this is a dummy text,0,1,0,1
yeah imagine like all the i guess i don't know all the germs in that gum like all these bacteria i don't know and also i kind of understand how even the kid is in was he was like enjoying chewing this dirty gum,0,1,0.271625,-0.19525,negative,this is a dummy text,0,0,0,0
Or maybe he likes that flavor. It's like just the dirt.,0,0,0.2175,-0.1575,neutral,this is a dummy text,0,0,0,0
Like the flight is about to leave and I'm going on vacation. It's a three month vacation. I haven't had any vacation in a long time so I'm very excited.,1,1,0.391636363636364,-0.123636363636364,positive,this is a dummy text,0,2,0,0
Drinking a lot of margaritas at the beach definitely and just resting.,0,1,0.364,-0.1795,positive,this is a dummy text,0,2,0,0
"For you too, where are you going?",0,0,0.0,0.0,neutral,this is a dummy text,0,1,2,2
"Last night I went out with my friends. We went to this expensive restaurant. And I was about to pay and they told me, oh you don't need to pay anything. Somebody from that table paid everything for you. I didn't expect any of that. I guess like being this handsome sometimes has its advantages.",1,1,0.292,-0.0821538461538462,neutral,this is a dummy text,0,2,0,1
I wish I could order more but no. But I met the person that paid for my meal. I saw it like a good gesture and yeah. we are having a date next week,0,1,0.3568,-0.2186,positive,this is a dummy text,0,0,0,0
"yeah right for me it feels the same like is this like a reality show or something but no it actually happened, yes you're right maybe like who knows maybe she's the one",0,1,0.441,-0.1692,neutral,this is a dummy text,0,2,0,2
